"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
14, 7.141088805678174e-01, 6.621837941174913e-02, 9.039736408317173e-01, 8.966276678210239e-01, -9.282642792726371e-02, 3.321716578745512e+00, 1.148911938139603e+00, 1.000878908872264e+00, 7.475528328511402e-01, -2.418586634033337e-01
15, 6.936214718093916e-01, 6.828692322615412e-02, 8.980556199789721e-01, 8.995674114566569e-01, -8.869189324816157e-02, 3.302377884001373e+00, 1.138982963322556e+00, 9.987678531954568e-01, 7.553706534948097e-01, -2.617166130374278e-01
16, 6.731258875325825e-01, 7.025415881818713e-02, 8.939611396858602e-01, 9.049649617462762e-01, -8.446453316002282e-02, 3.289948811549342e+00, 1.131162578406466e+00, 9.964533031135084e-01, 7.638874319251625e-01, -2.773573828696079e-01
17, 6.526251840088997e-01, 7.211809598082322e-02, 8.890959237994847e-01, 9.076717125351510e-01, -8.016146568080183e-02, 3.274159187771286e+00, 1.122891072492502e+00, 9.945796577369910e-01, 7.707415199472309e-01, -2.939003946975363e-01
18, 6.321180575424711e-01, 7.387713552306252e-02, 8.847561935564033e-01, 9.131008880104958e-01, -7.579457314588839e-02, 3.260969474149676e+00, 1.114618437352894e+00, 9.920948005880745e-01, 7.797778787612493e-01, -3.104456649767524e-01
19, 6.116051471971290e-01, 7.552915379422512e-02, 8.795643602861946e-01, 9.157218897672110e-01, -7.140946298093080e-02, 3.244102983420889e+00, 1.105808525085264e+00, 9.900630958049442e-01, 7.871224534707625e-01, -3.280654895120123e-01
20, 5.910864751802504e-01, 7.707045435916929e-02, 8.770100475488587e-01, 9.171897663939963e-01, -6.637837523119047e-02, 3.235804216373472e+00, 1.101474829517435e+00, 9.890552915206556e-01, 7.907514160633587e-01, -3.367328806476690e-01
21, 5.705639271095957e-01, 7.849896928003816e-02, 8.682280059294432e-01, 9.210912014516860e-01, -5.987244620513753e-02, 3.207219635437989e+00, 1.086627492752222e+00, 9.855926607968870e-01, 8.031505054504944e-01, -3.664275541780948e-01
22, 5.500373623174063e-01, 7.981070018239159e-02, 8.193092822502273e-01, 9.283883627280293e-01, -5.107308741083268e-02, 3.044966297632901e+00, 1.006951826529691e+00, 9.678574142529336e-01, 8.651542892949319e-01, -5.257788866231574e-01
23, 5.295071993561811e-01, 8.100192396056720e-02, 6.876740264168977e-01, 9.321639667517077e-01, -5.334369014229698e-02, 2.610325278522860e+00, 7.905869567459872e-01, 9.053522519694903e-01, 1.070217644059162e+00, -9.585086261905651e-01
