DV,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
FD,-0.0365847800000013,-0.0252521499999984,-0.0005787,0.0115760799999989,0.0113313999999982,0.0046018299999991,-0.0027341099999994,-0.0069740900000003,-0.0077890900000016,-0.0072213300000012,-0.0080996899999991,-0.0139998599999989,-0.0204554800000006,-0.0378608699999998,-0.0167942200000013,0.0310066800000008,0.0636774100000008,0.0601770700000003,0.0284368200000016,-0.0068683900000011,-0.0267098399999998,-0.0288431899999989,-0.0230113400000002,-0.0204501299999985,-0.0298788900000013,-0.0414636900000001,-0.0005178099999995,0.0163514200000013,0.0556157800000005,0.0890177799999988,0.0834149099999993,0.0430719699999991,-0.0018901899999992,-0.0271543999999998,-0.0296570700000012,-0.0213253699999985,-0.0148054700000004,-0.0167021599999997,-0.0212236800000015
Adjoint,-0.03678939,-0.0253895,-0.00063936,0.0115475799999999,0.01131733,0.00459189,-0.00274045,-0.006977314,-0.007791686,-0.007223491,-0.008101502,-0.0140069142,-0.0204757852,-0.038206173,-0.017018202,0.03085061,0.06355403,0.06006454,0.0282822509999999,-0.006977715,-0.026741124,-0.0288563623,-0.0230289903,-0.020466493,-0.02991142112,-0.0415379597,-0.0005467099999999,0.01625489,0.0554036,0.08882674,0.08319488,0.04274588,-0.00211512,-0.0272193399999999,-0.029666708,-0.021336233,-0.014814855,-0.016713286,-0.02124466482
