"PointID","x","y","Displacement_x","Displacement_y","Sxx","Syy","Sxy","Von_Mises_Stress"
60, 2.270570000000000e-01, -4.236979999540758e-02, 1.077046279834222e-03, 3.043626676146289e-03, 1.497308038751798e+06, 1.062698022835564e+04, 1.068350442795037e+05, 1.501957215275188e+06
61, 2.471950000000000e-01, -4.223879998931944e-02, 1.113122124915837e-03, 3.508218923834324e-03, 1.336341953497369e+06, 1.354637064040730e+04, 1.062509759385314e+05, 1.339755661894157e+06
62, 2.673160000000002e-01, -4.196779997645805e-02, 1.140876742546444e-03, 3.985881378086123e-03, 1.202271746829674e+06, 1.666420493193339e+04, 1.047150083333972e+05, 1.203962696799970e+06
63, 2.874270000000000e-01, -4.157949995048611e-02, 1.161685259126574e-03, 4.475422645695919e-03, 1.089498385741747e+06, 1.684251544906561e+04, 9.980116758522204e+04, 1.091069066685901e+06
64, 3.075299999999999e-01, -4.109349990009218e-02, 1.176183619968853e-03, 4.975660029512051e-03, 9.861901203416650e+05, 1.702652214790448e+04, 9.429836666965824e+04, 9.873433080191195e+05
65, 3.276300000000001e-01, -4.052669980570654e-02, 1.185093981536969e-03, 5.485651291435726e-03, 8.933134312956219e+05, 1.637052271413876e+04, 8.916836577005518e+04, 8.948926498344709e+05
66, 3.477290000000003e-01, -3.989379963445320e-02, 1.189086815515974e-03, 6.004525960249909e-03, 8.094459819378754e+05, 1.617166979121061e+04, 8.413464528893610e+04, 8.109245886414746e+05
67, 3.678289999999997e-01, -3.920819933251125e-02, 1.188730536628200e-03, 6.531520356702233e-03, 7.325801238921349e+05, 1.585992072152373e+04, 7.863208975904113e+04, 7.337709941067564e+05
68, 3.879340000000001e-01, -3.848139881374445e-02, 1.184534809610826e-03, 7.065997007935233e-03, 6.623702389500191e+05, 1.512899375162870e+04, 7.316138182360985e+04, 6.635748493179374e+05
69, 4.081109999999998e-01, -3.771959793965670e-02, 1.176918109774774e-03, 7.609099941761536e-03, 5.985680433987529e+05, 1.433018487599612e+04, 6.787401257142771e+04, 5.998011350951598e+05
70, 4.283910000000004e-01, -3.689039649155469e-02, 1.165206648150353e-03, 8.161120015710576e-03, 5.410178534142231e+05, 1.358996826758396e+04, 6.284814062794451e+04, 5.421989756093385e+05
71, 4.486759999999999e-01, -3.599199414693961e-02, 1.149497184584859e-03, 8.718911886168376e-03, 4.900310170380067e+05, 1.284075639355167e+04, 5.795971952498324e+04, 4.910680820452311e+05
72, 4.689660000000000e-01, -3.503219041863997e-02, 1.130198683157825e-03, 9.282029071187744e-03, 4.449091161181729e+05, 1.202279254930088e+04, 5.335518788181669e+04, 4.458448983991966e+05
73, 4.892609999999997e-01, -3.401798458828569e-02, 1.107683696811322e-03, 9.850106844783586e-03, 4.053279743783705e+05, 1.131419316673104e+04, 4.886317660110410e+04, 4.059523369743010e+05
74, 5.095640000000002e-01, -3.295577560962597e-02, 1.082314733841088e-03, 1.042293331661663e-02, 3.720247904203308e+05, 1.036640499662846e+04, 4.442189851499214e+04, 3.724110739733504e+05
75, 5.298739999999997e-01, -3.185116198125107e-02, 1.054440424056883e-03, 1.100023766487821e-02, 3.441859107030939e+05, 9.179351847248920e+03, 4.053633742676959e+04, 3.446769111564371e+05
76, 5.501910000000001e-01, -3.070944157258281e-02, 1.024355154688811e-03, 1.158183438318769e-02, 3.201518790374626e+05, 8.162478542398445e+03, 3.740725341800543e+04, 3.208342195813673e+05
77, 5.705160000000002e-01, -2.953521139256774e-02, 9.923045329010408e-04, 1.216761567442240e-02, 2.989633773629191e+05, 7.041197059158917e+03, 3.479923087537789e+04, 3.001041573043807e+05
78, 5.908500000000002e-01, -2.833266728646029e-02, 9.585138286270579e-04, 1.275761772465906e-02, 2.806653807660142e+05, 5.871410610506118e+03, 3.336870549638337e+04, 2.827819090038182e+05
79, 6.111930000000000e-01, -2.710540354217496e-02, 9.231000879185889e-04, 1.335179307023055e-02, 2.609704632302564e+05, 5.153010274721547e+03, 3.234414403246115e+04, 2.638695583985156e+05
80, 6.315450000000000e-01, -2.585681237880153e-02, 8.861696780670000e-04, 1.395030425836404e-02, 2.460212648400785e+05, 4.850790320473910e+03, 3.099990322785830e+04, 2.490123968411163e+05
81, 6.519069999999999e-01, -2.458968328149836e-02, 8.477892753673547e-04, 1.455282085017158e-02, 2.259086908286272e+05, 4.189178331980050e+03, 2.849524432020614e+04, 2.289267525153490e+05
82, 6.722800000000005e-01, -2.330650215966934e-02, 8.079336066799090e-04, 1.515923237740648e-02, 2.059538778528110e+05, 3.549778066689566e+03, 2.681564438074246e+04, 2.093889556410461e+05
83, 6.926619999999998e-01, -2.200935031500552e-02, 7.668268355533330e-04, 1.576946906757874e-02, 1.860179910554303e+05, 3.251245666817231e+03, 2.524593265598452e+04, 1.896130577851328e+05
84, 7.130559999999998e-01, -2.069990301115380e-02, 7.243752240734014e-04, 1.638364515128077e-02, 1.692091919315273e+05, 2.551731356743298e+03, 2.437896076204373e+04, 1.736434394861630e+05
85, 7.334609999999996e-01, -1.937952788206431e-02, 6.808185600809302e-04, 1.700149899529879e-02, 1.554183183690063e+05, 2.020037650844082e+03, 2.311497230684917e+04, 1.602131090337920e+05
86, 7.538770000000000e-01, -1.804908277293989e-02, 6.362077850711461e-04, 1.762300247810368e-02, 1.403826144497946e+05, 1.147598988589410e+03, 2.107306006421525e+04, 1.454740010186086e+05
87, 7.743050000000000e-01, -1.670931309849864e-02, 5.904425031524786e-04, 1.824802317935342e-02, 1.215212286787226e+05, -4.517868650572916e+02, 1.973477828493273e+04, 1.282000874284608e+05
88, 7.947459999999997e-01, -1.536044858607557e-02, 5.434611377523174e-04, 1.887651881602810e-02, 1.055379001617600e+05, -3.826993759917673e+01, 2.148011620211449e+04, 1.139820567504999e+05
89, 8.151990000000001e-01, -1.400239941547236e-02, 4.956555881306446e-04, 1.950849685866981e-02, 9.515666477205729e+04, -1.979771881024624e+03, 1.379737383795196e+04, 1.009799852691364e+05
