"PointID","x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
1124, -8.283649861483633e-01, 0.000000000000000e+00, -1.070862080248130e+00, 1.232493089247735e+00, 3.093749829267709e+02, 1.406762972152827e-01, 9.593081551000552e+00, 2.954476882977370e+05, 1.026325496792828e+05, 2.892705474618891e+02, 7.355210374658621e-01, 3.277336383165217e-02
1125, -4.523716890862697e-01, 0.000000000000000e+00, -4.571519128631403e-01, 1.246901112788442e+00, 3.057760927331881e+02, 1.091301625581195e-01, 7.837771259583753e+00, 2.983861838607102e+05, 1.043475960148133e+05, 2.907060216684690e+02, 7.166794131663068e-01, 7.576051639116960e-02
1126, -7.138907761802704e-01, 0.000000000000000e+00, -4.748355767114282e-01, 1.239094377679521e+00, 3.079070054519116e+02, -3.704077817779941e-03, 1.043718836038628e+01, 2.968089051178428e+05, 1.034033958627494e+05, 2.898905160886204e+02, 7.274201408702149e-01, 5.209440595285435e-02
1127, 7.145398844596720e-01, 0.000000000000000e+00, 2.437523633363969e-01, 1.143102402232887e+00, 3.204434463948244e+02, -8.048375259977542e-01, -3.272804335322638e+01, 2.766867442656875e+05, 9.252133284239321e+04, 2.811644027276359e+02, 8.371024488018562e-01, -2.206614336575433e-01
1128, -5.840202530738225e+00, 0.000000000000000e+00, 2.929703207416198e+00, 1.221690652258610e+00, 3.119838846816150e+02, 3.559431709111631e-03, 1.096661582255412e+01, 2.932469580631520e+05, 1.013447917960670e+05, 2.881666887083717e+02, 7.498164156118907e-01, 4.960757848531816e-04
1129, -8.304673122685773e-01, 0.000000000000000e+00, 6.039338309207782e+00, 1.219983182664343e+00, 3.124372725974002e+02, -3.044134927966785e-03, 1.073825356897698e+01, 2.929027437098529e+05, 1.011391783631150e+05, 2.879845369514555e+02, 7.521743878818861e-01, -4.657566905423334e-03
1130, 4.128431585059169e-01, 0.000000000000000e+00, 6.158904766225058e+00, 1.219477036472413e+00, 3.125522048721355e+02, -1.281534034292526e-02, 1.037669902314504e+01, 2.927986954549042e+05, 1.010803804552542e+05, 2.879365743242514e+02, 7.527963715968921e-01, -6.131319878174589e-03
1131, -2.053460630151622e+00, 0.000000000000000e+00, 5.679247130137441e+00, 1.220605658481261e+00, 3.122496038083821e+02, 5.578950819165525e-03, 1.096637540957629e+01, 2.930268198760207e+05, 1.012153774748576e+05, 2.880545319749357e+02, 7.512675231731616e-01, -2.747657666518259e-03
1132, -5.963080784444966e+00, 0.000000000000000e+00, -2.214903752349193e+00, 1.221980923717914e+00, 3.119274453554395e+02, 2.965489406295443e-03, 1.090229966179810e+01, 2.933068618909006e+05, 1.013785365577110e+05, 2.881941651265118e+02, 7.494617172346164e-01, 1.341878715552782e-03
1133, -5.010536768191695e+00, 0.000000000000000e+00, -3.193379089548000e+00, 1.222185876631606e+00, 3.118873805585590e+02, 2.454624585799050e-03, 1.088440051117181e+01, 2.933496288658876e+05, 1.014024707936647e+05, 2.882138644882594e+02, 7.492128023199198e-01, 1.941783587522382e-03
1134, -3.741792571296223e+00, 0.000000000000000e+00, -2.853625474158434e+00, 1.222675245125661e+00, 3.117835805697887e+02, 9.375424394148872e-03, 1.086505061734390e+01, 2.934502103439781e+05, 1.014597404627291e+05, 2.882612196903564e+02, 7.486008745625529e-01, 3.377231685979822e-03
1135, -4.140351613610603e+00, 0.000000000000000e+00, -4.081746602544571e+00, 1.222362646241370e+00, 3.118374518400870e+02, 1.835046039883519e-03, 1.083083543948130e+01, 2.933857517044139e+05, 1.014245103418572e+05, 2.882348184297151e+02, 7.489529822316328e-01, 2.494198645274985e-03
1136, -3.059096323354832e+00, 0.000000000000000e+00, -3.827907168933509e+00, 1.222891636504907e+00, 3.117310070375750e+02, 1.024926153429595e-02, 1.077612656789458e+01, 2.934946883612556e+05, 1.014860246370132e+05, 2.882848754785298e+02, 7.483042496191757e-01, 4.036037099245523e-03
1137, -3.320417057271615e+00, 0.000000000000000e+00, -4.975421524715962e+00, 1.222565143113610e+00, 3.118104219872579e+02, -1.521679256543120e-03, 1.075934756860564e+01, 2.934291565866574e+05, 1.014475209444489e+05, 2.882524595001378e+02, 7.487352528313683e-01, 3.070952907598314e-03
1138, -1.051243498192182e+00, 0.000000000000000e+00, 7.256192237067416e-01, 1.226863018441579e+00, 3.104620126585980e+02, 9.356335360356721e-02, 1.377195270258562e+01, 2.942895821624901e+05, 1.019722110771216e+05, 2.887282993663636e+02, 7.425614347935471e-01, 1.622216306000451e-02
1139, -7.522007540644804e-01, 0.000000000000000e+00, 1.201334897024095e+00, 1.220483217186515e+00, 3.116396056919514e+02, 1.385326684346408e-02, 1.521326302809047e+01, 2.929671951491110e+05, 1.012340675615001e+05, 2.881366266807369e+02, 7.501985906691029e-01, -2.279195917581704e-03
1140, -2.105906925221828e+00, 0.000000000000000e+00, -4.560457974626352e+00, 1.223160771541523e+00, 3.116738342751092e+02, 1.514606601181800e-02, 1.064168429854569e+01, 2.935502222898851e+05, 1.015180379495394e+05, 2.883123616220276e+02, 7.479558221256419e-01, 4.838441746276304e-03
1141, 5.893153012306076e+00, 0.000000000000000e+00, -3.032218984630602e-01, 1.219868547140555e+00, 3.097895026583730e+02, 3.596694185531321e-01, -1.478519756550323e+00, 2.926695858279322e+05, 1.013330485519925e+05, 2.885636793781322e+02, 7.446905580412513e-01, 2.017346850728065e-04
1142, 3.177208057332222e-01, 0.000000000000000e+00, -1.794929552729917e-01, 1.177662580319339e+00, 3.214033192048043e+02, 9.505000906506941e-02, 2.997529575051038e+00, 2.842252457045003e+05, 9.614532959501557e+04, 2.836030577487508e+02, 8.072921164419496e-01, -1.298269774374472e-01
1143, 2.324773719969245e-01, 0.000000000000000e+00, -1.852724605651124e-01, 1.169355325554704e+00, 3.223282893129318e+02, -5.946176095266753e-02, -4.182235139923954e+00, 2.824715257812626e+05, 9.521590796156223e+04, 2.828567893229138e+02, 8.164751318541593e-01, -1.531226684760327e-01
1144, 1.544471464227367e-01, 0.000000000000000e+00, -7.538514427441137e-02, 1.116664064220559e+00, 3.174648185880456e+02, -5.807027181391866e-01, -1.463844217798718e+01, 2.705415260623185e+05, 9.012727890933256e+04, 2.803737247353243e+02, 8.466503918474881e-01, -2.806677200908269e-01
1145, -5.562888918751712e+00, 0.000000000000000e+00, -4.560297908860307e+00, 1.222036160115550e+00, 3.119275488876119e+02, 5.499720721192374e-04, 1.085151666555120e+01, 2.933206018794639e+05, 1.013849234672843e+05, 2.881992942519199e+02, 7.494171716172841e-01, 1.501964802163847e-03
1146, 5.963091445337929e-01, 0.000000000000000e+00, -1.139719552098411e-01, 1.211463696953003e+00, 3.084125783934346e+02, -7.836398366422272e-02, 1.517104877616668e+01, 2.907349727871015e+05, 1.005529503015466e+05, 2.883287873178917e+02, 7.477221918617689e-01, -1.935120788481913e-02
1147, -5.749307884522784e-01, 0.000000000000000e+00, -7.225401511447926e-01, 1.239002189432916e+00, 3.077827879762891e+02, 2.040040407304436e-01, 8.378028303431531e+00, 2.967751846006133e+05, 1.034073603569465e+05, 2.899232007118029e+02, 7.269917487262938e-01, 5.219377488146203e-02
1148, 1.762818600227961e+00, 0.000000000000000e+00, 8.294176337289640e-01, 1.224381930711441e+00, 3.104215440345401e+02, 3.111956990855497e-02, -4.183355985998953e+00, 2.937169548741149e+05, 1.017434858393352e+05, 2.886644440785068e+02, 7.433879376457708e-01, 1.048922950174130e-02
1149, 3.958280620909055e-01, 0.000000000000000e+00, -1.576183065794892e-01, 1.186436449713638e+00, 3.189826632895932e+02, 2.989115234191942e-02, 7.827288414377789e+00, 2.859763926187360e+05, 9.722803530580338e+04, 2.846758470720261e+02, 7.939913653918930e-01, -1.026892642442336e-01
1150, 7.178752540766591e-01, 0.000000000000000e+00, -1.747713429340855e+00, 1.227213410642547e+00, 3.107194822083327e+02, -6.806488809894005e-02, 7.205194242281229e+00, 2.943699364823855e+05, 1.020052333153576e+05, 2.887393359023786e+02, 7.424204681112793e-01, 1.704985614531567e-02
1151, 1.033317415187892e+00, 0.000000000000000e+00, -1.284734069526021e-01, 1.275634779546341e+00, 2.941897518168066e+02, 2.866013854432132e-01, 3.656309681913900e-01, 3.039884062747927e+05, 1.080259886909981e+05, 2.941748159843462e+02, 6.697870753689703e-01, 1.679583910894444e-01
1152, 1.046433325340500e+00, 0.000000000000000e+00, -6.698224493366170e-02, 1.277400237731431e+00, 2.835648545537791e+02, 4.218209888367496e-01, -2.804034529735167e+00, 3.036966832206256e+05, 1.088879339247581e+05, 2.961122382122700e+02, 6.426236766427161e-01, 1.895628052058315e-01
1153, 9.205424804279230e-01, 0.000000000000000e+00, -8.236366833424034e-02, 1.270815326749508e+00, 2.899104089972777e+02, 4.619494535897850e-03, 1.362779547434494e+01, 3.026531576164741e+05, 1.078046142947600e+05, 2.946853177120035e+02, 6.627033774521217e-01, 1.624097043008080e-01
1154, -2.469788648989060e+00, 0.000000000000000e+00, -5.841723185937965e+00, 1.222699545659229e+00, 3.118024381593869e+02, 8.013075139831937e-03, 1.068091840612339e+01, 2.934594393099546e+05, 1.014624739013223e+05, 2.882632565692483e+02, 7.486133168991856e-01, 3.445744553174422e-03
1155, -1.027887964141372e+00, 0.000000000000000e+00, -5.607514277936732e+00, 1.223146573824519e+00, 3.116979301821208e+02, 6.020806958499809e-03, 1.044803535597614e+01, 2.935497411321683e+05, 1.015158726440539e+05, 2.883095586547925e+02, 7.480101944825898e-01, 4.784168975147780e-03
1156, 9.988282251377183e-01, 0.000000000000000e+00, -5.628989934556110e-02, 1.292105533668816e+00, 2.786926744348191e+02, 2.779896649249855e-01, 2.105533535232313e+00, 3.066836593230800e+05, 1.106505886142551e+05, 2.974810695803717e+02, 6.229429684797776e-01, 2.337432477264839e-01
1157, 6.480279001424592e-02, 0.000000000000000e+00, -2.021503793623256e-01, 1.219676074511315e+00, 3.106085360518661e+02, 3.312254826779174e-01, -2.344113737413429e+01, 2.927505365704945e+05, 1.011898821509665e+05, 2.882014607140661e+02, 7.493626910958540e-01, -3.386690767233689e-03
1158, 7.822750183620846e-01, 0.000000000000000e+00, -1.042308107597656e+00, 1.229429044227824e+00, 3.102331146216217e+02, -1.023278936218157e-02, 6.355500490083139e+00, 2.948242493587080e+05, 1.022663349724815e+05, 2.889567309791252e+02, 7.396004544425697e-01, 2.359429552039266e-02
1159, 1.094593625877288e+00, 0.000000000000000e+00, -1.202700106668537e+00, 1.231875867655787e+00, 3.097167814237391e+02, 1.428219695737689e-01, 5.104204603618362e+00, 2.953277595356689e+05, 1.025531449439763e+05, 2.891915692383032e+02, 7.365492119057803e-01, 3.078310654247247e-02
1160, -2.402155881265538e-01, 0.000000000000000e+00, -5.158955735009578e-01, 1.248953100390274e+00, 3.052090477370240e+02, 5.128180971938587e-02, 3.259863349679571e+00, 2.987965384276454e+05, 1.046000099998377e+05, 2.909304561075643e+02, 7.137058135453321e-01, 8.208720171599893e-02
1161, 1.493044487303720e-01, 0.000000000000000e+00, -1.901662801956612e-01, 1.174444537964873e+00, 3.194018039092945e+02, -9.157045381802358e-01, -1.333322642726336e+01, 2.833817852741740e+05, 9.594940173880820e+04, 2.838006272099690e+02, 8.048515901509206e-01, -1.347378538790687e-01
1162, 9.072686339112609e-02, 0.000000000000000e+00, -1.336664454935794e-01, 1.180935169726753e+00, 3.184831806729625e+02, -5.636460571603159e-01, -3.056630926857509e+01, 2.848314557451645e+05, 9.659612624952037e+04, 2.841431861808197e+02, 8.006105165570691e-01, -1.185278864688498e-01
1163, 5.344981820232416e-01, 0.000000000000000e+00, -1.373726674407719e-01, 1.203792806066801e+00, 3.129393313743780e+02, -4.150656044929014e-02, 1.315793682354336e+01, 2.893639252773518e+05, 9.944639343354730e+04, 2.869728996710726e+02, 7.650843162723783e-01, -4.708674360476569e-02
1164, 9.536620964878291e-01, 0.000000000000000e+00, 1.899623974359446e-01, 1.228243511653440e+00, 3.037755540846105e+02, 3.166595431711568e-01, -3.378909270499805e+01, 2.942284314658283e+05, 1.024791790054764e+05, 2.898376174922864e+02, 7.281135064554159e-01, 2.892917116088507e-02
1165, 9.696505507369073e-01, 0.000000000000000e+00, 2.446197813389864e-02, 1.269014628820921e+00, 2.718623295967335e+02, 6.756333601721004e-01, -5.068760875473394e+01, 3.013781619044524e+05, 1.084980047475080e+05, 2.970015496689853e+02, 6.298866025110672e-01, 1.797893403829852e-01
1166, -2.854767966907275e+00, 0.000000000000000e+00, 2.798194579688367e+00, 1.221465953863426e+00, 3.119900598088261e+02, 1.111061999830364e-02, 1.128883524585441e+01, 2.931984254567553e+05, 1.013206387852543e+05, 2.881510092692749e+02, 7.500171727435144e-01, -1.093126172351905e-04
1167, 2.854970131552428e-01, 0.000000000000000e+00, -1.937616651294655e+00, 1.227273290857526e+00, 3.108199600887482e+02, 1.655505254444546e-02, 7.696542363134699e+00, 2.943913775017125e+05, 1.020032081473676e+05, 2.887195157184705e+02, 7.426777812058910e-01, 1.699909588097700e-02
1168, 4.790752847871702e+00, 0.000000000000000e+00, 3.775245239862819e-01, 1.221619327057896e+00, 3.094070801151938e+02, 1.277854112567361e-01, -3.653964894661615e+00, 2.930309760352566e+05, 1.015371130354180e+05, 2.887303972043602e+02, 7.425337463066296e-01, 5.316553392452481e-03
1169, 5.977927684286237e+00, 0.000000000000000e+00, 9.572320442633350e-01, 1.220400084474862e+00, 3.101049155611173e+02, -3.693837933711882e-01, -9.518138664467526e-01, 2.928100383132675e+05, 1.013642489548267e+05, 2.885268072783629e+02, 7.451667506093004e-01, 9.837639800073308e-04
