"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho][0]"  ,  "rms[RhoU][0]"  ,  "rms[RhoV][0]"  ,  "rms[RhoW][0]"  ,  "rms[RhoE][0]"  ,      "CD[0]"     ,      "CL[0]"     ,     "CSF[0]"     ,     "CMx[0]"     ,     "CMy[0]"     ,     "CMz[0]"     ,     "CFx[0]"     ,     "CFy[0]"     ,     "CFz[0]"     ,     "CEff[0]"    ,   "avg[bgs][0]"  ,    "rms[U][1]"   ,    "rms[R][1]"   ,    "rms[E][1]"   ,  "rms[DispX][1]" ,  "rms[DispY][1]" ,  "rms[DispZ][1]" ,   "avg[bgs][1]"  
          0,           0,           0,      -12.00155767,      -9.628670539,      -9.876997261,      -9.782201681,      -6.522830308,     0.02630098803,      0.3904651439,    0.009476905787,      0.3554117748,    -0.07680986871,    -0.01267809542,     0.01265792917,    0.009476905787,      0.3911451743,       14.84602569,       1.631869024,      -3.238986278,       3.420472607,     -0.5611767906,                 0,                 0,                 0,      -3.437286375
          0,           1,           0,       -12.0029535,       -9.63134346,      -9.877770207,      -9.785023434,      -6.524445386,     0.02612039622,      0.3877257678,    0.007753579198,      0.3520955811,    -0.07695690182,    -0.01287763292,     0.01257305022,    0.007753579198,      0.3884011644,       14.84379351,     -0.4676832236,      -3.048750781,       3.106231734,     -0.6708302892,                 0,                 0,                 0,      -3.525986753
          0,           2,           0,      -12.70377612,      -10.26672692,      -10.53282836,      -10.44717268,      -7.211658626,     0.02628441068,      0.3889168453,    0.005787923155,      0.3527386477,    -0.07757593864,    -0.01337378721,     0.01269539677,    0.005787923155,      0.3895972404,       14.79648336,     -0.4895431608,      -3.063361607,       3.547384418,     -0.2314615558,                 0,                 0,                 0,      -3.917389611
          0,           3,           0,      -12.01591105,      -9.642497917,      -9.890009122,       -9.80563255,      -6.537875184,     0.02627678199,      0.3883311853,    0.004975210692,       0.352227541,    -0.07749529771,    -0.01355572936,     0.01270821197,    0.004975210692,      0.3890116709,       14.77849097,     -0.8639185483,      -2.499575396,        2.69149558,     -0.7064983548,                 0,                 0,                 0,       -3.53819901
          0,           4,           0,      -12.01920501,      -9.646984518,      -9.892425395,      -9.806281069,      -6.541038008,     0.02645371228,      0.3895437568,    0.003079759131,      0.3527389437,    -0.07806707235,    -0.01404775398,     0.01284271634,    0.003079759131,      0.3902296785,       14.72548551,     -0.5030515496,      -3.380527694,       2.455367442,      -1.616974696,                 0,                 0,                 0,      -4.067879379
          0,           5,           0,      -12.02123195,      -9.647853355,      -9.895817426,      -9.804767397,      -6.543772417,     0.02647746323,      0.3894671845,    0.002527137979,       0.352586661,    -0.07811611814,    -0.01418492824,     0.01286912515,    0.002527137979,      0.3901539817,        14.7093844,      -1.022058905,      -3.886829396,       2.536179333,      -2.253584236,                 0,                 0,                 0,       -4.09648279
          0,           6,           0,      -12.01153596,      -9.637979793,      -9.887358295,      -9.797126467,       -6.53319581,     0.02652096299,      0.3896889582,    0.002009920778,      0.3526664354,    -0.07824386812,     -0.0143219436,     0.01290485862,    0.002009920778,      0.3903771384,       14.69362023,      -1.073901585,      -4.245593614,       1.646415318,      -3.254980135,                 0,                 0,                 0,      -4.712099239
          0,           7,           0,      -12.01640366,      -9.643513779,      -9.894796051,       -9.80118202,      -6.537870132,     0.02652969718,      0.3897185892,    0.001883053175,      0.3526598061,    -0.07826997771,    -0.01435430325,     0.01291255338,    0.001883053175,      0.3904070563,       14.68989965,       -1.68505315,      -5.206723431,       1.641071816,      -4.285874536,                 0,                 0,                 0,      -5.803716153
          0,           8,           0,      -12.01198398,      -9.639368836,      -9.887575661,      -9.792786787,      -6.533224441,     0.02653004196,      0.3897170753,    0.001873424802,      0.3526573116,    -0.07827189159,    -0.01435669759,     0.01291295079,    0.001873424802,      0.3904055553,       14.68965168,      -2.706268251,      -5.230315499,       1.754246612,      -4.373290143,                 0,                 0,                 0,      -5.785575322
          0,           9,           0,      -12.12363036,      -9.748191111,      -9.995926614,      -9.909279771,      -6.644613964,     0.02653131594,      0.3897266249,    0.001863190172,      0.3526614268,    -0.07827607559,    -0.01435952669,     0.01291389072,    0.001863190172,      0.3904151435,       14.68930624,      -2.728744731,      -5.009424336,       1.743981361,      -4.147906997,                 0,                 0,                 0,      -5.072374914
          0,          10,           0,      -12.01621591,      -9.642412664,      -9.889911182,      -9.800037499,      -6.538150623,     0.02653581196,      0.3897475663,    0.001808260849,      0.3526716468,    -0.07828886603,    -0.01437435217,     0.01291765316,    0.001808260849,      0.3904362291,       14.68760658,      -2.053494412,      -4.788510975,       1.567949068,      -4.030201583,                 0,                 0,                 0,      -6.364521974
          0,          11,           0,       -12.0024378,      -9.629830577,      -9.876373019,       -9.78853159,      -6.523962896,      0.0265351152,      0.3897370787,    0.001806895815,      0.3526616585,    -0.07828559692,      -0.014374255,     0.01291732283,    0.001806895815,      0.3904257236,       14.68759701,      -2.873507799,      -4.861142574,       1.488029549,       -4.17024574,                 0,                 0,                 0,       -5.17986068
          0,          12,           0,      -12.01887051,      -9.646598075,       -9.89377462,      -9.803089373,      -6.540630479,     0.02653837848,      0.3897495986,    0.001763914215,      0.3526621963,    -0.07829395248,    -0.01438542835,     0.01292014719,    0.001763914215,      0.3904383498,       14.68626272,      -2.158316175,      -4.846424203,       1.670802197,      -4.092685901,                 0,                 0,                 0,      -6.853718215
          0,          13,           0,      -12.00450445,      -9.632345847,      -9.881794501,      -9.789222396,      -6.526134818,     0.02653784894,      0.3897422469,    0.001763730142,       0.352658053,    -0.07829214889,    -0.01438539223,     0.01291987454,    0.001763730142,      0.3904309841,       14.68627875,      -3.097678759,      -4.891389161,       1.401709358,      -4.196754277,                 0,                 0,                 0,      -7.403707325
          0,          14,           0,      -12.20411768,      -9.825120248,       -10.0741056,       -9.99330699,      -6.724629918,     0.02653794603,      0.3897434872,     0.00176356313,      0.3526586525,    -0.07829252108,    -0.01438544364,     0.01291992829,     0.00176356313,       0.390432227,       14.68627175,      -3.727140409,      -5.787852497,       1.315142668,      -5.151902791,                 0,                 0,                 0,      -5.711538239
          0,          15,           0,      -12.63529389,      -10.21844353,      -10.47078139,      -10.38840607,      -7.149351252,     0.02653913198,      0.3897505056,    0.001751240317,      0.3526628221,    -0.07829545567,    -0.01438884594,     0.01292086857,    0.001751240317,      0.3904392825,       14.68587993,      -2.707621956,      -5.546040321,       1.198114037,      -5.053418286,                 0,                 0,                 0,      -7.414885247
          0,          16,           0,      -12.17299612,      -9.797402873,      -10.04231471,      -9.953761649,      -6.694708673,     0.02653927521,      0.3897524603,    0.001751161703,      0.3526642232,    -0.07829607542,    -0.01438891012,      0.0129209435,    0.001751161703,       0.390441241,       14.68587432,      -3.785885327,       -4.64406067,       1.316776129,       -4.32717127,                 0,                 0,                 0,      -7.053920366
          0,          17,           0,      -12.06025845,      -9.686382903,       -9.93355268,      -9.842082701,       -6.58170551,     0.02653956265,      0.3897561131,    0.001750947608,      0.3526670538,    -0.07829724321,    -0.01438908937,     0.01292110328,    0.001750947608,      0.3904449016,        14.6858529,      -3.326522689,      -5.110074303,       1.559784174,      -4.261269242,                 0,                 0,                 0,      -6.806260528
          0,          18,           0,      -12.03533291,      -9.662529758,      -9.908557202,      -9.817762585,      -6.557407936,     0.02653933526,      0.3897524579,     0.00175033345,      0.3526637918,    -0.07829624443,    -0.01438912158,     0.01292100359,     0.00175033345,      0.3904412407,         14.685841,      -3.427250231,      -4.569966429,       1.235450027,      -4.132545774,                 0,                 0,                 0,      -7.057115243
          0,          19,           0,      -12.00926135,      -9.635770982,      -9.883556714,      -9.793139635,      -6.530223899,     0.02653975991,        0.38975813,    0.001750016545,      0.3526674215,    -0.07829818878,    -0.01438932074,     0.01292123003,    0.001750016545,      0.3904469241,       14.68581974,        -3.2914935,      -4.888947389,       1.075612109,      -4.462109393,                 0,                 0,                 0,      -7.244456733
          0,          20,           0,      -12.02969828,      -9.655175858,      -9.904645143,      -9.809470622,      -6.550799681,     0.02653952927,      0.3897549444,    0.001749942197,      0.3526654515,     -0.0782972175,    -0.01438927888,     0.01292111071,    0.001749942197,      0.3904437324,       14.68582734,      -3.469060439,      -4.687681123,       1.129693224,      -4.318780496,                 0,                 0,                 0,      -7.282923829
          0,          21,           0,      -12.27024751,      -9.891250108,      -10.14003905,      -10.04900565,      -6.790424179,     0.02653942855,      0.3897533132,    0.001749832037,      0.3526638814,    -0.07829668364,    -0.01438925284,     0.01292106698,    0.001749832037,      0.3904420987,       14.68582161,      -3.696687475,      -4.268679983,       1.160034029,      -4.118152947,                 0,                 0,                 0,      -5.625013623
