"Time_Iter","Outer_Iter","Inner_Iter",     "rms[U]"     ,     "rms[R]"     ,     "rms[E]"     ,   "rms[DispX]"   ,   "rms[DispY]"   ,   "rms[DispZ]"   
          0,           2,          49,      -3.063361607,       3.547384418,     -0.2314615558,                 0,                 0,                 0
          0,           3,           0,      -2.565497664,       3.217516505,      -0.261613418,                 0,                 0,                 0
          0,           3,           1,      -2.714386006,       3.366984147,     -0.2850717296,                 0,                 0,                 0
          0,           3,           2,      -2.779602781,       3.151040465,     -0.4708301364,                 0,                 0,                 0
          0,           3,           3,      -3.040641783,       2.952563295,     -0.7595779443,                 0,                 0,                 0
          0,           3,           4,      -4.049729909,       2.966502091,      -1.844462393,                 0,                 0,                 0
          0,           3,           5,      -2.021035315,       2.850196993,      0.1237740316,                 0,                 0,                 0
          0,           3,           6,      -2.826791476,       3.607850627,      0.0309020695,                 0,                 0,                 0
          0,           3,           7,      -2.782578118,       3.237449363,     -0.4084727542,                 0,                 0,                 0
          0,           3,           8,      -3.053129783,       3.152004604,     -0.7680213009,                 0,                 0,                 0
          0,           3,           9,      -3.360313856,       3.136630184,     -0.9857319192,                 0,                 0,                 0
          0,           3,          10,      -3.146145981,       2.966797588,     -0.8937206448,                 0,                 0,                 0
          0,           3,          11,      -3.043254162,       3.389941398,     -0.6841596127,                 0,                 0,                 0
          0,           3,          12,     -0.6154765926,        3.02612731,       1.525082216,                 0,                 0,                 0
          0,           3,          13,      -2.273282757,       4.338348143,       1.254825664,                 0,                 0,                 0
          0,           3,          14,      -2.907946824,       3.399944007,     -0.4892887517,                 0,                 0,                 0
          0,           3,          15,      -2.297609711,       2.640463073,     -0.3700441125,                 0,                 0,                 0
          0,           3,          16,      -2.775526159,       3.041500192,     -0.4582117301,                 0,                 0,                 0
          0,           3,          17,      -3.786611935,         2.9500818,       -1.86071269,                 0,                 0,                 0
          0,           3,          18,      -3.209740005,       2.777938046,      -1.101998403,                 0,                 0,                 0
          0,           3,          19,      -3.067447717,       2.932304165,      -1.135222523,                 0,                 0,                 0
          0,           3,          20,      -2.981364897,        2.88909413,     -0.9538866601,                 0,                 0,                 0
          0,           3,          21,      -3.073025736,        3.12241539,      -1.008218042,                 0,                 0,                 0
          0,           3,          22,      -2.826772053,       2.755548685,     -0.8851337007,                 0,                 0,                 0
          0,           3,          23,      -2.819540904,       3.079251179,     -0.7509756339,                 0,                 0,                 0
          0,           3,          24,      -3.165759142,       2.949845504,     -0.9402590954,                 0,                 0,                 0
          0,           3,          25,      -2.302776624,       2.906320802,     -0.4152171059,                 0,                 0,                 0
          0,           3,          26,      -2.919787474,       3.313615826,     -0.4535595247,                 0,                 0,                 0
          0,           3,          27,      -2.772756026,       2.673743184,     -0.9060503154,                 0,                 0,                 0
          0,           3,          28,       -3.02864822,       3.155958798,     -0.8312144534,                 0,                 0,                 0
          0,           3,          29,      -2.939571457,       2.829940484,     -0.9972138306,                 0,                 0,                 0
          0,           3,          30,      -2.607682893,       2.903219325,     -0.6565311818,                 0,                 0,                 0
          0,           3,          31,       -3.10659577,        3.33920019,     -0.7122358634,                 0,                 0,                 0
          0,           3,          32,      -2.265409713,       2.649480614,     -0.4217609123,                 0,                 0,                 0
          0,           3,          33,      -2.895607344,       3.101696242,      -0.460934657,                 0,                 0,                 0
          0,           3,          34,      -2.936381754,       2.904783342,        -0.9633116,                 0,                 0,                 0
          0,           3,          35,      -3.133627207,       3.063362114,     -0.9549696396,                 0,                 0,                 0
          0,           3,          36,      -2.415690068,       2.844118942,     -0.5313540291,                 0,                 0,                 0
          0,           3,          37,      -3.152234592,       3.443703268,     -0.6047086629,                 0,                 0,                 0
          0,           3,          38,      -2.573480212,       2.648288081,     -0.7360733683,                 0,                 0,                 0
          0,           3,          39,      -3.181018987,       3.342166589,     -0.7139631681,                 0,                 0,                 0
          0,           3,          40,      -2.057898353,        2.71277492,     -0.2357177273,                 0,                 0,                 0
          0,           3,          41,      -3.003492142,       3.685638934,     -0.2692371304,                 0,                 0,                 0
          0,           3,          42,       -2.78930869,        2.70883477,     -0.9587969947,                 0,                 0,                 0
          0,           3,          43,      -3.277005297,       3.135334229,      -1.002016011,                 0,                 0,                 0
          0,           3,          44,      -3.719224304,       2.681881224,      -1.838580226,                 0,                 0,                 0
          0,           3,          45,      -3.309294363,       2.604020476,      -1.393266809,                 0,                 0,                 0
          0,           3,          46,      -2.225676655,       2.848562118,     -0.4372054625,                 0,                 0,                 0
          0,           3,          47,      -3.173213109,       3.448550924,     -0.4661642089,                 0,                 0,                 0
          0,           3,          48,      -3.485801611,       2.792132333,      -1.507144678,                 0,                 0,                 0
          0,           3,          49,      -2.499575396,        2.69149558,     -0.7064983548,                 0,                 0,                 0
          0,           4,           0,      -3.349039223,        3.07384885,     -0.9717779927,                 0,                 0,                 0
          0,           4,           1,      -3.145751525,       3.014388902,      -1.004110381,                 0,                 0,                 0
          0,           4,           2,      -3.469674211,        2.73863994,      -1.534212291,                 0,                 0,                 0
          0,           4,           3,      -4.208287513,       2.511333692,      -2.262614285,                 0,                 0,                 0
          0,           4,           4,      -4.125291928,        2.44780837,      -2.257688383,                 0,                 0,                 0
          0,           4,           5,      -2.101506862,       2.724362114,      -0.343250886,                 0,                 0,                 0
          0,           4,           6,      -3.016077576,       3.510122309,      -0.308568223,                 0,                 0,                 0
          0,           4,           7,      -2.983927787,       2.652971914,      -1.129723704,                 0,                 0,                 0
          0,           4,           8,      -3.444816705,       2.862537527,      -1.261416956,                 0,                 0,                 0
          0,           4,           9,      -1.864141756,       2.527798471,     -0.1081363124,                 0,                 0,                 0
          0,           4,          10,       -2.94776848,       3.600991637,     -0.1330761762,                 0,                 0,                 0
          0,           4,          11,      -3.188427757,       2.804020365,      -1.336688562,                 0,                 0,                 0
          0,           4,          12,      -3.585225413,       2.763003714,      -1.548929921,                 0,                 0,                 0
          0,           4,          13,      -3.487545114,       2.664228113,      -1.582788839,                 0,                 0,                 0
          0,           4,          14,      -3.398062022,       2.760660265,      -1.494472184,                 0,                 0,                 0
          0,           4,          15,       -3.18445107,        2.95477671,      -1.276306741,                 0,                 0,                 0
          0,           4,          16,      -4.012144782,       2.941722632,      -1.740796626,                 0,                 0,                 0
          0,           4,          17,       -3.83641723,       2.579967438,       -1.88916362,                 0,                 0,                 0
          0,           4,          18,      -2.982765738,       2.583656774,      -1.179852856,                 0,                 0,                 0
          0,           4,          19,      -3.402755437,       2.880841321,      -1.182024147,                 0,                 0,                 0
          0,           4,          20,      -1.615675031,       2.393102153,     0.09819587569,                 0,                 0,                 0
          0,           4,          21,      -2.719020073,       3.517558842,     0.05727818274,                 0,                 0,                 0
          0,           4,          22,      -3.128178259,       2.596535422,      -1.387573878,                 0,                 0,                 0
          0,           4,          23,      -3.482656737,       2.862693834,      -1.423372289,                 0,                 0,                 0
          0,           4,          24,      -3.608943477,       2.638231506,      -1.789722691,                 0,                 0,                 0
          0,           4,          25,      -2.643488738,       2.448301242,     -0.9614430512,                 0,                 0,                 0
          0,           4,          26,      -3.510949418,       3.109054502,      -1.085585235,                 0,                 0,                 0
          0,           4,          27,      -3.577391038,       2.562335212,      -1.579340807,                 0,                 0,                 0
          0,           4,          28,      -2.427303492,       2.388743028,     -0.7582174257,                 0,                 0,                 0
          0,           4,          29,      -3.306980394,       3.345452589,     -0.7684206908,                 0,                 0,                 0
          0,           4,          30,      -1.869485824,       2.563554365,     -0.2149693443,                 0,                 0,                 0
          0,           4,          31,      -3.059806517,       3.532081643,      -0.268423108,                 0,                 0,                 0
          0,           4,          32,      -3.244543794,       2.876004218,      -1.359846394,                 0,                 0,                 0
          0,           4,          33,      -1.941647001,       2.594158762,     -0.3065311795,                 0,                 0,                 0
          0,           4,          34,       -3.07913326,       3.620125241,     -0.3707545097,                 0,                 0,                 0
          0,           4,          35,      -2.977809597,       2.624181835,      -1.336594217,                 0,                 0,                 0
          0,           4,          36,      -3.940344401,       2.899763589,      -1.861961627,                 0,                 0,                 0
          0,           4,          37,      -3.750745558,       2.542167924,      -1.931955194,                 0,                 0,                 0
          0,           4,          38,      -3.861687945,        2.53161337,      -2.061268759,                 0,                 0,                 0
          0,           4,          39,      -2.545902003,       2.406198451,     -0.9626314762,                 0,                 0,                 0
          0,           4,          40,      -3.175390789,       2.891913698,     -0.9528171334,                 0,                 0,                 0
          0,           4,          41,      -3.507543416,       2.520899297,      -1.609261389,                 0,                 0,                 0
          0,           4,          42,      -3.156806362,        2.59221208,      -1.494831891,                 0,                 0,                 0
          0,           4,          43,      -3.748951979,       2.891139361,      -1.658814301,                 0,                 0,                 0
          0,           4,          44,      -3.069767532,       2.421270828,      -1.478596954,                 0,                 0,                 0
          0,           4,          45,      -3.806278069,       2.887293532,      -1.596236021,                 0,                 0,                 0
          0,           4,          46,      -3.886004311,       2.382690005,      -2.130062765,                 0,                 0,                 0
          0,           4,          47,      -2.454368654,       2.351600486,     -0.8816929022,                 0,                 0,                 0
          0,           4,          48,      -3.291679792,       3.184466232,     -0.9616996531,                 0,                 0,                 0
          0,           4,          49,      -3.380527694,       2.455367442,      -1.616974696,                 0,                 0,                 0
          0,           5,           0,      -3.045451203,       2.612686225,      -1.360842008,                 0,                 0,                 0
          0,           5,           1,       -3.49445693,       2.842524062,      -1.432858839,                 0,                 0,                 0
          0,           5,           2,      -2.350650655,       2.318917807,      -0.792363692,                 0,                 0,                 0
          0,           5,           3,      -3.192635609,       3.094861595,     -0.7863101264,                 0,                 0,                 0
          0,           5,           4,       -2.79964433,        2.75613337,      -1.157174173,                 0,                 0,                 0
          0,           5,           5,      -3.566049582,       2.953591104,      -1.312675659,                 0,                 0,                 0
          0,           5,           6,      -4.134228167,       2.338416823,      -2.371189105,                 0,                 0,                 0
          0,           5,           7,      -2.934548726,       2.288745128,      -1.360897514,                 0,                 0,                 0
          0,           5,           8,       -3.19392406,       2.951133204,      -1.289609038,                 0,                 0,                 0
          0,           5,           9,      -4.082406512,       2.562115188,       -2.22734365,                 0,                 0,                 0
          0,           5,          10,      -3.316032793,       2.297340643,       -1.66985382,                 0,                 0,                 0
          0,           5,          11,      -3.158721076,       2.465204495,       -1.48006505,                 0,                 0,                 0
          0,           5,          12,       -4.04355815,       2.534232791,      -2.103998249,                 0,                 0,                 0
          0,           5,          13,       -3.03983109,       2.374599283,       -1.42770105,                 0,                 0,                 0
          0,           5,          14,      -3.293876784,       2.527673072,      -1.473438007,                 0,                 0,                 0
          0,           5,          15,      -2.703048619,       2.384982181,      -1.155368568,                 0,                 0,                 0
          0,           5,          16,      -3.226696096,       2.754231424,      -1.200281508,                 0,                 0,                 0
          0,           5,          17,      -3.686550428,       2.530379542,      -2.019132583,                 0,                 0,                 0
          0,           5,          18,      -3.781873344,       2.386370391,      -2.101838938,                 0,                 0,                 0
          0,           5,          19,      -1.662172887,       2.526142891,     -0.1582720969,                 0,                 0,                 0
          0,           5,          20,      -3.379937875,       3.440497407,     -0.6374042059,                 0,                 0,                 0
          0,           5,          21,      -2.994810622,       3.432618138,     -0.4874908898,                 0,                 0,                 0
          0,           5,          22,      -3.680403383,        2.55985743,       -1.93420547,                 0,                 0,                 0
          0,           5,          23,      -3.406840866,       2.476009581,      -1.628772538,                 0,                 0,                 0
          0,           5,          24,      -2.907582262,       2.401114312,      -1.476591247,                 0,                 0,                 0
          0,           5,          25,       -3.35255436,       2.662127212,      -1.488109597,                 0,                 0,                 0
          0,           5,          26,      -3.367184513,       2.309545302,      -1.860942378,                 0,                 0,                 0
          0,           5,          27,      -3.655414502,       2.531342078,      -1.960310641,                 0,                 0,                 0
          0,           5,          28,      -1.910405261,       2.186886911,     -0.5027451438,                 0,                 0,                 0
          0,           5,          29,      -3.283806411,       3.494109948,     -0.5713067945,                 0,                 0,                 0
          0,           5,          30,      -3.552273044,       2.498457816,      -1.733964797,                 0,                 0,                 0
          0,           5,          31,      -3.148054945,         2.0935714,       -1.78638665,                 0,                 0,                 0
          0,           5,          32,      -3.814504822,       2.601135166,      -2.006793846,                 0,                 0,                 0
          0,           5,          33,      -4.000818933,       2.304052295,      -2.457054995,                 0,                 0,                 0
          0,           5,          34,      -2.692926004,       2.410447839,      -1.321647493,                 0,                 0,                 0
          0,           5,          35,      -3.293782533,       2.855939907,      -1.421141584,                 0,                 0,                 0
          0,           5,          36,       -3.55285926,       2.413186504,      -1.988607584,                 0,                 0,                 0
          0,           5,          37,      -3.658667087,       2.364809154,      -2.120007794,                 0,                 0,                 0
          0,           5,          38,      -3.833781765,         2.4760182,      -2.315460132,                 0,                 0,                 0
          0,           5,          39,      -4.612217165,       2.133681068,      -3.019583327,                 0,                 0,                 0
          0,           5,          40,      -2.997116157,        2.03553219,      -1.632766416,                 0,                 0,                 0
          0,           5,          41,      -3.515412851,        2.57436467,      -1.615408202,                 0,                 0,                 0
          0,           5,          42,      -4.633868803,       1.984244063,      -3.240129901,                 0,                 0,                 0
          0,           5,          43,      -1.494480224,       2.127106534,     -0.1593783485,                 0,                 0,                 0
          0,           5,          44,      -3.278505276,       3.430030012,     -0.5742250727,                 0,                 0,                 0
          0,           5,          45,      -3.242633369,       3.186829074,     -0.8115699575,                 0,                 0,                 0
          0,           5,          46,      -3.568484016,       2.238483752,      -2.249128745,                 0,                 0,                 0
          0,           5,          47,       -4.60478685,       2.238146067,      -3.072064492,                 0,                 0,                 0
          0,           5,          48,      -3.353267148,       1.953279582,      -2.117067518,                 0,                 0,                 0
          0,           5,          49,      -3.886829396,       2.536179333,      -2.253584236,                 0,                 0,                 0
          0,           6,           0,       -4.07764946,       2.175756889,      -2.756612846,                 0,                 0,                 0
          0,           6,           1,      -3.442029886,       2.102202609,      -2.292338892,                 0,                 0,                 0
          0,           6,           2,      -4.154147772,       2.373948222,      -2.459318964,                 0,                 0,                 0
          0,           6,           3,      -3.807666609,       1.902703893,      -2.566896132,                 0,                 0,                 0
          0,           6,           4,       -4.32571479,       2.247107649,      -2.879522626,                 0,                 0,                 0
          0,           6,           5,      -5.016783335,       1.907091482,      -3.665259808,                 0,                 0,                 0
          0,           6,           6,      -3.561846433,       1.693872943,      -2.461671701,                 0,                 0,                 0
          0,           6,           7,      -4.084661303,       2.308466957,      -2.533730636,                 0,                 0,                 0
          0,           6,           8,      -3.176803977,       2.016233754,      -1.980981721,                 0,                 0,                 0
          0,           6,           9,      -3.839163924,       2.545854734,      -2.062687857,                 0,                 0,                 0
          0,           6,          10,      -2.729791132,       1.940841763,      -1.600357812,                 0,                 0,                 0
