"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Ux_adj]"  ,   "rms[Uy_adj]"  ,   "rms[Uz_adj]"  
          0,          10,           5,      -1.343555634,      -1.230081901,      -1.118783672
          0,          10,           6,        -1.2565551,      -1.164272238,      -1.116143226
          0,          10,           7,      -1.235335277,      -1.146009463,      -1.065995264
          0,          10,           8,      -1.322849554,      -1.007526861,      -1.029824782
          0,          10,           9,      -1.335188012,     -0.9273801389,     -0.9735241835
          0,          10,          10,      -1.587880709,      -1.254947324,      -1.343247216
          0,          10,          11,      -1.583688323,      -1.497494971,      -1.252019476
          0,          10,          12,      -1.407988256,      -1.051097937,      -1.137578671
          0,          10,          13,     -0.9457473763,     -0.7681870464,     -0.7821929916
          0,          10,          14,     -0.9567587401,     -0.7379186914,     -0.7612121252
          0,          10,          15,      -1.317517064,     -0.9159064096,      -1.046382854
          0,          10,          16,      -1.475003306,      -1.063784767,      -1.131255131
          0,          10,          17,     -0.8750627339,     -0.7832023972,     -0.7275255145
          0,          10,          18,     -0.8661852475,     -0.7012678201,     -0.7062492903
          0,          10,          19,      -1.491545908,      -1.029988935,      -1.186583977
          0,          10,          20,      -0.997706969,     -0.6684807785,     -0.7736634436
          0,          10,          21,     -0.9303094766,     -0.5814890602,     -0.7157618136
          0,          10,          22,      -1.427683035,       -1.08323214,      -1.291759595
          0,          10,          23,      -1.667938089,      -1.424620863,      -1.492479677
          0,          10,          24,      -1.328416369,      -1.115304705,      -1.227983575
          0,          10,          25,      -1.297765123,      -1.068138679,      -1.212942222
          0,          10,          26,      -1.620967972,      -1.350894659,      -1.539003515
          0,          10,          27,        -1.5180448,      -1.319702871,      -1.241643859
          0,          10,          28,       -1.15224843,       -1.00673276,     -0.9571464638
          0,          10,          29,       -1.11030589,     -0.8674048447,     -0.9411934743
          0,          10,          30,      -1.440439525,      -1.195299599,       -1.32283527
          0,          10,          31,      -1.437232648,       -1.18818504,      -1.217537575
          0,          10,          32,      -1.311363925,      -1.053589279,      -1.107885025
          0,          10,          33,      -1.466853174,      -1.224652334,      -1.279890855
          0,          10,          34,      -1.721943786,       -1.50374889,      -1.556053483
          0,          10,          35,       -1.13733184,     -0.8081832916,     -0.8884926481
          0,          10,          36,      -1.028251928,     -0.6909967113,     -0.8169104493
          0,          10,          37,      -1.382526487,      -1.124092954,      -1.259023691
          0,          10,          38,      -1.380611525,      -1.172757053,      -1.201304987
          0,          10,          39,      -1.188717341,     -0.9417012915,      -1.060770762
          0,          10,          40,      -1.381462514,      -1.130454798,      -1.238526177
          0,          10,          41,      -1.584884868,       -1.25404715,      -1.334531642
          0,          10,          42,      -1.184089835,     -0.8203112316,     -0.9280347179
          0,          10,          43,      -1.162854432,      -0.754177072,     -0.9150507109
          0,          10,          44,      -1.496827985,      -1.263108513,      -1.395803915
          0,          10,          45,      -1.416168581,      -1.249238719,      -1.193507444
          0,          10,          46,       -1.39690649,      -1.154559759,      -1.226636007
          0,          10,          47,      -1.296914352,      -1.179725871,       -1.18626759
          0,          10,          48,      -1.261852651,      -1.076912089,      -1.100673904
          0,          10,          49,      -1.523592636,      -1.245272855,      -1.265529481
          0,          11,           0,      -1.590187545,       -1.39915241,      -1.424660052
          0,          11,           1,      -1.604240399,      -1.433449063,      -1.386076743
          0,          11,           2,      -1.215100153,     -0.8562575771,     -0.9487447745
          0,          11,           3,      -1.102520119,     -0.7068035809,     -0.8667218888
          0,          11,           4,      -1.388254219,      -1.145855995,       -1.25120118
          0,          11,           5,       -1.42606455,       -1.22159932,      -1.134797833
          0,          11,           6,      -1.319197782,      -1.054786343,      -1.107445923
          0,          11,           7,      -1.371363271,      -1.284259718,      -1.232229781
          0,          11,           8,      -1.474753623,          -1.38026,      -1.343138382
          0,          11,           9,      -1.577335587,      -1.494645652,      -1.350605344
          0,          11,          10,       -1.45572858,      -1.343430658,      -1.271226659
          0,          11,          11,      -1.079602828,     -0.8718043028,     -0.8568054569
          0,          11,          12,     -0.9008188057,     -0.6994823002,     -0.7446237545
          0,          11,          13,      -1.061595579,     -0.9719307884,     -0.9411270786
          0,          11,          14,      -1.140024594,      -1.000901491,      -1.000358806
          0,          11,          15,      -1.163117018,       -0.98968834,     -0.9880529324
          0,          11,          16,      -1.273711609,       -1.05545166,      -1.092410757
          0,          11,          17,      -1.273336066,      -1.080323246,       -1.09853974
          0,          11,          18,      -1.352381746,      -1.244455157,      -1.218685291
          0,          11,          19,      -1.336518591,       -1.28197118,      -1.211972078
          0,          11,          20,      -1.506701713,      -1.210202574,      -1.253641092
          0,          11,          21,      -1.465052866,      -1.206906137,      -1.324549877
          0,          11,          22,      -1.492252833,      -1.356145727,      -1.320748171
          0,          11,          23,      -1.486293885,      -1.357082002,      -1.274635056
          0,          11,          24,      -1.469218462,      -1.244801444,      -1.234439139
          0,          11,          25,      -1.269847354,     -0.9321036662,     -0.9414655757
          0,          11,          26,      -1.284968495,     -0.9546115335,     -0.9531866832
          0,          11,          27,      -1.374782225,      -1.147226238,       -1.15890465
          0,          11,          28,      -1.369790218,      -1.278900409,      -1.259648703
          0,          11,          29,       -1.40776258,      -1.366285622,      -1.250160526
          0,          11,          30,      -1.328730836,      -1.127689882,      -1.121676596
          0,          11,          31,      -1.287829747,       -1.03236584,      -1.062430428
          0,          11,          32,       -1.36029791,      -1.266024433,      -1.167419686
          0,          11,          33,      -1.349846251,        -1.1680288,      -1.158841267
          0,          11,          34,      -1.583225385,      -1.220837429,      -1.310779022
          0,          11,          35,      -1.047047599,     -0.6010719103,     -0.7479707386
          0,          11,          36,     -0.9519765263,     -0.4779945437,     -0.6471288354
          0,          11,          37,      -1.315780683,     -0.9637936259,      -1.157000704
          0,          11,          38,      -1.434009657,      -1.152684782,      -1.256330232
          0,          11,          39,      -1.409762887,      -1.137135459,      -1.260465659
          0,          11,          40,      -1.119140117,     -0.9723618666,      -1.024327593
          0,          11,          41,      -1.082306974,     -0.9102976626,      -1.008645472
          0,          11,          42,      -1.227858858,     -0.9814724572,      -1.150680795
          0,          11,          43,      -1.273419592,     -0.9998394701,       -1.18746246
          0,          11,          44,      -1.309073266,      -1.116341508,      -1.220961197
          0,          11,          45,      -1.376913778,      -1.196461524,      -1.227810063
          0,          11,          46,       -1.49143033,      -1.274287063,      -1.266786937
          0,          11,          47,      -1.232803239,      -1.078842921,      -1.050391193
          0,          11,          48,      -1.252044741,     -0.9702319827,      -1.044281967
          0,          11,          49,      -1.298620674,      -1.018668334,      -1.045231196
          0,          12,           0,      -1.298107268,      -1.040609835,      -1.065880329
          0,          12,           1,       -1.63232802,      -1.236547356,      -1.351577433
          0,          12,           2,      -1.255291572,     -0.9614853337,      -1.039190937
          0,          12,           3,      -1.189058793,     -0.9377561108,      -1.041141036
          0,          12,           4,      -1.448564943,      -1.359176125,      -1.273954338
          0,          12,           5,      -1.522398751,      -1.296343127,      -1.280606283
          0,          12,           6,      -1.813264981,      -1.556105499,      -1.629795301
          0,          12,           7,      -1.842346433,        -1.6669879,      -1.500317751
          0,          12,           8,       -1.16439303,     -0.7168363567,     -0.8435364788
          0,          12,           9,      -1.113192397,     -0.6869106524,     -0.8111370945
          0,          12,          10,      -1.316913531,      -1.075481069,      -1.197820625
          0,          12,          11,      -1.435862786,      -1.025136496,      -1.200245955
          0,          12,          12,      -1.817752077,      -1.491443112,      -1.601914361
          0,          12,          13,      -1.870429467,      -1.811129338,      -1.642150365
          0,          12,          14,      -1.787089711,       -1.66086727,      -1.507841766
          0,          12,          15,      -1.568386365,      -1.541929498,      -1.429871302
          0,          12,          16,       -1.58490435,      -1.518178249,      -1.467448222
          0,          12,          17,      -1.549626811,       -1.46991574,      -1.392237691
          0,          12,          18,       -1.59913082,      -1.454954194,       -1.42098097
          0,          12,          19,      -1.120945584,     -0.9490510307,     -0.9062581324
          0,          12,          20,      -1.080965449,     -0.8598506806,      -0.891262386
          0,          12,          21,      -1.555476632,      -1.264473072,      -1.426193171
          0,          12,          22,      -1.473590666,      -1.308036746,      -1.287633777
          0,          12,          23,      -1.364881698,      -1.109006563,      -1.184459049
          0,          12,          24,       -1.38551248,      -1.160934467,       -1.22618891
          0,          12,          25,      -1.252464871,      -1.005695621,      -1.137125085
          0,          12,          26,      -1.294849184,      -1.105525197,       -1.08802347
          0,          12,          27,      -1.190296257,      -1.000111666,      -1.000579123
          0,          12,          28,      -1.174220207,     -0.9373126439,      -1.053996254
          0,          12,          29,      -1.225143272,     -0.9592834921,      -1.004278259
          0,          12,          30,      -1.188955145,     -0.9429508579,      -1.032345162
          0,          12,          31,      -1.359032644,      -1.208878516,       -1.25567854
          0,          12,          32,      -1.370432939,      -1.172653483,      -1.209048246
          0,          12,          33,      -1.102594247,      -1.003937818,     -0.9593444026
          0,          12,          34,      -1.112772917,     -0.9720320043,     -0.9228092527
          0,          12,          35,      -1.213983473,     -0.9058891337,     -0.9664645978
          0,          12,          36,      -1.190079091,     -0.9478316191,      -1.001072001
          0,          12,          37,      -1.448867836,      -1.313119439,       -1.27060726
          0,          12,          38,      -1.332035369,     -0.8924544637,      -1.010629878
          0,          12,          39,      -1.323927489,      -0.816547493,     -0.9573303707
          0,          12,          40,      -1.661211889,      -1.118224866,       -1.25548952
          0,          12,          41,      -2.095162754,      -1.815272486,      -1.740602075
          0,          12,          42,      -1.472078716,      -1.328502792,      -1.179515169
          0,          12,          43,      -1.294474464,      -1.063919093,     -0.9965692417
          0,          12,          44,       -1.22568859,     -0.8310172455,     -0.9011108323
          0,          12,          45,      -1.235817832,     -0.7626879334,     -0.9068297802
          0,          12,          46,      -1.385911237,      -1.132753256,      -1.208287757
          0,          12,          47,      -1.442289415,      -1.187867989,      -1.225134879
          0,          12,          48,      -1.535039329,      -1.278233037,      -1.321112368
          0,          12,          49,      -1.074010348,     -0.7743383279,     -0.8782667385
          0,          13,           0,     -0.9546336629,     -0.6187013684,     -0.7593325669
          0,          13,           1,      -1.229683849,     -0.9731271505,       -1.11008699
          0,          13,           2,      -1.162620684,      -0.805959793,     -0.8642232862
          0,          13,           3,     -0.9772100366,     -0.6322576853,      -0.768091008
          0,          13,           4,      -1.153498642,     -0.8725886887,     -0.9478016474
          0,          13,           5,      -1.358070664,      -1.065564756,      -1.111399734
          0,          13,           6,       -1.38256852,      -1.133374138,      -1.142029845
          0,          13,           7,      -1.437020451,      -1.194520319,      -1.151783497
          0,          13,           8,      -1.113670417,      -0.743302364,     -0.8726077845
          0,          13,           9,     -0.9911701117,     -0.6004785375,     -0.7715440668
          0,          13,          10,      -1.262836188,     -0.9301400458,       -1.12436637
          0,          13,          11,      -1.352481268,      -1.103967903,      -1.139689621
          0,          13,          12,      -1.327861828,      -1.027640692,      -1.096681774
          0,          13,          13,      -1.080924864,     -0.7880965712,     -0.8482005769
          0,          13,          14,      -1.010051024,     -0.6362374144,       -0.76329274
          0,          13,          15,      -1.506454831,      -1.125108418,      -1.317626621
          0,          13,          16,      -1.450045691,      -1.164789015,      -1.260781467
          0,          13,          17,       -1.20408019,     -0.8999192905,      -1.051561226
          0,          13,          18,      -1.134252783,     -0.8330456898,     -0.9831506065
          0,          13,          19,      -1.167341162,     -0.8409015545,      -0.978132315
          0,          13,          20,      -1.087408191,     -0.7798398387,      -0.896470163
          0,          13,          21,      -1.098090696,     -0.8740684346,     -0.9235409871
          0,          13,          22,      -1.205960917,      -1.122486114,      -1.063977668
          0,          13,          23,      -1.129059634,     -0.8877057473,      -1.008596651
          0,          13,          24,      -1.283836984,     -0.9557407739,      -1.123262135
          0,          13,          25,      -1.566750931,      -1.283742689,       -1.40335989
          0,          13,          26,      -1.342222409,      -1.147861548,      -1.226189144
          0,          13,          27,      -1.283001783,      -1.017721479,      -1.161031867
          0,          13,          28,      -1.323733413,      -1.271004862,      -1.163603365
          0,          13,          29,      -1.161416023,      -1.020894362,      -1.029110392
          0,          13,          30,      -1.175400926,      -1.018599071,      -1.003470656
          0,          13,          31,      -1.385004171,      -1.266085827,      -1.205623307
          0,          13,          32,      -1.087826992,      -0.686450873,     -0.8145199716
          0,          13,          33,      -1.031878166,     -0.6059153725,     -0.7489414508
          0,          13,          34,      -1.411731569,      -1.331765503,      -1.224463678
          0,          13,          35,      -1.334658525,      -1.139664421,      -1.219509957
          0,          13,          36,      -1.332310729,      -1.110447236,      -1.147944629
          0,          13,          37,      -1.267196872,     -0.9728716347,      -1.072520912
          0,          13,          38,      -1.413840252,      -1.321939365,      -1.275192266
          0,          13,          39,      -1.445610357,      -1.285443034,       -1.21684439
          0,          13,          40,      -1.138699054,     -0.9791686686,     -0.9685052028
          0,          13,          41,      -1.117178718,     -0.8593209129,     -0.9181461568
          0,          13,          42,      -1.386715171,      -1.036564148,      -1.150990359
          0,          13,          43,      -1.144650388,      -1.070967751,     -0.9807680571
          0,          13,          44,      -1.085906897,      -1.001597311,      -1.019188318
          0,          13,          45,      -1.259655752,      -1.102856705,      -1.028606347
          0,          13,          46,      -1.027402218,     -0.8790084132,     -0.8683232334
          0,          13,          47,      -1.027640373,     -0.8253138981,     -0.8478371346
          0,          13,          48,      -1.537061713,      -1.302339568,      -1.426134745
          0,          13,          49,      -1.454112799,       -1.17725886,      -1.186861197
          0,          14,           0,      -1.137351149,     -0.9526333471,      -1.009961924
          0,          14,           1,      -1.094170737,     -0.8821884142,     -0.9582259793
          0,          14,           2,      -1.221529624,      -1.032267315,      -1.014291968
          0,          14,           3,      -1.282957074,      -1.115368051,      -1.053928667
          0,          14,           4,      -1.707029033,      -1.468903165,      -1.570602981
          0,          14,           5,      -1.390732497,      -1.102066674,      -1.136588957
          0,          14,           6,      -1.389510862,      -1.053679036,      -1.143238773
          0,          14,           7,      -1.339125937,      -1.153494453,      -1.152052442
          0,          14,           8,      -1.292173428,      -1.100157063,      -1.150279528
          0,          14,           9,      -1.429881948,      -1.242138488,      -1.234807698
          0,          14,          10,      -1.428079411,      -1.213003171,      -1.231901519
          0,          14,          11,      -1.520568978,      -1.254625468,      -1.240557608
          0,          14,          12,      -1.499594757,       -1.23326597,      -1.285169689
          0,          14,          13,      -1.517185262,      -1.137708354,      -1.201352965
          0,          14,          14,      -1.128660151,     -0.8424638981,     -0.8949792225
          0,          14,          15,      -1.057596605,     -0.7473820067,      -0.846911447
          0,          14,          16,      -1.393069015,      -1.064622852,      -1.210363761
          0,          14,          17,      -1.507906781,      -1.389081354,      -1.354922878
          0,          14,          18,      -1.583794093,      -1.446148814,      -1.413168493
          0,          14,          19,      -1.567314823,      -1.339543494,      -1.337161821
          0,          14,          20,      -1.549460107,      -1.341035074,      -1.358374492
          0,          14,          21,      -1.383690461,      -1.187052674,      -1.215614103
          0,          14,          22,      -1.249120167,      -1.002359896,      -1.114766536
          0,          14,          23,      -1.416621605,      -1.166352638,       -1.28784127
          0,          14,          24,      -1.370646718,      -1.117415654,       -1.13288776
          0,          14,          25,      -1.222166621,      -0.930338692,      -1.025870662
          0,          14,          26,      -1.330275538,      -1.055769407,      -1.178987404
          0,          14,          27,      -1.204120865,     -0.9971256523,      -1.049113013
          0,          14,          28,      -1.244053958,      -1.011330723,      -1.118080044
          0,          14,          29,      -1.515434001,      -1.268332755,      -1.388159749
          0,          14,          30,       -1.48376423,      -1.272976118,      -1.262198021
          0,          14,          31,      -1.166471979,      -1.037137857,      -0.994302582
          0,          14,          32,      -1.155658416,      -1.056662049,      -1.015004614
          0,          14,          33,      -1.462788675,      -1.272769887,      -1.292886346
          0,          14,          34,      -1.206005584,      -1.139468854,      -1.048793351
          0,          14,          35,      -1.185950647,      -1.103688345,      -1.013308444
          0,          14,          36,      -1.534611822,      -1.299484803,       -1.37129549
          0,          14,          37,      -1.265270857,      -1.000691343,      -1.041269173
          0,          14,          38,      -1.246942391,     -0.9483523425,      -1.003428602
          0,          14,          39,      -1.476811778,      -1.163903205,      -1.185155641
          0,          14,          40,      -1.485679534,       -1.29891344,      -1.236151038
          0,          14,          41,      -1.584296823,      -1.521674328,      -1.407723596
          0,          14,          42,       -1.48391087,      -1.314863722,       -1.34723486
          0,          14,          43,      -1.711829055,       -1.50228544,       -1.57042115
          0,          14,          44,      -1.434906902,       -1.33256264,      -1.208616009
          0,          14,          45,      -1.383472618,      -1.312863533,      -1.222988857
          0,          14,          46,      -1.118272737,       -1.07597459,     -0.9829498784
          0,          14,          47,      -1.092695561,     -0.9995887221,     -0.9651687749
          0,          14,          48,      -1.422635943,      -1.249714199,      -1.210788095
          0,          14,          49,      -1.546305763,      -1.288332045,       -1.34451232
          0,          15,           0,      -1.290034274,     -0.8734663299,     -0.9878977896
          0,          15,           1,      -1.192897632,     -0.8040105194,     -0.9312095371
          0,          15,           2,      -1.395900151,      -1.281916291,      -1.215321057
          0,          15,           3,      -1.341452321,     -0.9700895117,       -1.06105914
          0,          15,           4,      -1.389916485,      -1.040848975,      -1.139573688
          0,          15,           5,      -1.267868828,     -0.9245476922,      -1.018395676
          0,          15,           6,      -1.264464661,     -0.9064190302,      -1.003805759
          0,          15,           7,      -1.698549747,      -1.376235936,       -1.51048047
          0,          15,           8,      -1.594548835,      -1.471414214,      -1.437438371
          0,          15,           9,      -1.123183375,     -0.8698754689,     -0.9176328839
          0,          15,          10,      -1.052885553,     -0.7983969876,      -0.901017573
          0,          15,          11,      -1.452856783,      -1.299909134,      -1.420402289
          0,          15,          12,      -1.343584215,      -1.131361321,      -1.145699579
          0,          15,          13,      -1.270794998,     -0.9921715822,      -1.070078748
          0,          15,          14,      -1.482350888,      -1.268794086,      -1.282360561
          0,          15,          15,      -1.347677531,      -1.209665379,      -1.129922827
          0,          15,          16,      -1.185325471,     -0.9887811098,      -1.061098497
          0,          15,          17,      -1.256188806,      -1.060978043,      -1.190420508
          0,          15,          18,      -1.341575543,      -1.161482433,      -1.180473239
          0,          15,          19,      -1.340544417,       -1.09257772,      -1.116428997
          0,          15,          20,      -1.629286499,      -1.351067214,      -1.443011526
          0,          15,          21,      -1.258016664,      -1.101266639,      -1.123363064
          0,          15,          22,      -1.152538696,     -0.9522156743,      -1.014240809
          0,          15,          23,      -1.021952706,      -0.777927056,     -0.8824745291
          0,          15,          24,     -0.9629881434,     -0.6694522217,     -0.8303511412
          0,          15,          25,      -1.400420821,      -1.089112206,      -1.318454442
          0,          15,          26,      -1.848699234,      -1.754378956,       -1.67113926
          0,          15,          27,      -1.886209536,      -1.773625546,      -1.631110194
          0,          15,          28,      -1.605344269,      -1.558746383,      -1.411411857
          0,          15,          29,       -1.31714204,      -1.148910843,      -1.085269622
          0,          15,          30,      -1.202877035,      -1.069449074,      -1.003147265
          0,          15,          31,      -1.282137263,      -1.177611659,      -1.113656662
          0,          15,          32,      -1.264123311,      -1.092195178,      -1.088755186
          0,          15,          33,      -1.301419118,      -1.058826647,      -1.173535136
          0,          15,          34,      -1.312243175,      -1.123147556,      -1.147572839
          0,          15,          35,      -1.012588937,     -0.8588307464,     -0.8457006391
          0,          15,          36,        -1.0458182,     -0.7709129445,     -0.8174537685
          0,          15,          37,      -1.578897536,      -1.148859251,      -1.293525623
          0,          15,          38,      -1.423117196,      -1.255086424,      -1.263224687
          0,          15,          39,      -1.320256364,      -1.056558886,      -1.127427107
          0,          15,          40,      -1.491751563,      -1.188375449,      -1.247643367
          0,          15,          41,       -1.19766724,     -0.7604407092,     -0.9098171132
          0,          15,          42,      -1.034262832,     -0.6265400363,     -0.7945608865
          0,          15,          43,      -1.289381673,     -0.9845029941,       -1.18006399
          0,          15,          44,      -1.562060597,      -1.309546428,      -1.386246334
          0,          15,          45,      -1.777201558,      -1.545984368,       -1.61816522
          0,          15,          46,      -1.987563239,      -1.917669515,      -1.810393683
          0,          15,          47,      -2.146467622,      -2.061099428,          -1.90444
          0,          15,          48,      -1.038668582,     -0.7637998737,     -0.8194293037
          0,          15,          49,      -1.007396712,     -0.7140521714,     -0.7843042491
          0,          16,           0,      -1.386391948,      -1.167407302,      -1.192092584
          0,          16,           1,       -1.42800673,      -1.213824779,      -1.234336706
          0,          16,           2,      -1.433249571,      -1.342599608,      -1.251180343
          0,          16,           3,      -1.003013579,     -0.8458333594,     -0.8531142399
          0,          16,           4,     -0.9598588964,     -0.7325419043,     -0.8020810499
          0,          16,           5,      -1.234409786,     -0.9935166154,      -1.135958345
          0,          16,           6,      -1.290127777,      -1.065522891,      -1.159793229
          0,          16,           7,       -1.57411237,      -1.355454296,      -1.407779953
          0,          16,           8,      -1.573906278,      -1.473252169,      -1.405686167
          0,          16,           9,      -1.138734263,      -1.009404971,     -0.9577362771
          0,          16,          10,      -1.085162983,     -0.9525283715,     -0.9203081494
          0,          16,          11,      -1.325889848,      -1.129057307,       -1.12177156
          0,          16,          12,      -1.031079295,     -0.7396659802,     -0.7973401009
          0,          16,          13,      -1.024489711,     -0.7020474337,     -0.7666805801
          0,          16,          14,      -1.570983103,      -1.249646675,      -1.313268065
          0,          16,          15,      -1.624290251,      -1.409731696,      -1.376600532
          0,          16,          16,      -1.311838002,      -1.133348494,      -1.049216714
          0,          16,          17,      -1.212574977,     -0.9690827391,      -0.987879012
          0,          16,          18,      -1.549090681,      -1.324745377,      -1.425741437
          0,          16,          19,      -1.743462069,      -1.594786087,      -1.499868373
          0,          16,          20,       -1.29222891,      -1.000975706,       -1.08095378
          0,          16,          21,      -1.141291133,     -0.8328312094,     -0.9771629051
          0,          16,          22,      -1.388755503,      -1.180074593,      -1.203755549
          0,          16,          23,      -1.563702357,      -1.439793925,      -1.353136316
          0,          16,          24,       -1.53134757,      -1.357737374,      -1.318704435
          0,          16,          25,      -1.343282475,      -1.186466625,      -1.081255408
          0,          16,          26,      -1.301697648,      -1.060069681,      -1.034378903
          0,          16,          27,      -1.273212944,     -0.9858693408,     -0.9662092167
          0,          16,          28,      -1.218640132,     -0.9816352906,     -0.9321634168
          0,          16,          29,       -1.31804317,      -1.157157035,      -1.077575687
          0,          16,          30,      -1.444836651,      -1.186640572,      -1.285018376
          0,          16,          31,      -1.151919741,      -1.047761311,     -0.9400866143
          0,          16,          32,      -1.104391902,      -1.031790643,     -0.9053323341
          0,          16,          33,      -1.328304281,      -1.087653844,      -1.187151307
          0,          16,          34,      -1.242612817,      -1.104445499,      -1.092680924
          0,          16,          35,      -1.136505986,     -0.9862081944,     -0.9933076971
          0,          16,          36,      -1.197371889,      -1.004362333,      -1.058046881
          0,          16,          37,      -1.278812882,     -0.9832597402,      -1.109881198
          0,          16,          38,      -1.271896625,     -0.9631212114,      -1.046060715
          0,          16,          39,      -1.356802601,      -1.128716122,        -1.1777508
          0,          16,          40,      -1.380649044,      -1.124165543,      -1.109473372
          0,          16,          41,      -1.391323308,      -1.046561555,      -1.058616387
          0,          16,          42,      -1.129379455,     -0.9734085188,     -0.9334447392
          0,          16,          43,      -1.109757782,     -0.9893202384,     -0.9233522269
          0,          16,          44,      -1.467576873,      -1.255468902,      -1.246512894
          0,          16,          45,      -1.368310437,      -1.195929351,       -1.21170421
          0,          16,          46,      -1.339173844,      -1.092647468,      -1.172832168
          0,          16,          47,      -1.567644403,      -1.356625146,      -1.459662702
          0,          16,          48,      -1.465234294,      -1.321771727,      -1.297554599
          0,          16,          49,      -1.231816442,      -1.040500914,      -1.058028347
          0,          17,           0,      -1.386018258,      -1.185650585,      -1.238605646
          0,          17,           1,      -1.198187546,     -0.9952118015,      -1.070335268
          0,          17,           2,      -1.176404129,     -0.9445115281,        -1.0299501
          0,          17,           3,      -1.705932125,      -1.542180144,      -1.573867199
          0,          17,           4,      -1.732937295,       -1.63090332,      -1.527382426
          0,          17,           5,      -0.977884938,     -0.7310688085,     -0.8205915331
          0,          17,           6,     -0.9147458719,     -0.6534590905,      -0.787758695
          0,          17,           7,      -1.309375123,      -1.089343928,      -1.182162049
          0,          17,           8,       -1.55137387,      -1.393649001,      -1.351928741
          0,          17,           9,      -1.466047128,      -1.264824966,       -1.26224528
          0,          17,          10,      -1.427463501,      -1.184992623,      -1.228061523
          0,          17,          11,      -1.255422828,      -1.049393203,      -1.001372488
          0,          17,          12,      -1.191307361,     -0.9382914608,     -0.9875923137
          0,          17,          13,      -1.258237767,      -1.055803046,      -1.077575908
          0,          17,          14,      -1.282564403,      -1.088000749,      -1.063699559
          0,          17,          15,      -1.281889497,      -1.106623955,      -1.034365524
          0,          17,          16,      -1.279121797,      -1.174926508,      -1.126731936
          0,          17,          17,      -1.160833808,     -0.9002785537,     -0.9253673258
          0,          17,          18,      -1.165428694,     -0.8902224296,     -0.9214933779
          0,          17,          19,      -1.376708231,      -1.017058879,       -1.07587304
          0,          17,          20,      -1.375902067,      -1.052134828,      -1.132045744
          0,          17,          21,      -1.553857833,      -1.132551182,      -1.240087019
          0,          17,          22,      -1.559753052,      -1.150426279,      -1.248697451
          0,          17,          23,      -1.330086855,      -1.134821144,      -1.148047104
          0,          17,          24,       -1.31590621,      -1.090599869,      -1.138784303
          0,          17,          25,      -1.000781916,     -0.7015240204,     -0.7865452044
          0,          17,          26,     -0.9450404858,     -0.6105393398,     -0.7242348624
          0,          17,          27,      -1.240953882,      -1.027192557,      -1.062129549
          0,          17,          28,       -1.25613959,       -1.08633717,      -1.107444112
          0,          17,          29,      -1.414855339,      -1.195758772,      -1.197035642
          0,          17,          30,      -1.691543398,      -1.390477391,      -1.434450565
          0,          17,          31,       -1.58020942,      -1.515960192,      -1.356918986
          0,          17,          32,      -1.508926521,      -1.353187644,       -1.21530426
          0,          17,          33,      -1.550030362,      -1.261991131,      -1.349815011
          0,          17,          34,      -1.504228829,      -1.153980089,      -1.282986192
          0,          17,          35,      -1.190019158,      -1.073902765,      -1.069077783
          0,          17,          36,      -1.194086871,      -1.123215934,      -1.065780491
          0,          17,          37,      -1.384837649,      -1.167028839,      -1.287350362
          0,          17,          38,      -1.419658488,      -1.170890366,      -1.296479582
          0,          17,          39,      -1.429099991,      -1.191147202,      -1.252459703
          0,          17,          40,      -1.459927052,      -1.201002141,      -1.222560309
          0,          17,          41,      -1.510367887,      -1.258440622,      -1.301135644
          0,          17,          42,      -1.402184173,      -1.185363053,      -1.183167523
          0,          17,          43,      -1.072070498,     -0.8293472899,      -0.840555298
          0,          17,          44,        -1.0669863,     -0.8561194518,     -0.8641716057
          0,          17,          45,      -1.490037496,      -1.240650904,      -1.300367434
          0,          17,          46,      -1.464169872,       -1.19384507,      -1.286686591
          0,          17,          47,      -1.517598223,      -1.304831454,      -1.319905789
          0,          17,          48,      -1.468844891,      -1.219373326,      -1.169152865
          0,          17,          49,      -1.364331578,      -1.090099786,      -1.136916069
          0,          18,           0,      -1.493218391,      -1.394658422,      -1.317719238
          0,          18,           1,      -1.394570348,       -1.16926996,      -1.199944051
          0,          18,           2,      -1.310861938,       -1.11705073,      -1.175104372
          0,          18,           3,      -1.246911929,      -1.063929134,      -0.995004836
          0,          18,           4,      -1.201763289,     -0.9716847375,     -0.9969521756
          0,          18,           5,      -1.522268602,      -1.253685457,      -1.400710816
          0,          18,           6,      -1.468332876,       -1.28830491,      -1.131200862
          0,          18,           7,      -1.424049442,      -1.254030813,      -1.113147693
          0,          18,           8,      -1.275543847,      -1.102153301,       -1.09829669
          0,          18,           9,      -1.250679019,     -0.9963177208,      -1.057138529
          0,          18,          10,      -1.559778745,      -1.229305146,      -1.324394103
          0,          18,          11,      -1.228678461,     -0.9518630211,      -1.016554934
          0,          18,          12,       -1.18174688,     -0.8124435496,     -0.9150403454
          0,          18,          13,      -1.599219855,      -1.214185487,      -1.325632968
          0,          18,          14,        -1.1161364,     -0.8425154497,     -0.8633395587
          0,          18,          15,      -1.086266936,     -0.7655040026,     -0.8204162271
          0,          18,          16,      -1.666456635,      -1.246697103,      -1.365307628
          0,          18,          17,      -1.403855581,       -1.22716771,       -1.20067663
          0,          18,          18,      -1.316108257,      -1.067898311,      -1.126366019
          0,          18,          19,      -1.537374425,       -1.39238876,      -1.467557429
