"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Ux_adj]"  ,   "rms[Uy_adj]"  ,   "rms[Uz_adj]"  
          0,           1,           5,      -1.172350766,      -1.047071142,      -1.019157506
          0,           1,           6,      -1.127801481,     -0.9357333943,     -0.9601710407
          0,           1,           7,      -1.431810972,      -1.080351908,      -1.222276467
          0,           1,           8,      -1.602112702,      -1.228965874,      -1.317154692
          0,           1,           9,      -1.631732167,      -1.183842662,      -1.271798459
          0,           1,          10,      -1.666967618,       -1.25671937,      -1.344379092
          0,           1,          11,      -1.502653942,      -1.294557978,      -1.223265475
          0,           1,          12,      -1.401948913,      -1.253872974,      -1.168667694
          0,           1,          13,      -1.077916252,     -0.8686254623,     -0.8744602731
          0,           1,          14,      -1.032167142,     -0.6824017147,     -0.8051864206
          0,           1,          15,      -1.529819493,      -1.160232235,      -1.265933305
          0,           1,          16,      -1.276627487,      -1.200896529,      -1.074429489
          0,           1,          17,      -1.240248798,      -1.167421879,       -1.09195178
          0,           1,          18,      -1.536528296,      -1.347066481,      -1.371995039
          0,           1,          19,       -1.31988509,      -1.206900911,      -1.136446891
          0,           1,          20,      -1.298278835,      -1.142512207,      -1.141102707
          0,           1,          21,      -1.190355553,     -0.9824511918,      -1.020201958
          0,           1,          22,      -1.160310824,     -0.9301343047,      -1.022417603
          0,           1,          23,      -1.390735096,      -1.080705232,      -1.257518787
          0,           1,          24,      -1.274442434,      -1.034140035,      -1.141324099
          0,           1,          25,      -1.239243004,      -1.004798148,      -1.109464435
          0,           1,          26,       -1.19959042,       -1.05700831,      -1.086067397
          0,           1,          27,      -1.205157914,      -1.094435488,      -1.090474059
          0,           1,          28,      -1.025595851,     -0.8913238843,      -0.871083736
          0,           1,          29,      -1.019302511,     -0.8737277167,     -0.8789605728
          0,           1,          30,      -1.415097605,      -1.226130489,       -1.30280205
          0,           1,          31,      -1.317433608,      -1.081708488,      -1.183161263
          0,           1,          32,      -1.341754475,      -1.154248825,      -1.227845218
          0,           1,          33,      -1.199778731,     -0.9585085893,     -0.9689942284
          0,           1,          34,      -1.165218378,     -0.8005110322,     -0.8960769229
          0,           1,          35,      -1.541392945,      -1.127249545,      -1.290242175
          0,           1,          36,       -1.44779097,      -1.201582188,      -1.215940007
          0,           1,          37,      -1.343662626,      -1.013857529,      -1.127185181
          0,           1,          38,      -1.234760622,     -0.9541985879,      -1.056302537
          0,           1,          39,      -1.242559769,     -0.9420685647,      -1.072048717
          0,           1,          40,      -1.360194855,      -1.097229405,      -1.179305154
          0,           1,          41,      -1.158326554,      -1.088119931,      -1.013247596
          0,           1,          42,      -1.241863453,       -1.13450382,      -1.086540869
          0,           1,          43,      -1.639374775,      -1.425962891,      -1.448936602
          0,           1,          44,      -1.637799952,      -1.425826565,      -1.319030475
          0,           1,          45,      -1.307440094,     -0.9191644689,     -0.9987302586
          0,           1,          46,      -1.146546702,     -0.7818289848,     -0.9158375475
          0,           1,          47,      -1.353348288,      -1.082251636,      -1.217355532
          0,           1,          48,      -1.726541574,      -1.488321115,      -1.550491691
          0,           1,          49,      -1.892547429,       -1.68558737,      -1.660886651
          0,           2,           0,      -1.169254809,     -0.9728460223,     -0.9597637976
          0,           2,           1,      -1.105578472,     -0.9084124607,     -0.9174527302
          0,           2,           2,      -1.334212906,      -1.167492533,      -1.131011753
          0,           2,           3,      -1.358831231,      -1.144039044,      -1.156501475
          0,           2,           4,      -1.059237736,     -0.8609044086,     -0.8687730824
          0,           2,           5,      -1.058489238,     -0.7949915069,     -0.8305003913
          0,           2,           6,      -1.614918674,       -1.31703928,      -1.383790372
          0,           2,           7,      -1.226750596,      -1.084468739,      -1.021684209
          0,           2,           8,      -1.205020319,      -1.053672476,      -1.017889441
          0,           2,           9,      -1.395964688,      -1.148077022,      -1.161304027
          0,           2,          10,      -1.419529278,      -1.232333238,      -1.217173537
          0,           2,          11,       -1.34615429,      -1.073659909,      -1.123654647
          0,           2,          12,      -1.302758002,     -0.9552875872,      -1.013682812
          0,           2,          13,      -1.090377306,     -0.8897067882,     -0.8789216641
          0,           2,          14,      -1.089810013,     -0.8749890609,     -0.8829767423
          0,           2,          15,      -1.165201366,     -0.9228410259,     -0.9782990248
          0,           2,          16,      -1.152916675,     -0.8818588995,     -0.9487131381
          0,           2,          17,      -1.635540544,       -1.33782351,      -1.354247771
          0,           2,          18,      -1.561694402,       -1.30172245,      -1.382198091
          0,           2,          19,      -1.625019264,      -1.344101862,      -1.478736529
          0,           2,          20,      -1.670426462,      -1.470462948,      -1.493016594
          0,           2,          21,      -1.301837564,     -0.9958343919,      -1.023644955
          0,           2,          22,       -1.31363067,     -0.9721678494,      -1.059510494
          0,           2,          23,      -1.855484254,      -1.625645107,      -1.625520974
          0,           2,          24,      -1.760697175,       -1.69976006,      -1.575466672
          0,           2,          25,      -1.786578103,       -1.70083311,      -1.623925697
          0,           2,          26,      -1.318532553,      -1.192609553,      -1.223895844
          0,           2,          27,      -1.257512095,      -1.084952201,      -1.179995905
          0,           2,          28,      -1.693239954,      -1.543163051,      -1.523760536
          0,           2,          29,      -1.327715595,      -1.000860657,      -1.067202757
          0,           2,          30,      -1.175152025,     -0.8625812337,      -0.986971385
          0,           2,          31,      -1.402285689,       -1.12306426,      -1.235174312
          0,           2,          32,      -1.738292004,      -1.587091511,      -1.526994397
          0,           2,          33,      -1.584884121,      -1.517408221,      -1.371202491
          0,           2,          34,      -1.246285107,      -1.041870213,     -0.9930619889
          0,           2,          35,      -1.234004211,     -0.9061724675,     -0.9191170185
          0,           2,          36,      -1.578147616,      -1.188527806,      -1.294486532
          0,           2,          37,      -1.474289202,      -1.408542411,      -1.339836801
          0,           2,          38,      -1.581378546,      -1.463547732,      -1.419472617
          0,           2,          39,      -1.662324071,      -1.571499752,      -1.370477983
          0,           2,          40,      -1.676095821,      -1.587044831,      -1.557586462
          0,           2,          41,      -1.142674996,     -0.9619928537,     -0.9110872818
          0,           2,          42,      -1.096113733,     -0.8327186135,     -0.8831255505
          0,           2,          43,      -1.368407182,      -1.049660816,      -1.155497358
          0,           2,          44,     -0.8854395731,       -0.63830163,     -0.6790268541
          0,           2,          45,     -0.8742013501,     -0.5342139421,     -0.6333462306
          0,           2,          46,      -1.342629713,     -0.8536988021,      -1.005862854
          0,           2,          47,      -1.398636728,      -1.120192454,      -1.232817716
          0,           2,          48,      -1.348076405,      -1.186121384,      -1.220806508
          0,           2,          49,      -1.068121297,     -0.7293866355,     -0.8089206905
          0,           3,           0,      -1.057584761,     -0.6383271756,     -0.7681236643
          0,           3,           1,      -1.315274372,      -1.188236544,      -1.154597085
          0,           3,           2,       -1.31768023,      -1.074839482,      -1.191597131
          0,           3,           3,      -1.431519399,      -1.154843775,      -1.182776842
          0,           3,           4,      -1.313696968,      -0.976835456,      -1.066641745
          0,           3,           5,      -1.338447329,     -0.9907922271,       -1.08705498
          0,           3,           6,      -1.024652445,     -0.8828227949,     -0.8856537662
          0,           3,           7,      -1.026344986,     -0.9186683125,       -0.88795582
          0,           3,           8,      -1.343979225,      -1.156442255,      -1.139924874
          0,           3,           9,      -1.687583992,      -1.298313998,      -1.416470167
          0,           3,          10,      -1.422826662,      -1.208552204,      -1.195606829
          0,           3,          11,      -1.109421722,      -0.865462893,     -0.9331071474
          0,           3,          12,      -1.102538089,     -0.8022094841,     -0.9013108019
          0,           3,          13,      -1.448199322,      -1.023618426,       -1.16420895
          0,           3,          14,      -1.099282506,     -0.9379164181,     -0.9165980633
          0,           3,          15,      -1.079835949,     -0.8754421172,     -0.9101769671
          0,           3,          16,      -1.190491317,      -1.092277849,      -1.056213561
          0,           3,          17,      -1.099191235,      -1.009900204,      -1.028404506
          0,           3,          18,      -1.343250387,      -1.171115691,      -1.167029109
          0,           3,          19,      -1.376444457,      -1.006470951,      -1.093839367
          0,           3,          20,      -1.383710154,      -1.009924632,      -1.099117995
          0,           3,          21,      -1.354908558,      -1.077953013,      -1.071962721
          0,           3,          22,      -1.262778652,     -0.9780325619,      -1.037542007
          0,           3,          23,      -1.327784795,       -1.03436028,      -1.076357586
          0,           3,          24,      -1.541681849,      -1.201359109,      -1.228468269
          0,           3,          25,      -1.380527403,      -1.252026467,      -1.194464898
          0,           3,          26,      -1.320454856,      -1.287899568,      -1.200364133
          0,           3,          27,      -1.312301359,      -1.192290629,      -1.103255405
          0,           3,          28,      -1.106172635,     -0.8153512752,     -0.8695422381
          0,           3,          29,      -1.118600512,      -0.820405733,        -0.9223451
          0,           3,          30,      -1.449124058,      -1.217129471,      -1.195606755
          0,           3,          31,       -1.42830406,      -1.252492577,      -1.271512587
          0,           3,          32,      -1.213985193,      -1.039647427,      -1.002259694
          0,           3,          33,      -1.164086811,     -0.7666698005,     -0.8694615324
          0,           3,          34,      -1.222154139,     -0.7962700649,      -0.956151942
          0,           3,          35,      -0.828430276,     -0.7233987483,     -0.7296322147
          0,           3,          36,     -0.8025200026,     -0.7264042899,     -0.7302518687
          0,           3,          37,      -1.268340219,      -1.084173393,      -1.159714563
          0,           3,          38,      -1.589506809,      -1.286324713,       -1.33159393
          0,           3,          39,       -1.45448384,      -1.238644394,      -1.272530864
          0,           3,          40,      -1.134823766,      -1.004228177,     -0.9936230242
          0,           3,          41,      -1.157809731,      -1.005449786,      -1.066677679
          0,           3,          42,       -1.20364569,       -0.97964502,     -0.9224078526
          0,           3,          43,      -1.100509656,     -0.8549641255,     -0.9008756982
          0,           3,          44,      -1.140380623,     -0.8475634785,     -0.9349385515
          0,           3,          45,      -1.214927456,     -0.8436864207,     -0.9210185832
          0,           3,          46,      -1.328164486,     -0.9001250635,      -1.022823321
          0,           3,          47,      -1.103660909,      -0.732775464,     -0.8014872186
          0,           3,          48,      -1.066393756,     -0.7509072228,     -0.8530892022
          0,           3,          49,      -1.283945601,       -1.11320915,      -1.086577394
          0,           4,           0,       -1.16175109,     -0.8712408936,     -0.9819600975
          0,           4,           1,       -1.23782447,     -0.9703602971,      -1.088173871
          0,           4,           2,      -1.349171054,       -1.17929902,      -1.115060649
          0,           4,           3,      -1.357241409,      -1.075286346,      -1.125219167
          0,           4,           4,      -1.299355038,      -1.111802067,      -1.151253321
          0,           4,           5,      -1.289419074,      -1.094929197,      -1.140259061
          0,           4,           6,      -1.194806099,     -0.9481731418,     -0.9940146279
          0,           4,           7,      -1.103659043,     -0.8844051631,     -0.9650140501
          0,           4,           8,      -1.272313056,      -1.053754499,      -1.175176088
          0,           4,           9,        -1.1550376,      -1.006325835,     -0.9917739151
          0,           4,          10,      -1.080153174,     -0.7721550866,     -0.9229563225
          0,           4,          11,      -1.239524248,     -0.8938601109,      -1.015340669
          0,           4,          12,      -1.218257082,     -0.8767135293,     -0.9591524349
          0,           4,          13,       -1.35070756,      -1.020739822,      -1.135823462
          0,           4,          14,      -1.445735776,      -1.152169623,      -1.281775772
          0,           4,          15,      -1.453352679,      -1.132274358,      -1.250925321
          0,           4,          16,      -1.091765423,     -0.8050354431,     -0.8493213523
          0,           4,          17,     -0.9602429857,     -0.6384220693,     -0.7714140898
          0,           4,          18,      -1.294187068,      -1.052377309,       -1.23604145
          0,           4,          19,      -1.051129466,     -0.9809537474,     -0.9187414965
          0,           4,          20,      -1.048945529,      -0.930011201,     -0.9141945339
          0,           4,          21,      -1.355697186,      -1.241464187,      -1.197087756
          0,           4,          22,      -1.379148742,      -1.229410512,      -1.241304393
          0,           4,          23,      -1.517413785,      -1.308099455,      -1.292823499
          0,           4,          24,       -1.50379321,      -1.249335497,      -1.296470458
          0,           4,          25,      -1.480388883,      -1.332136058,      -1.359217486
          0,           4,          26,      -1.464967727,      -1.271203762,       -1.35548705
          0,           4,          27,      -1.291732882,      -1.215044151,      -1.094986731
          0,           4,          28,      -1.234182807,      -1.120124699,      -1.048238237
          0,           4,          29,      -1.504304347,      -1.442159799,      -1.323843192
          0,           4,          30,      -1.482711342,      -1.378363475,      -1.340447796
          0,           4,          31,      -1.627344477,      -1.582138558,      -1.550404472
          0,           4,          32,      -1.275449361,     -0.9985132608,      -1.072006882
          0,           4,          33,      -1.114036171,     -0.8103354294,     -0.9681856687
          0,           4,          34,      -1.369079054,      -1.110112456,      -1.249389262
          0,           4,          35,      -1.297530738,     -0.9822823587,      -1.036599228
          0,           4,          36,      -1.213743265,     -0.8790646347,     -0.9893761577
          0,           4,          37,      -1.048945509,     -0.7638945569,     -0.8551650126
          0,           4,          38,      -1.070740676,     -0.7564873225,     -0.8469949831
          0,           4,          39,      -1.127675361,      -1.002672744,      -0.986980997
          0,           4,          40,      -1.117699012,     -0.9956417986,      -1.039701165
          0,           4,          41,      -1.528410713,       -1.29176807,      -1.275116095
          0,           4,          42,      -1.237138039,      -1.065858041,       -1.02716589
          0,           4,          43,        -1.1606832,     -0.9976243742,      -1.005845102
          0,           4,          44,      -1.393213823,      -1.242946398,       -1.26208828
          0,           4,          45,      -1.204181478,     -0.7183958954,      -0.856391876
          0,           4,          46,      -1.197678128,     -0.7053482523,     -0.8523956804
          0,           4,          47,      -1.517162496,      -1.157602346,      -1.253925478
          0,           4,          48,      -1.514150647,      -1.390249179,      -1.327318112
          0,           4,          49,      -1.483178909,      -1.236907372,      -1.249922554
          0,           5,           0,      -1.723117443,       -1.45182926,      -1.444392391
          0,           5,           1,      -1.498157672,      -1.169421743,       -1.26280674
          0,           5,           2,      -1.398603302,     -0.9454325874,      -1.080556962
          0,           5,           3,      -1.404824324,      -1.024110895,      -1.097238263
          0,           5,           4,      -1.483708033,      -1.157029438,      -1.313676899
          0,           5,           5,       -1.75236742,      -1.537776535,      -1.666611235
          0,           5,           6,      -1.754896866,      -1.756985745,      -1.607223367
          0,           5,           7,      -1.354274463,      -1.022023908,      -1.108318974
          0,           5,           8,      -1.224147066,     -0.8622673725,      -1.012922801
          0,           5,           9,      -1.288686532,     -0.9949792091,      -1.144395009
          0,           5,          10,      -1.211370533,      -1.001243628,      -1.048287179
          0,           5,          11,      -1.335504828,      -1.149598798,      -1.208378752
          0,           5,          12,      -1.409989936,      -1.257462673,      -1.188901759
          0,           5,          13,      -1.310594084,      -1.194353538,      -1.110625347
          0,           5,          14,      -1.269974228,      -1.141371327,      -1.132392475
          0,           5,          15,      -1.374818216,      -1.128034208,      -1.124897549
          0,           5,          16,      -1.461878919,      -1.200337998,      -1.218343081
          0,           5,          17,      -1.000615597,     -0.7007398835,     -0.7958367707
          0,           5,          18,      -0.933181191,     -0.5552875727,     -0.7093975449
          0,           5,          19,      -1.194466701,     -0.7941824455,     -0.9607256849
          0,           5,          20,      -1.314891469,     -0.9168985068,      -1.063456048
          0,           5,          21,      -1.151411619,     -0.7899999225,     -0.9258712423
          0,           5,          22,       -1.18688785,     -0.9466678392,      -1.072987581
          0,           5,          23,      -1.352825065,        -1.1599542,      -1.103702724
          0,           5,          24,       -1.11429205,      -0.760054194,     -0.9061907852
          0,           5,          25,      -1.210642334,     -0.8453804626,      -1.034672371
          0,           5,          26,      -1.381482038,      -1.159641756,       -1.19894125
          0,           5,          27,      -1.347591363,      -1.102427625,      -1.176497135
          0,           5,          28,      -1.558464016,       -1.42029447,       -1.41927541
          0,           5,          29,      -1.744745086,      -1.566836269,      -1.604325324
          0,           5,          30,      -1.486890849,      -1.436495166,      -1.322277725
          0,           5,          31,      -1.233888207,       -1.04441684,      -1.032245879
          0,           5,          32,       -1.32682252,      -1.045354572,      -1.102451416
          0,           5,          33,      -1.578984408,      -1.492714408,       -1.34233996
          0,           5,          34,       -1.43621185,      -1.217249876,      -1.242840705
          0,           5,          35,      -1.364562197,      -1.185993906,      -1.133392561
          0,           5,          36,      -1.027959116,     -0.9016424878,     -0.8379522612
          0,           5,          37,      -1.037698591,     -0.8786777239,     -0.8540047169
          0,           5,          38,      -1.387116043,       -1.15545827,      -1.208840104
          0,           5,          39,      -1.389433171,      -1.236903193,      -1.206420406
          0,           5,          40,      -1.435097468,      -1.390836048,      -1.285748342
          0,           5,          41,     -0.8918824036,     -0.7475607751,     -0.7179481413
          0,           5,          42,     -0.8576289938,      -0.699986205,     -0.7060972985
          0,           5,          43,       -1.31219763,      -1.120246582,      -1.207182353
          0,           5,          44,      -1.109445626,      -1.006190121,     -0.9531748323
          0,           5,          45,      -1.086022542,     -0.9823122787,     -0.9235843075
          0,           5,          46,      -1.407924983,      -1.226947334,      -1.237754561
          0,           5,          47,      -1.482430987,      -1.197041496,      -1.198028058
          0,           5,          48,      -1.109230525,     -0.7994137585,     -0.8447773112
          0,           5,          49,      -1.089416808,     -0.7361042416,     -0.8144793342
          0,           6,           0,      -1.522129427,       -1.22756917,      -1.269715624
          0,           6,           1,      -1.429847655,      -1.293375271,      -1.282507019
          0,           6,           2,      -1.351279685,       -1.08548453,        -1.1448707
          0,           6,           3,      -1.441156265,      -1.224925674,      -1.274934199
          0,           6,           4,      -1.556853524,      -1.314144465,      -1.348528357
          0,           6,           5,      -1.221202442,     -0.9428315399,      -1.087172947
          0,           6,           6,      -1.198537405,     -0.8985372549,      -1.054620581
          0,           6,           7,       -1.13391765,     -0.8667686589,     -0.8810733583
          0,           6,           8,      -1.093085772,     -0.7821793494,     -0.8703986785
          0,           6,           9,      -1.498343323,      -1.204716659,      -1.314618371
          0,           6,          10,       -1.58274989,      -1.361028357,      -1.454723257
          0,           6,          11,      -1.873183774,      -1.650409568,      -1.677517195
          0,           6,          12,      -1.627936948,      -1.431762666,      -1.422563555
          0,           6,          13,      -1.553198006,      -1.342936849,      -1.449131778
          0,           6,          14,      -1.644940076,      -1.449002411,      -1.397209146
          0,           6,          15,      -1.627461545,      -1.375191877,       -1.38482883
          0,           6,          16,      -1.256046317,     -0.9793977632,      -1.055203418
          0,           6,          17,      -1.184634404,     -0.8731694872,     -0.9740255385
          0,           6,          18,      -1.294309042,      -1.060550421,      -1.186386035
          0,           6,          19,      -1.329047503,      -1.166175169,      -1.189556685
          0,           6,          20,      -1.609009268,      -1.377516835,      -1.488680136
          0,           6,          21,      -1.833753415,      -1.654901408,      -1.658217398
          0,           6,          22,      -1.301439442,     -0.9956969203,      -1.127161353
          0,           6,          23,      -1.134688795,     -0.8252834941,     -0.9844039039
          0,           6,          24,      -1.366924438,      -1.140915262,      -1.285213094
          0,           6,          25,      -1.198751851,     -0.9095197231,     -0.9694623232
          0,           6,          26,       -1.05076933,     -0.7138647883,     -0.8696982071
          0,           6,          27,      -1.291584911,     -0.9627253535,      -1.170834723
          0,           6,          28,      -1.423730897,      -1.245084337,      -1.263859353
          0,           6,          29,      -1.447228623,      -1.247423171,      -1.295626504
          0,           6,          30,      -1.666160463,      -1.516903545,      -1.546431483
          0,           6,          31,       -1.25951703,      -1.048332912,      -1.123687016
          0,           6,          32,      -1.159314556,     -0.8694496254,      -1.047325282
          0,           6,          33,      -1.394196587,      -1.165413715,      -1.216675546
          0,           6,          34,      -1.263550502,      -1.200701874,      -1.049491047
          0,           6,          35,      -1.286145181,       -1.12795801,      -1.107730981
          0,           6,          36,      -1.104312432,     -0.8881658856,     -0.9259628994
          0,           6,          37,      -1.039062676,     -0.7994175965,      -0.847199101
          0,           6,          38,       -1.28500333,       -1.02805049,      -1.141705636
          0,           6,          39,      -1.425508926,      -1.224332233,      -1.255980995
          0,           6,          40,       -1.56033732,      -1.336668367,       -1.41770322
          0,           6,          41,      -1.166623688,     -0.7765886485,      -0.909684684
          0,           6,          42,      -1.116306263,     -0.7366775376,     -0.8751470116
          0,           6,          43,       -1.49688403,      -1.351109304,      -1.349101155
          0,           6,          44,       -1.31570259,      -1.206838135,      -1.088905764
          0,           6,          45,       -1.24576234,      -1.146149765,      -1.063005579
          0,           6,          46,      -1.297368672,      -1.164761949,      -1.120882547
          0,           6,          47,      -1.236535425,      -1.167166283,      -1.089778183
          0,           6,          48,      -1.221720834,      -1.140693987,      -1.080337356
          0,           6,          49,      -1.379889807,      -1.257522536,      -1.264075154
          0,           7,           0,      -1.190880449,     -0.7572745173,     -0.8613167756
          0,           7,           1,      -1.203161088,     -0.7800596088,     -0.9160620574
          0,           7,           2,       -1.28183757,     -0.9138800499,     -0.9614940307
          0,           7,           3,      -1.353242713,     -0.9338626479,      -1.066713408
          0,           7,           4,      -1.427710734,      -1.265678305,      -1.283728211
          0,           7,           5,      -1.304355016,      -1.099204081,      -1.109092455
          0,           7,           6,      -1.324063587,      -1.131675052,      -1.149921712
          0,           7,           7,      -1.519541955,       -1.29423725,      -1.236854405
          0,           7,           8,      -1.179611479,     -0.8353856756,     -0.8948318359
          0,           7,           9,      -1.143227751,     -0.6971321271,     -0.8143649148
          0,           7,          10,       -1.32889972,     -0.8451522149,     -0.9651909098
          0,           7,          11,      -1.311642871,     -0.9983003921,      -1.055856188
          0,           7,          12,      -1.518145406,      -1.035205208,      -1.099998046
          0,           7,          13,      -1.507603795,      -1.130621929,       -1.14355786
          0,           7,          14,     -0.9948421322,     -0.8835805651,     -0.8420354534
          0,           7,          15,       -0.97561315,     -0.8451436162,     -0.8005389965
          0,           7,          16,      -1.426198288,      -1.319050818,      -1.248895139
          0,           7,          17,      -1.452588724,      -1.184245028,      -1.231041612
          0,           7,          18,      -1.434474817,      -1.212247443,      -1.270532825
          0,           7,          19,      -1.576078602,       -1.39338799,      -1.338179169
          0,           7,          20,      -1.722550929,      -1.588935265,       -1.53269233
          0,           7,          21,      -1.600972498,       -1.42313827,      -1.361957594
          0,           7,          22,      -1.541179625,      -1.263242017,      -1.239650815
          0,           7,          23,      -1.144547129,     -0.6840244822,     -0.7724937578
          0,           7,          24,      -1.012902399,      -0.537233419,     -0.6778752051
          0,           7,          25,       -1.27212869,     -0.9200689472,       -1.04391064
          0,           7,          26,       -1.50043275,      -1.378079257,      -1.227970819
          0,           7,          27,      -1.135357193,     -0.9368541406,     -0.8062502287
          0,           7,          28,      -1.106716175,     -0.9066820295,     -0.8117853936
          0,           7,          29,      -1.511911771,      -1.348188872,      -1.248088318
          0,           7,          30,      -1.455785057,      -1.207879154,      -1.290635047
          0,           7,          31,      -1.572217628,      -1.395919365,      -1.328938984
          0,           7,          32,      -1.748715439,      -1.614643441,      -1.525742831
          0,           7,          33,      -1.388164434,      -1.256324863,      -1.207181659
          0,           7,          34,      -1.230770536,      -1.091913842,      -1.036549969
          0,           7,          35,      -1.408876452,      -1.235678007,      -1.208466196
          0,           7,          36,      -1.325944778,      -1.033368109,      -1.106851232
          0,           7,          37,      -1.304080931,     -0.9902938913,      -1.055157593
          0,           7,          38,      -1.187033061,      -1.036061576,     -0.9574769841
          0,           7,          39,      -1.164674724,      -1.009051949,     -0.9381121595
          0,           7,          40,      -1.108542073,     -0.9544809394,     -0.9217586495
          0,           7,          41,      -1.110446879,     -0.9039458061,     -0.9229045715
          0,           7,          42,      -1.457700091,      -1.265284343,      -1.325812105
          0,           7,          43,      -1.258307216,      -1.128057156,      -1.088851259
          0,           7,          44,      -1.235803452,      -1.082713234,      -1.121066996
          0,           7,          45,       -1.36089524,      -1.317823871,      -1.227478404
          0,           7,          46,      -1.205704853,      -1.099507988,       -1.03768106
          0,           7,          47,      -1.225183287,      -1.116879187,      -1.065161097
          0,           7,          48,      -1.308206871,      -1.255800051,       -1.16967823
          0,           7,          49,      -1.358377211,      -1.241993769,      -1.190022408
          0,           8,           0,      -1.622119346,      -1.536093966,      -1.513066507
          0,           8,           1,      -1.379840155,      -1.305000848,      -1.215318522
          0,           8,           2,      -1.454199524,      -1.328022347,      -1.291675171
          0,           8,           3,      -1.279433553,      -1.092154992,      -1.050746815
          0,           8,           4,      -1.137355463,     -0.8519314175,     -0.9480494428
          0,           8,           5,      -1.296175314,     -0.9860233156,      -1.173788362
          0,           8,           6,      -1.137632798,     -0.7834771453,     -0.8468951269
          0,           8,           7,      -1.092128215,     -0.8094335364,     -0.8582637876
          0,           8,           8,      -1.258463627,      -1.102163092,      -1.088441406
          0,           8,           9,      -1.331555729,      -1.157179563,      -1.145751838
          0,           8,          10,      -1.080960351,     -0.9154295103,     -0.8781606833
          0,           8,          11,      -1.105546538,     -0.8857352116,     -0.9071309808
