"arc_length","Displacement_Magnitude","Sxx","Sxy","Sxz","Syy","Syz","Szz","Von_Mises_Stress"
0,1.99392e-09,2.6455e+06,-192563,75371.7,5.46643e+06,432328,2.2296e+06,3.17053e+06
0.00181107,7.92262e-07,2.60143e+06,-188954,88421,5.46355e+06,399432,2.10625e+06,3.25525e+06
0.00362215,1.58254e-06,2.55735e+06,-185345,101470,5.46067e+06,366535,1.98289e+06,3.33996e+06
0.00543323,2.37282e-06,2.51327e+06,-181736,114519,5.45779e+06,333639,1.85954e+06,3.42468e+06
0.00724431,3.16309e-06,2.46919e+06,-178127,127569,5.45491e+06,300743,1.73619e+06,3.50939e+06
0.00905538,3.95337e-06,2.42511e+06,-174518,140618,5.45203e+06,267846,1.61283e+06,3.59411e+06
0.0108665,5.12588e-06,2.31212e+06,-165217,152646,5.3076e+06,224613,1.43081e+06,3.59856e+06
0.0126775,6.36036e-06,2.18808e+06,-155006,164510,5.14049e+06,179724,1.2394e+06,3.59015e+06
0.0144886,7.59527e-06,2.06405e+06,-144794,176375,4.97338e+06,134836,1.04798e+06,3.58175e+06
0.0162997,8.83043e-06,1.94002e+06,-134583,188239,4.80627e+06,89946.7,856562,3.57334e+06
0.0181108,1.03584e-05,1.85483e+06,-129886,193211,4.70348e+06,67309.6,714690,3.58896e+06
0.0199218,1.22735e-05,1.81525e+06,-131666,190092,4.67622e+06,70798.9,630988,3.6328e+06
0.0217329,1.42282e-05,1.77568e+06,-133446,186973,4.64897e+06,74288.3,547286,3.67664e+06
0.023544,1.62082e-05,1.7361e+06,-135225,183853,4.62171e+06,77777.5,463584,3.72047e+06
0.0253551,1.82053e-05,1.69652e+06,-137005,180734,4.59445e+06,81266.9,379882,3.76431e+06
0.0271662,2.01858e-05,1.66091e+06,-137898,178022,4.57932e+06,87345.3,295013,3.81986e+06
0.0289772,2.20011e-05,1.64923e+06,-133444,177765,4.63732e+06,109034,203103,3.946e+06
0.0307883,2.38217e-05,1.63754e+06,-128991,177509,4.69532e+06,130722,111194,4.07213e+06
0.0325994,2.56466e-05,1.62586e+06,-124537,177253,4.75332e+06,152410,19283.8,4.19827e+06
0.0344105,2.7939e-05,1.61993e+06,-118449,182948,4.80225e+06,165027,-60263.1,4.30506e+06
0.0362215,3.09037e-05,1.57294e+06,-117482,198966,4.68336e+06,163198,-83556.1,4.22264e+06
0.0380326,3.39092e-05,1.52595e+06,-116515,214983,4.56447e+06,161369,-106849,4.14022e+06
0.0398437,3.69198e-05,1.47259e+06,-115183,230558,4.41611e+06,159282,-122148,4.03195e+06
0.0416548,3.99533e-05,1.41839e+06,-113803,246075,4.26382e+06,157159,-136381,3.92023e+06
