X,"Points_X","Pressure_Coefficient"
0,1.11519,0.514761
1,1.11664,0.175193
2,1.11867,-0.421745
3,1.12122,-0.724463
4,1.12287,-0.922631
5,1.12537,-1.07503
6,1.12718,-1.13678
7,1.13014,-1.17208
8,1.13199,-1.19873
9,1.13458,-1.20728
10,1.13538,-1.19935
11,1.1385,-1.01023
12,1.13885,-0.978063
13,1.14203,-0.669497
14,1.14213,-0.66408
15,1.14354,-0.632567
16,1.1454,-0.591593
17,1.14553,-0.591148
18,1.14853,-0.600872
19,1.14897,-0.596216
20,1.15166,-0.550447
21,1.15216,-0.540085
22,1.15442,-0.522011
23,1.15627,-0.463801
24,1.15638,-0.461858
25,1.1588,-0.477414
26,1.15886,-0.47553
27,1.16001,-0.474275
28,1.16148,-0.47247
29,1.16156,-0.469376
30,1.16396,-0.436003
31,1.16434,-0.431656
32,1.16636,-0.380204
33,1.16712,-0.380115
34,1.1687,-0.391186
35,1.16984,-0.378782
36,1.17097,-0.357729
37,1.17238,-0.343791
38,1.17321,-0.34904
39,1.17495,-0.366876
40,1.17573,-0.350031
41,1.17758,-0.310042
42,1.17816,-0.310016
43,1.18035,-0.307072
44,1.18056,-0.305373
45,1.18241,-0.295814
46,1.18295,-0.292686
47,1.18301,-0.292386
48,1.18539,-0.275203
49,1.18573,-0.275423
50,1.18784,-0.287846
51,1.18851,-0.282433
52,1.19024,-0.241882
53,1.19123,-0.235087
54,1.1929,-0.237028
55,1.19426,-0.232614
56,1.19541,-0.248995
57,1.19708,-0.202654
58,1.19788,-0.166334
59,1.19995,-0.177365
60,1.20034,-0.177462
61,1.20275,-0.179496
62,1.20278,-0.179751
63,1.2036,-0.179854
64,1.20512,-0.179776
65,1.20518,-0.180206
66,1.2061,-0.173834
67,1.20753,-0.164305
68,1.20762,-0.16566
69,1.20855,-0.159885
70,1.2099,-0.154087
71,1.21003,-0.155219
72,1.21223,-0.120459
73,1.21276,-0.10372
74,1.21459,-0.11691
75,1.21552,-0.124442
76,1.21699,-0.118525
77,1.21831,-0.118318
78,1.21939,-0.131423
79,1.22165,-0.0996532
80,1.22178,-0.0954939
81,1.22189,-0.0945287
82,1.2247,-0.090824
83,1.22484,-0.0902041
84,1.22555,-0.089099
85,1.22738,-0.0832662
86,1.2277,-0.0829148
87,1.2298,-0.0752899
88,1.23061,-0.0705234
89,1.2322,-0.0648241
90,1.23352,-0.0524609
91,1.2345,-0.0479533
92,1.23636,-0.0533997
93,1.23679,-0.0516431
94,1.23814,-0.0476553
95,1.23903,-0.0457295
96,1.23932,-0.0401289
97,1.24124,-0.00359423
98,1.24197,-0.00303375
99,1.24351,-0.00499937
100,1.24491,-0.016494
101,1.24577,-0.0176092
102,1.24737,0.0107237
103,1.24758,0.0120506
104,1.24908,0.00130687
105,1.24958,-0.00474583
106,1.25162,0.0170411
107,1.25194,0.0199232
108,1.25335,0.0308726
109,1.25432,0.0364372
110,1.25457,0.0375831
111,1.2567,0.0561429
112,1.25757,0.0611234
113,1.25901,0.0450778
114,1.26055,0.065985
115,1.26123,0.0843361
116,1.26326,0.118178
117,1.26348,0.122245
118,1.26355,0.122238
119,1.26575,0.135403
120,1.26672,0.125846
121,1.26807,0.124646
122,1.26992,0.25646
123,1.27043,0.296702
124,1.27085,0.282705
125,1.27267,0.22962
126,1.27075,0.262138
127,1.27034,0.268791
128,1.26987,0.256897
129,1.26813,0.182464
130,1.26717,0.162881
131,1.26541,0.112249
132,1.26432,0.0908391
133,1.2622,0.0869877
134,1.26091,0.0999358
135,1.25866,0.0462734
136,1.25741,-0.0020058
137,1.25473,-0.00639178
138,1.254,0.00540258
139,1.25062,0.0393593
140,1.25017,0.0391452
141,1.2474,-0.0426705
142,1.24632,-0.0746698
143,1.24613,-0.0748987
144,1.24249,-0.0346478
145,1.24184,-0.0267016
146,1.23842,-0.0363374
147,1.2375,-0.0635681
148,1.23452,-0.0904241
149,1.23272,-0.0930015
150,1.23025,-0.117665
151,1.2274,-0.088036
152,1.22617,-0.0789247
153,1.22264,-0.0789902
154,1.22184,-0.0802769
155,1.21778,-0.10917
156,1.21735,-0.109805
157,1.21419,-0.137627
158,1.21289,-0.148741
159,1.21272,-0.151736
160,1.20822,-0.220366
161,1.20755,-0.213775
162,1.20352,-0.147329
163,1.20221,-0.133673
164,1.19877,-0.1413
165,1.19695,-0.16068
166,1.19341,-0.196462
167,1.19228,-0.209515
168,1.18765,-0.246746
169,1.18742,-0.248516
170,1.18622,-0.250372
171,1.18255,-0.256032
172,1.18183,-0.257247
173,1.1776,-0.252004
174,1.17609,-0.25962
175,1.17266,-0.291919
176,1.1703,-0.305218
177,1.16765,-0.318479
178,1.16422,-0.314695
179,1.16242,-0.323507
180,1.15906,-0.350333
181,1.1582,-0.349539
182,1.15484,-0.36689
183,1.1516,-0.375751
184,1.14976,-0.399272
185,1.14509,-0.405733
186,1.14466,-0.40346
187,1.14314,-0.410906
188,1.1395,-0.428712
189,1.1384,-0.423883
190,1.13436,-0.392916
191,1.13153,-0.33825
192,1.12899,-0.30826
193,1.12509,-0.20055
194,1.12421,-0.181517
195,1.12358,-0.167104
196,1.12145,-0.124646
197,1.11934,-0.0311061
198,1.11783,0.0669891
199,1.11683,0.259662
