X,"Points_X","Pressure_Coefficient"
0,1.11928,0.355086
1,1.11955,0.269344
2,1.12231,-0.523267
3,1.12331,-0.642635
4,1.12654,-0.984346
5,1.12733,-1.00535
6,1.12889,-1.04034
7,1.13107,-1.11277
8,1.13196,-1.11259
9,1.13518,-1.13982
10,1.1356,-1.1325
11,1.13695,-1.03707
12,1.13856,-0.938787
13,1.13925,-0.875406
14,1.14192,-0.675388
15,1.1429,-0.648147
16,1.14518,-0.639941
17,1.14628,-0.629227
18,1.14827,-0.574057
19,1.14956,-0.544773
20,1.15125,-0.542131
21,1.15281,-0.523009
22,1.15411,-0.516592
23,1.15588,-0.537542
24,1.15685,-0.525653
25,1.15885,-0.473218
26,1.15949,-0.446238
27,1.1617,-0.415729
28,1.16204,-0.419516
29,1.16444,-0.485968
30,1.1645,-0.487418
31,1.16509,-0.467004
32,1.16672,-0.40881
33,1.1669,-0.406894
34,1.16904,-0.378569
35,1.16931,-0.379354
36,1.17132,-0.365754
37,1.17196,-0.350633
38,1.17384,-0.323629
39,1.175,-0.325684
40,1.17651,-0.336545
41,1.17761,-0.323827
42,1.17884,-0.305432
43,1.18019,-0.3179
44,1.18128,-0.326366
45,1.18282,-0.30068
46,1.18361,-0.287434
47,1.1854,-0.256949
48,1.18584,-0.249085
49,1.18792,-0.264452
50,1.18808,-0.26467
51,1.18909,-0.270229
52,1.19026,-0.276042
53,1.19045,-0.268737
54,1.19242,-0.237611
55,1.19296,-0.239241
56,1.19456,-0.196511
57,1.19538,-0.195894
58,1.19665,-0.239362
59,1.1976,-0.262581
60,1.19871,-0.259786
61,1.20001,-0.192826
62,1.20094,-0.143829
63,1.20234,-0.171047
64,1.20318,-0.188829
65,1.20475,-0.185331
66,1.20557,-0.182423
67,1.20714,-0.178493
68,1.20834,-0.151776
69,1.20932,-0.144255
70,1.21049,-0.173514
71,1.21219,-0.131469
72,1.21289,-0.105561
73,1.21491,-0.122014
74,1.21518,-0.124341
75,1.21666,-0.143507
76,1.21741,-0.151951
77,1.21755,-0.148482
78,1.21963,-0.105463
79,1.22022,-0.118365
80,1.22184,-0.164517
81,1.22271,-0.157203
82,1.224,-0.0946888
83,1.22534,-0.061237
84,1.22606,-0.0561339
85,1.22772,-0.0783634
86,1.22819,-0.0881795
87,1.23016,-0.111943
88,1.2303,-0.112443
89,1.23096,-0.0933878
90,1.23252,-0.050413
91,1.2329,-0.051423
92,1.23484,-0.0515777
93,1.23562,-0.0561275
94,1.23715,-0.0580485
95,1.23819,-0.0528319
96,1.23938,-0.0507178
97,1.24086,-0.0465464
98,1.2416,-0.0456964
99,1.2435,-0.011182
100,1.24375,-0.00846055
101,1.24569,-0.0228362
102,1.24573,-0.0235795
103,1.24734,-0.0135268
104,1.24808,-0.00920304
105,1.2481,-0.00878328
106,1.25026,0.0367926
107,1.2505,0.035087
108,1.25235,0.00869646
109,1.25305,-0.00280596
110,1.25461,-0.0143257
111,1.2561,0.0240465
112,1.25715,0.0414616
113,1.25907,0.0273258
114,1.25939,0.0314167
115,1.26187,0.0516238
116,1.26192,0.0507811
117,1.26198,0.0493298
118,1.26474,0.0454614
119,1.26558,0.0930511
120,1.26748,0.112877
121,1.26801,0.115555
122,1.26884,0.102167
123,1.26994,0.0977608
124,1.27061,0.159321
125,1.27168,0.281173
126,1.2732,0.250328
127,1.27376,0.243142
128,1.27304,0.240359
129,1.27158,0.219613
130,1.27048,0.173237
131,1.26941,0.11991
132,1.26713,0.126837
133,1.26694,0.12583
134,1.26668,0.113154
135,1.26471,0.0359517
136,1.26366,0.0447791
137,1.2625,0.0666728
138,1.26121,0.0491865
139,1.2598,0.0389891
140,1.25803,0.0165889
141,1.2559,-0.0172789
142,1.25468,-0.0122983
143,1.25272,-0.0245449
144,1.25184,-0.0229831
145,1.25144,-0.0233353
146,1.24786,-0.0411335
147,1.24768,-0.0436323
148,1.24357,-0.027746
149,1.24266,-0.0291653
150,1.23997,-0.0929101
151,1.23843,-0.0918229
152,1.23631,-0.084613
153,1.23399,-0.0775786
154,1.23262,-0.0675714
155,1.22825,-0.0881604
156,1.22817,-0.089009
157,1.22814,-0.0888698
158,1.22327,-0.10898
159,1.22326,-0.109007
160,1.2228,-0.110823
161,1.21869,-0.127137
162,1.21857,-0.127619
163,1.21814,-0.127288
164,1.21437,-0.12687
165,1.21338,-0.136836
166,1.21016,-0.162647
167,1.20801,-0.170488
168,1.20544,-0.176492
169,1.20312,-0.173379
170,1.20047,-0.184087
171,1.19857,-0.195635
172,1.19716,-0.184083
173,1.19507,-0.175715
174,1.19277,-0.205553
175,1.19124,-0.224253
176,1.18832,-0.243776
177,1.18628,-0.248644
178,1.18235,-0.245936
179,1.1813,-0.247566
180,1.17674,-0.271911
181,1.17609,-0.274895
182,1.17136,-0.323095
183,1.17121,-0.32402
184,1.17019,-0.32032
185,1.16608,-0.305048
186,1.16549,-0.305152
187,1.16144,-0.325306
188,1.15839,-0.351773
189,1.1565,-0.36997
190,1.15366,-0.383282
191,1.15255,-0.388889
192,1.1517,-0.394767
193,1.14844,-0.411898
194,1.14545,-0.434302
195,1.1426,-0.443477
196,1.13872,-0.423014
197,1.13722,-0.416754
198,1.13257,-0.365948
199,1.13204,-0.360275
200,1.13194,-0.357164
201,1.13176,-0.352662
202,1.12739,-0.184468
203,1.12609,-0.0460292
204,1.12327,0.0940611
205,1.122,0.184971
206,1.1195,0.324589
