X,"Points_X","Pressure_Coefficient"
0,1.00967,0.490185
1,1.01507,-0.161609
2,1.01617,-0.313623
3,1.01819,-0.413158
4,1.02635,-0.771947
5,1.0331,-0.889934
6,1.03516,-0.932497
7,1.04697,-1.04425
8,1.04705,-1.04479
9,1.04739,-1.04779
10,1.05809,-1.13273
11,1.06017,-1.13152
12,1.06782,-1.14479
13,1.07137,-1.12249
14,1.07877,-1.06088
15,1.08553,-0.981467
16,1.09178,-0.880697
17,1.09946,-0.731559
18,1.10464,-0.65548
19,1.11203,-0.604293
20,1.11953,-0.531624
21,1.12364,-0.485686
22,1.13349,-0.42244
23,1.13679,-0.416331
24,1.14864,-0.426377
25,1.14991,-0.427804
26,1.16317,-0.332175
27,1.1633,-0.331058
28,1.16606,-0.310163
29,1.17619,-0.234864
30,1.17663,-0.232644
31,1.18855,-0.18365
32,1.18919,-0.180471
33,1.20086,-0.171451
34,1.20134,-0.169761
35,1.21322,-0.120456
36,1.21508,-0.115903
37,1.22666,-0.00843585
38,1.22945,0.0285811
39,1.23915,0.145714
40,1.24049,0.16005
41,1.24086,0.161766
42,1.24961,0.192804
43,1.25574,0.249181
44,1.25846,0.260999
45,1.2556,0.276697
46,1.24957,0.293754
47,1.24261,0.236381
48,1.2425,0.23549
49,1.24236,0.234688
50,1.23568,0.181827
51,1.22391,0.116798
52,1.22368,0.116285
53,1.22354,0.114528
54,1.2221,0.108783
55,1.21247,0.0649949
56,1.21137,0.067154
57,1.20198,0.106541
58,1.19937,0.0986395
59,1.19073,0.0530153
60,1.18704,0.0402087
61,1.17834,0.0438483
62,1.17493,0.0534968
63,1.16562,0.00137981
64,1.16217,-0.0175849
65,1.15154,-0.018075
66,1.14843,-0.0288936
67,1.13615,-0.0523335
68,1.13515,-0.0506107
69,1.12214,-0.0467027
70,1.12205,-0.0467689
71,1.12187,-0.0478823
72,1.11099,-0.107446
73,1.10655,-0.12168
74,1.09843,-0.128915
75,1.09434,-0.139558
76,1.08477,-0.18433
77,1.08191,-0.174706
78,1.07241,-0.151945
79,1.06853,-0.159179
80,1.06031,-0.188387
81,1.05366,-0.218107
82,1.04653,-0.187743
83,1.0413,-0.212281
84,1.03842,-0.227518
85,1.03374,-0.220484
86,1.02767,-0.133972
87,1.02361,-0.0277772
88,1.01709,0.144213
89,1.01451,0.277717
