X,"Points_X","Pressure_Coefficient"
75,1.2427,-0.0443179
76,1.24292,-0.0448211
77,1.24414,-0.0481576
78,1.24514,-0.049471
79,1.24538,-0.0437569
80,1.24721,-0.00656061
81,1.24812,-0.024715
82,1.24926,-0.0407451
83,1.25114,-0.0509288
84,1.25146,-0.0471383
85,1.25214,-0.03394
86,1.2537,-0.00251366
87,1.25461,0.00420536
88,1.25588,-0.00640798
89,1.25793,0.0162364
90,1.25798,0.0161401
91,1.25801,0.0168348
92,1.25823,0.0170752
93,1.26002,0.0188472
94,1.26031,0.0219452
95,1.26212,0.0187372
96,1.26343,0.0821708
97,1.26435,0.126773
98,1.26489,0.122572
99,1.26644,0.085862
100,1.26792,0.177975
101,1.26852,0.224482
102,1.26952,0.215344
103,1.27065,0.214825
104,1.27,0.205575
105,1.26836,0.177101
106,1.26616,0.154848
107,1.26609,0.153564
108,1.26401,0.103235
109,1.2639,0.100723
110,1.26182,0.0642653
111,1.26039,0.0658144
112,1.25842,0.086507
113,1.25671,0.0463538
114,1.25522,-0.0123453
115,1.25225,-0.00582336
116,1.25216,-0.0041173
117,1.25114,0.00701673
118,1.24827,0.0381129
119,1.24804,0.0341313
120,1.24475,-0.0667765
121,1.24313,-0.0664307
122,1.24119,-0.0427959
123,1.23856,-0.00887915
124,1.23703,-0.0121172
125,1.23382,-0.110726
126,1.23336,-0.115519
127,1.23228,-0.114224
128,1.22951,-0.0965988
129,1.22845,-0.0908112
130,1.22539,-0.0745576
131,1.22315,-0.0904091
132,1.22127,-0.0883968
133,1.21829,-0.08699
134,1.21711,-0.093216
135,1.21297,-0.131953
136,1.21279,-0.133464
137,1.21198,-0.148101
138,1.20836,-0.210044
139,1.20758,-0.208959
140,1.20381,-0.173923
141,1.20199,-0.157206
142,1.19868,-0.115384
143,1.19587,-0.129451
144,1.19371,-0.153566
145,1.19144,-0.181655
146,1.18874,-0.221908
147,1.18442,-0.246023
148,1.1837,-0.244535
149,1.18318,-0.243451
150,1.17859,-0.22629
151,1.1777,-0.23329
152,1.17295,-0.242197
153,1.17286,-0.243166
154,1.17239,-0.248878
155,1.16823,-0.304764
156,1.16733,-0.308882
157,1.16282,-0.319941
158,1.16102,-0.327808
159,1.15688,-0.31785
160,1.15415,-0.312854
161,1.15051,-0.348518
162,1.14905,-0.365538
163,1.14558,-0.388065
164,1.14214,-0.362006
165,1.14043,-0.350658
166,1.13543,-0.376191
167,1.1354,-0.376385
168,1.13539,-0.376308
169,1.13028,-0.370672
170,1.12684,-0.350461
171,1.1251,-0.329578
172,1.1211,-0.265456
173,1.11936,-0.254693
174,1.11515,-0.0966422
175,1.11501,-0.082602
176,1.11499,-0.0660116
177,1.1146,0.240694
178,1.11415,0.580253
179,1.11414,0.59966
180,1.11734,-0.066799
181,1.11938,-0.248146
182,1.12036,-0.330486
183,1.12224,-0.537734
184,1.12381,-0.717011
185,1.12458,-0.830111
186,1.12813,-1.07829
187,1.12818,-1.08109
188,1.13131,-1.12949
189,1.13221,-1.14577
190,1.13438,-1.1917
191,1.13546,-1.18134
192,1.13732,-1.10649
193,1.13863,-1.04269
194,1.14078,-0.979077
195,1.14268,-0.997422
196,1.14363,-0.94227
197,1.14541,-0.814087
198,1.14653,-0.729228
199,1.14877,-0.574073
200,1.14964,-0.555018
201,1.15187,-0.556556
202,1.15205,-0.557875
203,1.15442,-0.516173
204,1.1549,-0.493994
205,1.15655,-0.472895
206,1.15713,-0.464924
207,1.15729,-0.462931
208,1.15814,-0.454131
209,1.15965,-0.440439
210,1.15993,-0.434992
211,1.16143,-0.428978
212,1.16202,-0.424993
213,1.16213,-0.424715
214,1.16255,-0.418935
215,1.16429,-0.407317
216,1.16472,-0.387108
217,1.16647,-0.35208
