"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -4.333133732,      -4.359830593,      -5.117266759,       -4.20635808,      -3.639016231,      0.1403493967,      0.2515231932,     0.00230775719,      0.2515507446,     -0.1105535588,     -0.1305562265,      0.1314858668,     0.00230775719,      0.2562680954,       1.792121656
          0,           0,           1,      -3.815356782,       -3.63186471,      -3.827206936,      -3.694071441,      -3.129534028,     0.08262927641,      0.3131518406,    0.008622094438,      0.2992277366,     -0.1058409955,    -0.06857646301,     0.07165009926,    0.008622094438,      0.3158447971,       3.789841255
          0,           0,           2,      -3.795926897,      -3.757386377,      -3.676980981,        -3.6489925,       -3.10227073,     0.03950998945,      0.3549763065,     0.01089992058,      0.3260251762,     -0.0986295552,    -0.02288782417,      0.0270974266,     0.01089992058,      0.3561389433,       8.984469787
          0,           0,           3,      -3.761809914,      -3.704242577,      -3.617933308,      -3.591553598,      -3.069610593,     0.02903466861,      0.3769759822,     0.01043296292,      0.3378986945,    -0.08987206119,    -0.01219933993,     0.01586070942,     0.01043296292,       0.377759634,       12.98365025
          0,           0,           4,      -3.837270445,      -3.816071093,      -3.623002075,      -3.619907375,      -3.140818967,     0.02392316348,      0.3843411051,     0.01007234025,      0.3406790714,    -0.08029957984,   -0.007989963858,       0.010495279,     0.01007234025,      0.3849418812,       16.06564723
          0,           0,           5,      -3.898182726,      -3.962805933,      -3.660865015,      -3.697071122,      -3.199031409,     0.02086660182,      0.3838548462,      0.0100201002,      0.3399469987,    -0.07268985536,   -0.005819457409,    0.007457549509,      0.0100201002,      0.3843492461,       18.39565683
          0,           0,           6,      -4.000176402,      -3.993904734,      -3.732935996,      -3.741928603,      -3.296377827,     0.01996203544,      0.3807269028,    0.009969862448,      0.3380823418,    -0.06845536416,   -0.005359877103,    0.006662697817,    0.009969862448,      0.3811916393,       19.07254919
          0,           0,           7,      -4.091523892,      -4.050549934,      -3.852785048,      -3.813133477,      -3.387429623,     0.01990503241,      0.3772647365,    0.009907117263,      0.3354195902,    -0.06671494411,   -0.005456574231,    0.006726557371,    0.009907117263,      0.3777295926,       18.95323398
          0,           0,           8,      -4.145661996,      -4.139551625,      -4.006593886,      -3.938727404,      -3.445716067,     0.01993633252,      0.3744963631,    0.009867533188,      0.3327839903,    -0.06622081898,    -0.00555892246,    0.006854453253,    0.009867533188,       0.374963998,       18.78461662
          0,           0,           9,      -4.248035217,      -4.262548004,      -4.163921629,      -4.075992196,      -3.548453145,     0.01988977462,      0.3729928143,    0.009844894538,       0.331204701,    -0.06630563052,    -0.00555541202,    0.006860396811,    0.009844894538,      0.3734597403,       18.75299351
