"EVALUATION"    , "WING_VOLUME"   , "WING_MIN_THICKNESS", "WING_MAX_THICKNESS", "WING_MIN_CHORD", "WING_MAX_CHORD", "WING_MIN_LE_RADIUS", "WING_MAX_LE_RADIUS", "WING_MIN_TOC"  , "WING_MAX_TOC"  , "WING_OBJFUN_MIN_TOC", "WING_MAX_TWIST", "WING_MAX_CURVATURE", "WING_MAX_DIHEDRAL", "STATION1_AREA" , "STATION2_AREA" , "STATION3_AREA" , "STATION4_AREA" , "STATION5_AREA" , "STATION1_THICKNESS", "STATION2_THICKNESS", "STATION3_THICKNESS", "STATION4_THICKNESS", "STATION5_THICKNESS", "STATION1_CHORD", "STATION2_CHORD", "STATION3_CHORD", "STATION4_CHORD", "STATION5_CHORD", "STATION1_LE_RADIUS", "STATION2_LE_RADIUS", "STATION3_LE_RADIUS", "STATION4_LE_RADIUS", "STATION5_LE_RADIUS", "STATION1_TOC"  , "STATION2_TOC"  , "STATION3_TOC"  , "STATION4_TOC"  , "STATION5_TOC"  , "STATION1_TWIST", "STATION2_TWIST", "STATION3_TWIST", "STATION4_TWIST", "STATION5_TWIST", "DRAG"          , "EFFICIENCY"    , "FORCE_X"       , "FORCE_Y"       , "FORCE_Z"       , "LIFT"          , "MOMENT_X"      , "MOMENT_Y"      , "MOMENT_Z"      , "SIDEFORCE"     , "Time_Iter"     , "Outer_Iter"    , "Inner_Iter"    , "RMS_DENSITY"   , "RMS_MOMENTUM-X", "RMS_MOMENTUM-Y", "rms[RhoW]"     , "RMS_ENERGY"    , "avg[bgs]"      , "rms[U][1]"     , "rms[R][1]"     , "rms[E][1]"     , "rms[DispX][1]" , "rms[DispY][1]" , "rms[DispZ][1]" , "avg[bgs][1]"   
71              , 0.0602977       , 0.0659674         , 0.119911          , 0.525654        , 0.992992        , 18.8333           , 34.3752           , 0.120317        , 0.127828        , 0.0503167          , 1.19856         , 8.50889           , 12.8437          , 0.0815934       , 0.0642887       , 0.0488975       , 0.0356284       , 0.0243578       , 0.119911          , 0.106401          , 0.0929459         , 0.0794951         , 0.0659674         , 0.992992        , 0.874491        , 0.751779        , 0.62941         , 0.525654        , 18.9303           , 26.1863           , 24.393            , 26.3342           , 33.4085           , 0.120757        , 0.121672        , 0.123635        , 0.126301        , 0.125496        , -0.334033       , -0.521584       , -0.193133       , -0.0969505      , -0.214034       , 0.00665370092   , 42.97294147     , -0.005701958259 , 0.01687840466   , 0.285949663     , 0.2859291002    , 0.1974325077    , -0.106077147    , 0.01492860043   , 0.01687840466   , 0.0             , 39.0            , 0.0             , -4.503371977    , -2.108553674    , -2.240449681    , -2.134494439    , 0.9651127088    , -3.014004135    , -14.03531404    , -5.525144498    , -20.182192      , 0.0             , 0.0             , 0.0             , -8.709340193    
72              , 0.0602658       , 0.0660332         , 0.119881          , 0.525855        , 0.979457        , 18.9404           , 34.5143           , 0.120269        , 0.127855        , 0.0502688          , 2.42702         , 8.03229           , 12.0667          , 0.0814258       , 0.0642296       , 0.0488878       , 0.0356443       , 0.0243785       , 0.119881          , 0.106476          , 0.0929446         , 0.0795261         , 0.0660332         , 0.979457        , 0.874725        , 0.751963        , 0.629571        , 0.525855        , 19.0209           , 26.2921           , 24.4814           , 26.3986           , 33.4683           , 0.122395        , 0.121725        , 0.123603        , 0.126318        , 0.125573        , -0.985409       , -1.42508        , -1.28228        , -1.29988        , -1.59788        , 0.009217429291  , 25.03179331     , -0.01127168155  , 0.02024709772   , 0.2306375563    , 0.2307287849    , 0.158461452     , -0.04355390158  , 0.01926900118   , 0.02024709772   , 0.0             , 39.0            , 0.0             , -4.790641445    , -2.396775583    , -2.56602834     , -2.490619957    , 0.6687011029    , -3.27020619     , -13.81324119    , -5.532268335    , -20.17950644    , 0.0             , 0.0             , 0.0             , -8.594152622    
73              , 0.0602945       , 0.0659738         , 0.119899          , 0.52566         , 0.991487        , 18.8447           , 34.3892           , 0.120311        , 0.127834        , 0.0503114          , 1.31764         , 8.46169           , 12.7211          , 0.0815784       , 0.0642828       , 0.0488966       , 0.03563         , 0.0243599       , 0.119899          , 0.106407          , 0.0929444         , 0.0794976         , 0.0659738         , 0.991487        , 0.874505        , 0.751785        , 0.629413        , 0.52566         , 18.9401           , 26.1974           , 24.4019           , 26.3407           , 33.4145           , 0.120929        , 0.121677        , 0.123632        , 0.126304        , 0.125506        , -0.406905       , -0.611952       , -0.302066       , -0.217265       , -0.352457       , 0.006675853552  , 42.01815202     , -0.006723589139 , 0.01727957464   , 0.2805058893    , 0.2805070294    , 0.1936077624    , -0.09981523173  , 0.01568941757   , 0.01727957464   , 0.0             , 39.0            , 0.0             , -4.531000131    , -2.133834473    , -2.272184376    , -2.166742488    , 0.9376209815    , -3.050191632    , -13.94259142    , -5.547636522    , -20.21370383    , 0.0             , 0.0             , 0.0             , -8.670940294    
74              , 0.0602974       , 0.065968          , 0.11991           , 0.525655        , 0.99284         , 18.8345           , 34.3766           , 0.120316        , 0.127829        , 0.0503161          , 1.21047         , 8.50417           , 12.8314          , 0.0815919       , 0.0642881       , 0.0488975       , 0.0356286       , 0.024358        , 0.11991           , 0.106401          , 0.0929457         , 0.0794954         , 0.065968          , 0.99284         , 0.874492        , 0.751779        , 0.62941         , 0.525655        , 18.9313           , 26.1874           , 24.3939           , 26.3348           , 33.4091           , 0.120774        , 0.121672        , 0.123634        , 0.126301        , 0.125497        , -0.341406       , -0.530621       , -0.204026       , -0.108982       , -0.227876       , 0.006653721592  , 42.89149513     , -0.005808595645 , 0.01691908173   , 0.2854065191    , 0.2853880673    , 0.1970509294    , -0.1054512748   , 0.01500785878   , 0.01691908173   , 0.0             , 39.0            , 0.0             , -4.506224609    , -2.111177921    , -2.243551526    , -2.137607826    , 0.9622826063    , -3.017707618    , -13.59131504    , -5.540507676    , -20.18467633    , 0.0             , 0.0             , 0.0             , -8.706245204    
75              , 0.0602976       , 0.0659675         , 0.119911          , 0.525654        , 0.992964        , 18.8335           , 34.3755           , 0.120317        , 0.127828        , 0.0503166          , 1.20073         , 8.50803           , 12.8415          , 0.0815931       , 0.0642886       , 0.0488975       , 0.0356284       , 0.0243578       , 0.119911          , 0.106401          , 0.0929458         , 0.0794952         , 0.0659675         , 0.992964        , 0.874491        , 0.751779        , 0.62941         , 0.525654        , 18.9305           , 26.1865           , 24.3931           , 26.3343           , 33.4086           , 0.12076         , 0.121672        , 0.123635        , 0.126301        , 0.125496        , -0.335378       , -0.52323        , -0.195118       , -0.0991427      , -0.216556       , 0.006653669143  , 42.95833232     , -0.005721461216 , 0.01688582494   , 0.2858507096    , 0.2858305302    , 0.1973629888    , -0.1059631105   , 0.01494309303   , 0.01688582494   , 0.0             , 39.0            , 0.0             , -4.503882457    , -2.109019315    , -2.241004482    , -2.135049795    , 0.9646066874    , -3.014678518    , -13.84788051    , -5.514109638    , -20.18391983    , 0.0             , 0.0             , 0.0             , -8.708791667    
76              , 0.0602662       , 0.066033          , 0.119881          , 0.525858        , 0.979419        , 18.9411           , 34.5174           , 0.120268        , 0.127853        , 0.0502676          , 2.43953         , 8.03229           , 12.0664          , 0.0814251       , 0.06423         , 0.0488883       , 0.0356448       , 0.0243787       , 0.119881          , 0.106476          , 0.0929443         , 0.0795262         , 0.066033          , 0.979419        , 0.874728        , 0.751966        , 0.629574        , 0.525858        , 19.0217           , 26.2944           , 24.4825           , 26.3973           , 33.4686           , 0.1224          , 0.121725        , 0.123602        , 0.126318        , 0.125572        , -0.990496       , -1.43295        , -1.29225        , -1.31155        , -1.61038        , 0.009159539355  , 25.18630016     , -0.01133372686  , 0.02026738311   , 0.2305983177    , 0.2306949075    , 0.1584903176    , -0.04365598056  , 0.01932891635   , 0.02026738311   , 0.0             , 39.0            , 0.0             , -4.78935744     , -2.395267791    , -2.5649766      , -2.489883462    , 0.6700434238    , -3.271205279    , -14.09985505    , -5.533607972    , -20.21495213    , 0.0             , 0.0             , 0.0             , -8.593750779    
77              , 0.0602945       , 0.0659739         , 0.119899          , 0.525661        , 0.991458        , 18.845            , 34.3897           , 0.120311        , 0.127834        , 0.0503112          , 1.32082         , 8.46091           , 12.7191          , 0.0815781       , 0.0642827       , 0.0488966       , 0.0356301       , 0.0243599       , 0.119899          , 0.106407          , 0.0929444         , 0.0794977         , 0.0659739         , 0.991458        , 0.874505        , 0.751785        , 0.629413        , 0.525661        , 18.9403           , 26.1978           , 24.4022           , 26.3406           , 33.4146           , 0.120932        , 0.121677        , 0.123632        , 0.126304        , 0.125507        , -0.408623       , -0.614222       , -0.304851       , -0.220406       , -0.355977       , 0.006673573313  , 42.01845836     , -0.006743230535 , 0.01728694822   , 0.2804115959    , 0.2804132624    , 0.1935468335    , -0.09972312336  , 0.01570504527   , 0.01728694822   , 0.0             , 39.0            , 0.0             , -4.531533842    , -2.134437966    , -2.272912969    , -2.167425895    , 0.9370881672    , -3.050796745    , -13.99384298    , -5.530506094    , -20.193926      , 0.0             , 0.0             , 0.0             , -8.669792537    
78              , 0.0602973       , 0.0659681         , 0.119909          , 0.525655        , 0.992812        , 18.8347           , 34.3769           , 0.120316        , 0.127829        , 0.050316           , 1.21274         , 8.50332           , 12.8292          , 0.0815916       , 0.064288        , 0.0488974       , 0.0356286       , 0.0243581       , 0.119909          , 0.106401          , 0.0929457         , 0.0794954         , 0.0659681         , 0.992812        , 0.874493        , 0.751779        , 0.62941         , 0.525655        , 18.9315           , 26.1876           , 24.394            , 26.335            , 33.4092           , 0.120777        , 0.121672        , 0.123634        , 0.126302        , 0.125497        , -0.342788       , -0.53233        , -0.206091       , -0.111269       , -0.230499       , 0.006653492816  , 42.87822875     , -0.005828080628 , 0.01692648844   , 0.2853080425    , 0.2852899869    , 0.1969822761    , -0.1053394336   , 0.01502243792   , 0.01692648844   , 0.0             , 39.0            , 0.0             , -4.50673826     , -2.111653841    , -2.244112028    , -2.138171941    , 0.9617727016    , -3.018367639    , -14.13497888    , -5.503411266    , -20.16259545    , 0.0             , 0.0             , 0.0             , -8.705687749    
79              , 0.0602664       , 0.0660331         , 0.119882          , 0.525863        , 0.979311        , 18.9424           , 34.5214           , 0.120266        , 0.127851        , 0.0502663          , 2.45964         , 8.02954           , 12.0647          , 0.0814234       , 0.06423         , 0.0488888       , 0.0356453       , 0.0243791       , 0.119882          , 0.106478          , 0.0929442         , 0.0795264         , 0.0660331         , 0.979311        , 0.874733        , 0.751971        , 0.629578        , 0.525863        , 19.0231           , 26.2973           , 24.484            , 26.3962           , 33.4691           , 0.122415        , 0.121726        , 0.123601        , 0.126317        , 0.125571        , -0.998892       , -1.44606        , -1.30851        , -1.33014        , -1.63081        , 0.009131185165  , 25.22587343     , -0.01139808076  , 0.02030277692   , 0.2302410804    , 0.2303421212    , 0.1582958548    , -0.04340439645  , 0.0193930646    , 0.02030277692   , 0.0             , 39.0            , 0.0             , -4.790829884    , -2.396694951    , -2.566308094    , -2.490568704    , 0.6685252766    , -3.270765456    , -14.19246185    , -5.530641237    , -20.20263848    , 0.0             , 0.0             , 0.0             , -8.59183409     
80              , 0.0602943       , 0.0659746         , 0.119898          , 0.525662        , 0.991312        , 18.8461           , 34.3914           , 0.120311        , 0.127834        , 0.0503106          , 1.33353         , 8.4564            , 12.7074          , 0.0815766       , 0.0642822       , 0.0488966       , 0.0356303       , 0.0243602       , 0.119898          , 0.106408          , 0.0929443         , 0.079498          , 0.0659746         , 0.991312        , 0.874507        , 0.751786        , 0.629414        , 0.525662        , 18.9414           , 26.1991           , 24.4031           , 26.3411           , 33.4152           , 0.120949        , 0.121677        , 0.123631        , 0.126305        , 0.125508        , -0.416076       , -0.623722       , -0.316353       , -0.233178       , -0.37057        , 0.00667520779   , 41.92937507     , -0.006839257024 , 0.01732545118   , 0.2798833305    , 0.2798872911    , 0.1931816731    , -0.09913575326  , 0.01577788456   , 0.01732545118   , 0.0             , 39.0            , 0.0             , -4.534250435    , -2.136997414    , -2.276049233    , -2.170629708    , 0.9343759126    , -3.054123492    , -14.11205674    , -5.534883221    , -20.20787506    , 0.0             , 0.0             , 0.0             , -8.66709947     
81              , 0.060297        , 0.0659688         , 0.119908          , 0.525655        , 0.99266         , 18.8358           , 34.3783           , 0.120315        , 0.127829        , 0.0503155          , 1.22482         , 8.49864           , 12.8171          , 0.0815902       , 0.0642874       , 0.0488974       , 0.0356288       , 0.0243583       , 0.119908          , 0.106402          , 0.0929455         , 0.0794957         , 0.0659688         , 0.99266         , 0.874494        , 0.75178         , 0.62941         , 0.525655        , 18.9325           , 26.1888           , 24.3949           , 26.3356           , 33.4098           , 0.120795        , 0.121673        , 0.123634        , 0.126302        , 0.125498        , -0.350202       , -0.541469       , -0.217117       , -0.12346        , -0.244506       , 0.006653499241  , 42.79719684     , -0.005933635173 , 0.01696694585   , 0.2847670266    , 0.2847511167    , 0.1966032737    , -0.1047194283   , 0.01510111565   , 0.01696694585   , 0.0             , 39.0            , 0.0             , -4.509555069    , -2.114294382    , -2.247172996    , -2.141260029    , 0.9589747328    , -3.022026116    , -14.1115337     , -5.550814769    , -20.2110272     , 0.0             , 0.0             , 0.0             , -8.702456628    
82              , 0.0602972       , 0.0659683         , 0.119909          , 0.525655        , 0.992763        , 18.835            , 34.3774           , 0.120316        , 0.127829        , 0.0503159          , 1.21664         , 8.50181           , 12.8253          , 0.0815912       , 0.0642878       , 0.0488974       , 0.0356286       , 0.0243581       , 0.119909          , 0.106402          , 0.0929456         , 0.0794955         , 0.0659683         , 0.992763        , 0.874493        , 0.751779        , 0.62941         , 0.525655        , 18.9318           , 26.188            , 24.3943           , 26.3351           , 33.4094           , 0.120783        , 0.121672        , 0.123634        , 0.126302        , 0.125497        , -0.345184       , -0.535281       , -0.209652       , -0.115206       , -0.235022       , 0.006653443607  , 42.85239574     , -0.005862271251 , 0.01693956543   , 0.285133363     , 0.2851159985    , 0.1968599045    , -0.1051392333   , 0.01504791963   , 0.01693956543   , 0.0             , 39.0            , 0.0             , -4.507663951    , -2.112510854    , -2.24512227     , -2.13918726     , 0.9608539234    , -3.019550574    , -13.79653193    , -5.509137032    , -20.17336773    , 0.0             , 0.0             , 0.0             , -8.704521       
83              , 0.0602661       , 0.0660345         , 0.119884          , 0.525875        , 0.979012        , 18.9454           , 34.5281           , 0.120264        , 0.127849        , 0.0502636          , 2.50144         , 8.01926           , 12.0587          , 0.0814185       , 0.0642289       , 0.0488891       , 0.0356461       , 0.0243798       , 0.119884          , 0.10648           , 0.092944          , 0.0795274         , 0.0660345         , 0.979012        , 0.874744        , 0.751981        , 0.629588        , 0.525875        , 19.0258           , 26.3021           , 24.4873           , 26.3964           , 33.4707           , 0.122454        , 0.121727        , 0.123599        , 0.126317        , 0.125571        , -1.01656        , -1.47387        , -1.34263        , -1.36856        , -1.67384        , 0.009178915075  , 24.96106614     , -0.01147209166  , 0.02038084645   , 0.2290121369    , 0.2291155063    , 0.1574915455    , -0.04219876151  , 0.01947218273   , 0.02038084645   , 0.0             , 39.0            , 0.0             , -4.79432401     , -2.401426595    , -2.567770238    , -2.493530031    , 0.6645308155    , -3.267623893    , -14.0906911     , -5.485642317    , -20.13640441    , 0.0             , 0.0             , 0.0             , -8.589751864    
84              , 0.0602942       , 0.0659749         , 0.119897          , 0.525662        , 0.991232        , 18.8468           , 34.3925           , 0.12031         , 0.127834        , 0.0503102          , 1.34092         , 8.45402           , 12.7013          , 0.0815757       , 0.0642819       , 0.0488966       , 0.0356304       , 0.0243603       , 0.119897          , 0.106408          , 0.0929442         , 0.0794982         , 0.0659749         , 0.991232        , 0.874508        , 0.751786        , 0.629414        , 0.525662        , 18.942            , 26.1999           , 24.4037           , 26.3413           , 33.4155           , 0.120958        , 0.121678        , 0.123631        , 0.126305        , 0.125508        , -0.420293       , -0.629161       , -0.322971       , -0.240566       , -0.378947       , 0.006674315913  , 41.89315452     , -0.006891683612 , 0.01734619815   , 0.2796028747    , 0.2796081478    , 0.1929911858    , -0.09883356555  , 0.01581816      , 0.01734619815   , 0.0             , 39.0            , 0.0             , -4.535633009    , -2.138294161    , -2.277619432    , -2.1722142      , 0.9329968999    , -3.055887921    , -14.16620203    , -5.512439877    , -20.16598787    , 0.0             , 0.0             , 0.0             , -8.665669944    
85              , 0.0602969       , 0.065969          , 0.119908          , 0.525655        , 0.992608        , 18.8362           , 34.3789           , 0.120315        , 0.127829        , 0.0503153          , 1.22907         , 8.49704           , 12.8129          , 0.0815896       , 0.0642872       , 0.0488973       , 0.0356288       , 0.0243583       , 0.119908          , 0.106402          , 0.0929455         , 0.0794958         , 0.065969          , 0.992608        , 0.874494        , 0.75178         , 0.62941         , 0.525655        , 18.9328           , 26.1892           , 24.3953           , 26.3358           , 33.41             , 0.120801        , 0.121673        , 0.123634        , 0.126302        , 0.125499        , -0.352783       , -0.544669       , -0.220984       , -0.127742       , -0.249414       , 0.00665329825   , 42.7707804      , -0.005969809221 , 0.01698080933   , 0.2845819174    , 0.2845667584    , 0.196474194     , -0.1045090619   , 0.01512818216   , 0.01698080933   , 0.0             , 39.0            , 0.0             , -4.510520049    , -2.115184809    , -2.248202898    , -2.142288198    , 0.9580172794    , -3.023271771    , -14.23883025    , -5.498645594    , -20.15132289    , 0.0             , 0.0             , 0.0             , -8.701441872    
86              , 0.0602667       , 0.0660329         , 0.11988           , 0.525871        , 0.979214        , 18.944            , 34.5283           , 0.120261        , 0.127847        , 0.0502612          , 2.48677         , 8.02884           , 12.0638          , 0.0814209       , 0.0642298       , 0.0488895       , 0.0356461       , 0.0243796       , 0.11988           , 0.106477          , 0.0929427         , 0.0795265         , 0.0660329         , 0.979214        , 0.87474         , 0.751977        , 0.629585        , 0.525871        , 19.0249           , 26.3024           , 24.4865           , 26.3938           , 33.4697           , 0.122425        , 0.121724        , 0.123598        , 0.126316        , 0.125569        , -1.01106        , -1.46394        , -1.33053        , -1.35555        , -1.65796        , 0.009020078524  , 25.5201469      , -0.01152551685  , 0.02034745417   , 0.2300818923    , 0.230193729     , 0.1583018135    , -0.0435268823   , 0.01951565173   , 0.02034745417   , 0.0             , 39.0            , 0.0             , -4.789297545    , -2.394056637    , -2.564888272    , -2.489551226    , 0.670157504     , -3.271190516    , -13.74396388    , -5.517866751    , -20.19026013    , 0.0             , 0.0             , 0.0             , -8.590942948    
87              , 0.0602939       , 0.0659754         , 0.119896          , 0.525663        , 0.991121        , 18.8476           , 34.3938           , 0.120309        , 0.127835        , 0.0503094          , 1.35087         , 8.45066           , 12.6926          , 0.0815745       , 0.0642815       , 0.0488965       , 0.0356305       , 0.0243605       , 0.119896          , 0.106408          , 0.092944          , 0.0794984         , 0.0659754         , 0.991121        , 0.874509        , 0.751787        , 0.629415        , 0.525663        , 18.9427           , 26.201            , 24.4045           , 26.3416           , 33.416            , 0.12097         , 0.121678        , 0.123631        , 0.126305        , 0.125509        , -0.426146       , -0.636616       , -0.331959       , -0.250546       , -0.390311       , 0.006674711685  , 41.83169518     , -0.006963806669 , 0.0173751546    , 0.2792074439    , 0.2792145046    , 0.1927198055    , -0.09840028182  , 0.01587332576   , 0.0173751546    , 0.0             , 39.0            , 0.0             , -4.537645235    , -2.140187955    , -2.279905398    , -2.174532083    , 0.9309894493    , -3.058433527    , -13.98801277    , -5.513164813    , -20.14673505    , 0.0             , 0.0             , 0.0             , -8.663739973    
88              , 0.0602966       , 0.0659696         , 0.119907          , 0.525656        , 0.992458        , 18.8374           , 34.3804           , 0.120315        , 0.12783         , 0.0503147          , 1.24125         , 8.4924            , 12.8009          , 0.0815881       , 0.0642866       , 0.0488972       , 0.035629        , 0.0243586       , 0.119907          , 0.106403          , 0.0929453         , 0.079496          , 0.0659696         , 0.992458        , 0.874496        , 0.751781        , 0.629411        , 0.525656        , 18.9338           , 26.1904           , 24.3962           , 26.3363           , 33.4106           , 0.120818        , 0.121673        , 0.123634        , 0.126302        , 0.1255          , -0.360202       , -0.553864       , -0.232081       , -0.140022       , -0.263504       , 0.006653336777  , 42.69034145     , -0.006073552759 , 0.01702079827   , 0.2840462079    , 0.2840332188    , 0.1960999979    , -0.103898592    , 0.01520576062   , 0.01702079827   , 0.0             , 39.0            , 0.0             , -4.513363611    , -2.117808831    , -2.251345201    , -2.145421071    , 0.9551964656    , -3.02695615     , -13.83347685    , -5.545649016    , -20.22017831    , 0.0             , 0.0             , 0.0             , -8.698211273    
89              , 0.0602969       , 0.0659691         , 0.119908          , 0.525656        , 0.992591        , 18.8364           , 34.379            , 0.120315        , 0.127829        , 0.0503152          , 1.23047         , 8.4965            , 12.8115          , 0.0815895       , 0.0642871       , 0.0488973       , 0.0356288       , 0.0243584       , 0.119908          , 0.106402          , 0.0929455         , 0.0794958         , 0.0659691         , 0.992591        , 0.874494        , 0.75178         , 0.62941         , 0.525656        , 18.9329           , 26.1893           , 24.3954           , 26.3358           , 33.4101           , 0.120803        , 0.121673        , 0.123634        , 0.126302        , 0.125499        , -0.353637       , -0.545726       , -0.222259       , -0.129153       , -0.251033       , 0.006653280895  , 42.76167866     , -0.005981777208 , 0.01698540971   , 0.2845203702    , 0.2845054597    , 0.1964312029    , -0.104438916    , 0.01513712964   , 0.01698540971   , 0.0             , 39.0            , 0.0             , -4.510837916    , -2.115482711    , -2.248554332    , -2.142644001    , 0.9577013626    , -3.023689822    , -13.86518248    , -5.552394572    , -20.19808883    , 0.0             , 0.0             , 0.0             , -8.701160823    
90              , 0.0602669       , 0.066033          , 0.119881          , 0.525876        , 0.97911         , 18.9452           , 34.5322           , 0.12026         , 0.127845        , 0.0502598          , 2.50656         , 8.02625           , 12.0621          , 0.0814192       , 0.0642298       , 0.04889         , 0.0356466       , 0.0243799       , 0.119881          , 0.106478          , 0.0929425         , 0.0795267         , 0.066033          , 0.97911         , 0.874745        , 0.751982        , 0.62959         , 0.525876        , 19.0262           , 26.3053           , 24.488            , 26.3927           , 33.4702           , 0.122439        , 0.121725        , 0.123597        , 0.126315        , 0.125568        , -1.01926        , -1.47676        , -1.34646        , -1.37382        , -1.67807        , 0.008989890474  , 25.56859397     , -0.01158958723  , 0.02038196973   , 0.2297424533    , 0.2298588594    , 0.1581194708    , -0.04329654588  , 0.01957953013   , 0.02038196973   , 0.0             , 39.0            , 0.0             , -4.789820383    , -2.394794261    , -2.565519945    , -2.489940188    , 0.6695824132    , -3.270457742    , -13.88538586    , -5.532816618    , -20.17833227    , 0.0             , 0.0             , 0.0             , -8.589381312    
91              , 0.0602939       , 0.0659755         , 0.119895          , 0.525663        , 0.991093        , 18.8479           , 34.3944           , 0.120309        , 0.127835        , 0.0503093          , 1.35401         , 8.44992           , 12.6907          , 0.0815742       , 0.0642814       , 0.0488966       , 0.0356306       , 0.0243605       , 0.119895          , 0.106409          , 0.092944          , 0.0794985         , 0.0659755         , 0.991093        , 0.874509        , 0.751787        , 0.629415        , 0.525663        , 18.943            , 26.2014           , 24.4047           , 26.3415           , 33.4161           , 0.120973        , 0.121678        , 0.123631        , 0.126305        , 0.125509        , -0.427823       , -0.63885        , -0.334701       , -0.253644       , -0.39378        , 0.006672317222  , 41.83329459     , -0.006982533021 , 0.01738222598   , 0.2791174239    , 0.2791250119    , 0.1926622609    , -0.09831405883  , 0.01588835345   , 0.01738222598   , 0.0             , 39.0            , 0.0             , -4.538040338    , -2.140563872    , -2.280337371    , -2.174960738    , 0.9305962155    , -3.058931856    , -14.03091178    , -5.513591315    , -20.16944286    , 0.0             , 0.0             , 0.0             , -8.663566244    
92              , 0.0602966       , 0.0659697         , 0.119906          , 0.525656        , 0.992439        , 18.8375           , 34.3806           , 0.120315        , 0.12783         , 0.0503146          , 1.24282         , 8.49185           , 12.7994          , 0.081588        , 0.0642866       , 0.0488972       , 0.035629        , 0.0243586       , 0.119906          , 0.106403          , 0.0929453         , 0.0794961         , 0.0659697         , 0.992439        , 0.874496        , 0.751781        , 0.629411        , 0.525656        , 18.9339           , 26.1905           , 24.3963           , 26.3364           , 33.4107           , 0.12082         , 0.121673        , 0.123634        , 0.126302        , 0.1255          , -0.361139       , -0.555038       , -0.233503       , -0.141602       , -0.265308       , 0.006653083503  , 42.68233199     , -0.006086217619 , 0.01702564302   , 0.2839818338    , 0.2839691188    , 0.1960555647    , -0.1038268432   , 0.01521532614   , 0.01702564302   , 0.0             , 39.0            , 0.0             , -4.513698689    , -2.118111159    , -2.251719435    , -2.145783325    , 0.9548646972    , -3.02738732     , -14.09337263    , -5.52812723     , -20.19029275    , 0.0             , 0.0             , 0.0             , -8.697835863    
93              , 0.0602672       , 0.0660328         , 0.119881          , 0.52588         , 0.979054        , 18.9462           , 34.5356           , 0.120259        , 0.127842        , 0.0502586          , 2.52101         , 8.02554           , 12.0615          , 0.0814182       , 0.0642301       , 0.0488905       , 0.0356471       , 0.0243802       , 0.119881          , 0.106479          , 0.0929423         , 0.0795267         , 0.0660328         , 0.979054        , 0.874749        , 0.751986        , 0.629593        , 0.52588         , 19.0272           , 26.3077           , 24.4892           , 26.3915           , 33.4705           , 0.122446        , 0.121725        , 0.123596        , 0.126314        , 0.125566        , -1.02482        , -1.48575        , -1.35794        , -1.38721        , -1.6926         , 0.008941261782  , 25.69437687     , -0.01165056488  , 0.02040575483   , 0.2296186992    , 0.22974015      , 0.158088511     , -0.04330403937  , 0.01963931828   , 0.02040575483   , 0.0             , 39.0            , 0.0             , -4.789661757    , -2.394051836    , -2.565296921    , -2.489663512    , 0.6697838297    , -3.270678072    , -13.86359869    , -5.513789233    , -20.18406415    , 0.0             , 0.0             , 0.0             , -8.588704781    
94              , 0.0602937       , 0.0659761         , 0.119894          , 0.525664        , 0.990953        , 18.849            , 34.3961           , 0.120309        , 0.127835        , 0.0503086          , 1.36652         , 8.44566           , 12.6797          , 0.0815727       , 0.0642809       , 0.0488966       , 0.0356308       , 0.0243607       , 0.119894          , 0.106409          , 0.0929439         , 0.0794987         , 0.0659761         , 0.990953        , 0.874511        , 0.751788        , 0.629416        , 0.525664        , 18.944            , 26.2027           , 24.4057           , 26.3419           , 33.4167           , 0.120989        , 0.121679        , 0.12363         , 0.126306        , 0.12551         , -0.435016       , -0.64813        , -0.345969       , -0.266188       , -0.408082       , 0.006673364846  , 41.75194234     , -0.007072960203 , 0.01741882184   , 0.2786160868    , 0.2786259443    , 0.1923177567    , -0.09776339663  , 0.01595743832   , 0.01741882184   , 0.0             , 39.0            , 0.0             , -4.540598497    , -2.142959492    , -2.283225121    , -2.177884455    , 0.9280439373    , -3.062129708    , -13.89644503    , -5.526427354    , -20.17861223    , 0.0             , 0.0             , 0.0             , -8.661056905    
95              , 0.0602963       , 0.0659704         , 0.119905          , 0.525657        , 0.992289        , 18.8387           , 34.3821           , 0.120314        , 0.127831        , 0.050314           , 1.25519         , 8.48724           , 12.7875          , 0.0815865       , 0.064286        , 0.0488972       , 0.0356292       , 0.0243588       , 0.119905          , 0.106404          , 0.0929451         , 0.0794963         , 0.0659704         , 0.992289        , 0.874497        , 0.751781        , 0.629411        , 0.525657        , 18.935            , 26.1918           , 24.3972           , 26.337            , 33.4113           , 0.120837        , 0.121674        , 0.123633        , 0.126303        , 0.125501        , -0.36861        , -0.564347       , -0.24475        , -0.154061       , -0.279586       , 0.006653022903  , 42.60267815     , -0.006189214403 , 0.01706551674   , 0.2834471006    , 0.2834365934    , 0.1956831155    , -0.1032209125   , 0.01529257492   , 0.01706551674   , 0.0             , 39.0            , 0.0             , -4.516543505    , -2.120748454    , -2.254961674    , -2.149019023    , 0.9520383573    , -3.031047544    , -13.93944637    , -5.539847905    , -20.19944062    , 0.0             , 0.0             , 0.0             , -8.694653586    
