"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           1,          22,      -1.686566103,       0.406598646,      0.5021145729,       3.802808662,     0.01228932743,      0.3465604774,                 0,                 0,                 0,     0.08036662733,   0.0001870548644,      0.3467782535,                 0,       28.20011749
          0,           1,          23,      -1.725485165,      0.3419270779,      0.4639015641,       3.763358981,      0.0124221044,      0.3457607976,                 0,                 0,                 0,     0.08047862141,   0.0003476593696,      0.3459836947,                 0,       27.83431749
          0,           1,          24,      -1.764338678,       0.275805293,      0.4270780729,       3.723743621,     0.01248321927,      0.3450815491,                 0,                 0,                 0,     0.08061155199,   0.0004324424437,      0.3453069928,                 0,       27.64363436
          0,           1,          25,       -1.80279334,      0.2127173677,      0.3911885265,       3.684323825,      0.0124800055,      0.3445112918,                 0,                 0,                 0,     0.08074686184,   0.0004491323303,      0.3447369707,                 0,       27.60505928
          0,           1,          26,      -1.840784723,      0.1586747686,      0.3558199517,        3.64535698,     0.01242454057,      0.3440420938,                 0,                 0,                 0,      0.0808707908,   0.0004100759583,      0.3442661229,                 0,       27.69052842
          0,           1,          27,      -1.878003167,      0.1165141173,      0.3206937457,       3.607397515,     0.01232957969,      0.3436534209,                 0,                 0,                 0,     0.08096704824,   0.0003287374199,      0.3438743726,                 0,       27.87227378
          0,           1,          28,      -1.914868755,      0.0860688064,      0.2858046122,       3.570183958,     0.01220901915,      0.3433280254,                 0,                 0,                 0,     0.08102381433,   0.0002196064501,      0.3435449679,                 0,       28.12085241
          0,           1,          29,      -1.951322522,     0.06342529843,      0.2515082381,        3.53373641,      0.0120765101,      0.3430521996,                 0,                 0,                 0,     0.08103489431,   9.680430637e-05,      0.3432646856,                 0,       28.40656753
          0,           1,          30,      -1.987278784,      0.0428971759,      0.2176495008,        3.49798337,     0.01194307029,      0.3428095877,                 0,                 0,                 0,     0.08099754883,  -2.808718233e-05,      0.3430175645,                 0,        28.7036398
          0,           1,          31,      -2.022779606,     0.02085951782,      0.1830300178,        3.46276216,     0.01181700265,      0.3425852379,                 0,                 0,                 0,     0.08091339809,  -0.0001462483241,      0.3427889517,                 0,       28.99087424
          0,           1,          32,       -2.05804842,    -0.00432329811,      0.1471680507,       3.427806986,     0.01170439053,      0.3423677612,                 0,                 0,                 0,     0.08078737014,  -0.0002512020194,      0.3425676774,                 0,       29.25122502
          0,           1,          33,      -2.093449174,    -0.03280930526,      0.1107572311,       3.392727197,     0.01160934514,      0.3421467766,                 0,                 0,                 0,      0.0806263027,  -0.0003384772573,      0.3423435104,                 0,       29.47166893
          0,           1,          34,      -2.128691452,    -0.06441347547,     0.07425362929,       3.357802319,     0.01153454561,      0.3419164434,                 0,                 0,                 0,     0.08043956438,  -0.0004051927091,      0.3421107069,                 0,       29.64281861
          0,           1,          35,      -2.163941709,    -0.09922603299,     0.03813476791,       3.322786856,     0.01148117828,      0.3416735478,                 0,                 0,                 0,     0.08023856212,  -0.0004500505932,      0.3418660968,                 0,       29.75944971
          0,           1,          36,      -2.198950263,     -0.1370962991,    0.003562779869,       3.287860567,       0.011448792,      0.3414183108,                 0,                 0,                 0,     0.08003521619,   -0.000473509512,      0.3416098851,                 0,       29.82133931
          0,           1,          37,       -2.23389131,     -0.1763500317,     -0.0283604222,       3.252834264,     0.01143554375,      0.3411529801,                 0,                 0,                 0,     0.07984045358,  -0.0004774897816,      0.3413442537,                 0,        29.8326855
          0,           1,          38,      -2.268599083,      -0.214895592,    -0.05733801166,       3.217906547,     0.01143872674,      0.3408810023,                 0,                 0,                 0,     0.07966365542,  -0.0004648168424,      0.3410725526,                 0,        29.8006072
          0,           1,          39,      -2.303036889,      -0.251308523,    -0.08470212728,       3.183181291,      0.0114550392,      0.3406064127,                 0,                 0,                 0,     0.07951203034,  -0.0004389312789,      0.3407986995,                 0,       29.73419879
          0,           2,           0,      -1.542764522,      0.9056810742,      0.9401891369,       3.943487602,     0.01844443462,      0.4123991506,                 0,                 0,                 0,     0.09997845828,    0.004040675976,      0.4127916297,                 0,         22.359002
          0,           2,           1,       -1.82876222,      0.7185891339,      0.7177783847,       3.677727143,     0.01847899497,      0.4219570238,                 0,                 0,                 0,      0.1001026606,    0.003741650307,      0.4223448866,                 0,       22.83441412
          0,           2,           2,      -1.750611083,      0.7921085169,       0.788711799,       3.742792168,     0.01826164215,      0.4228666436,                 0,                 0,                 0,     0.09629841579,    0.003492684619,      0.4232463667,                 0,       23.15600317
          0,           2,           3,      -1.728294863,      0.7695160578,      0.7585171463,       3.761822541,     0.01829382229,      0.4286410594,                 0,                 0,                 0,     0.09401779357,    0.003323320952,      0.4290183881,                 0,       23.43091851
          0,           2,           4,      -1.726159296,       0.750484483,      0.7528753495,       3.774607383,     0.01855680484,      0.4380051523,                 0,                 0,                 0,     0.09332071979,     0.00325934117,      0.4383859545,                 0,       23.60347894
          0,           2,           5,      -1.744876943,      0.7347512751,      0.7485541378,       3.759107585,     0.01889331982,      0.4473493149,                 0,                 0,                 0,     0.09296381604,    0.003269544577,      0.4477361692,                 0,       23.67764476
          0,           2,           6,      -1.782193874,      0.6884966698,      0.7008795353,       3.711157622,     0.01920238104,      0.4548448934,                 0,                 0,                 0,     0.09226568781,    0.003316825609,      0.4552379676,                 0,       23.68690073
          0,           2,           7,      -1.819346856,      0.6149184647,      0.6091480914,       3.658692684,     0.01945204645,      0.4602985734,                 0,                 0,                 0,     0.09118411683,    0.003376008242,      0.4606970386,                 0,       23.66324667
          0,           2,           8,      -1.841397109,      0.5503606151,      0.5116312021,       3.633537887,     0.01964380425,      0.4642236495,                 0,                 0,                 0,     0.08997722184,    0.003430666051,      0.4646264159,                 0,       23.63206452
          0,           2,           9,      -1.853399691,      0.5244947387,       0.467192405,       3.631457417,     0.01978017402,      0.4671081605,                 0,                 0,                 0,     0.08888395306,    0.003466284762,       0.467513929,                 0,       23.61496719
          0,           2,          10,      -1.863606824,      0.5180644086,      0.4700070489,       3.631502791,     0.01985289281,      0.4692091509,                 0,                 0,                 0,     0.08799868491,    0.003465635748,      0.4696161773,                 0,       23.63429629
          0,           2,          11,      -1.873233436,      0.5073669369,      0.4686817473,        3.62536218,     0.01985952831,      0.4707339399,                 0,                 0,                 0,     0.08734111359,     0.00341905284,      0.4711402691,                 0,       23.70317827
          0,           2,          12,      -1.880472984,      0.4858709129,      0.4447925634,       3.614996852,     0.01980434522,      0.4718663208,                 0,                 0,                 0,     0.08691419802,    0.003324383837,      0.4722700343,                 0,       23.82640353
          0,           2,          13,      -1.887190666,      0.4539950712,      0.4030065208,       3.602971434,     0.01969473518,      0.4727409315,                 0,                 0,                 0,     0.08670298308,    0.003184317096,      0.4731402868,                 0,       24.00341651
          0,           2,          14,      -1.894146814,       0.418110543,      0.3571069382,       3.592049815,     0.01954293171,      0.4734356609,                 0,                 0,                 0,     0.08666154262,    0.003008360398,      0.4738292951,                 0,       24.22541653
          0,           2,          15,      -1.900965896,      0.3836818402,      0.3171548436,       3.584020991,     0.01936458455,      0.4740260194,                 0,                 0,                 0,      0.0867455955,    0.002809518668,      0.4744130698,                 0,       24.47901829
          0,           2,          16,      -1.906487251,      0.3541357119,      0.2873923323,        3.57986634,      0.0191752449,      0.4745847691,                 0,                 0,                 0,     0.08691461722,     0.00260079428,      0.4749648713,                 0,       24.74986742
          0,           2,          17,      -1.911376854,      0.3297603681,      0.2643528067,       3.577709837,     0.01898672537,      0.4751468933,                 0,                 0,                 0,     0.08712767323,    0.002392771739,      0.4755200738,                 0,       25.02521546
          0,           2,          18,      -1.917216346,      0.3099403657,      0.2427344789,       3.574813838,     0.01880906207,      0.4757154869,                 0,                 0,                 0,     0.08734698828,     0.00219537303,      0.4760821207,                 0,       25.29182397
          0,           2,          19,      -1.926276915,      0.2903605189,       0.222441323,       3.568207322,     0.01864957758,      0.4762645884,                 0,                 0,                 0,     0.08753842208,    0.002016822333,      0.4766253217,                 0,       25.53755366
          0,           2,          20,       -1.94115925,      0.2695252441,      0.1990778283,       3.555157269,     0.01851681887,      0.4768041692,                 0,                 0,                 0,      0.0876868106,    0.001865313394,      0.4771599406,                 0,       25.74978848
          0,           2,          21,      -1.965168654,      0.2405707987,      0.1720218934,       3.532404528,     0.01841025501,      0.4773097073,                 0,                 0,                 0,     0.08777729065,    0.001741171423,      0.4776614518,                 0,       25.92629527
          0,           2,          22,      -1.995004432,      0.2046247055,      0.1408590326,       3.503415027,     0.01834042835,      0.4777590055,                 0,                 0,                 0,     0.08781334381,    0.001655707022,      0.4781080394,                 0,       26.04950093
          0,           2,          23,      -2.030744413,      0.1594422065,      0.1026488248,       3.468348761,     0.01830455213,      0.4781404046,                 0,                 0,                 0,     0.08780019998,    0.001606542015,       0.478487954,                 0,       26.12139326
          0,           2,          24,      -2.070437314,      0.1115452975,     0.05736906248,       3.428886966,     0.01829525188,      0.4784654679,                 0,                 0,                 0,     0.08774546737,     0.00158590289,      0.4788124947,                 0,        26.1524395
          0,           2,          25,      -2.114934246,     0.06213469499,    0.009996099178,       3.384283317,       0.018307024,      0.4787122515,                 0,                 0,                 0,     0.08765256566,    0.001589055212,      0.4790595388,                 0,       26.14910275
          0,           2,          26,      -2.165249756,     0.01294561348,    -0.04086849214,       3.333565921,     0.01833545865,      0.4788674382,                 0,                 0,                 0,     0.08753049756,    0.001612056601,      0.4792156234,                 0,       26.11701444
          0,           2,          27,      -2.219916158,    -0.03081335302,    -0.09304145234,       3.278211455,      0.0183768669,      0.4789455884,                 0,                 0,                 0,     0.08739548671,    0.001650712222,      0.4792951711,                 0,        26.0624181
          0,           2,          28,      -2.279837677,    -0.06853981717,     -0.1433141797,       3.217144703,     0.01842762084,      0.4789683986,                 0,                 0,                 0,     0.08726350261,    0.001700639183,      0.4793197387,                 0,       25.99187398
          0,           2,          29,      -2.341009909,     -0.1045510354,     -0.1906028905,        3.15430141,      0.0184809723,      0.4789345549,                 0,                 0,                 0,     0.08714471929,    0.001755139276,      0.4792877775,                 0,       25.91500853
          0,           2,          30,      -2.401255046,     -0.1427195181,     -0.2357493141,       3.091864131,       0.018531348,      0.4788577202,                 0,                 0,                 0,     0.08704596412,    0.001808165773,      0.4792127478,                 0,       25.84041486
