"arc_length","Displacement_Magnitude","Sxx","Sxy","Sxz","Syy","Syz","Szz","Von_Mises_Stress"
0,0,1.13384e+06,-57379.2,-2447.19,2.18985e+06,496536,1.04919e+06,1.50386e+06
0.002,8.19857e-07,1.14356e+06,-57276.8,-932.016,2.22696e+06,488348,1.04257e+06,1.52064e+06
0.004,1.63971e-06,1.15327e+06,-57174.4,583.159,2.26407e+06,480161,1.03595e+06,1.53743e+06
0.006,2.45957e-06,1.16299e+06,-57072,2098.33,2.30118e+06,471973,1.02933e+06,1.55421e+06
0.008,3.27943e-06,1.17242e+06,-56921.5,3605.96,2.3383e+06,463668,1.02203e+06,1.57117e+06
0.01,4.09928e-06,1.18115e+06,-56653.8,5095.24,2.37544e+06,455079,1.01307e+06,1.58856e+06
0.012,4.91914e-06,1.18988e+06,-56386,6584.51,2.41258e+06,446490,1.00411e+06,1.60594e+06
0.014,5.739e-06,1.19861e+06,-56118.3,8073.78,2.44972e+06,437900,995142,1.62333e+06
0.016,6.55886e-06,1.20734e+06,-55850.6,9563.06,2.48686e+06,429311,986180,1.64072e+06
0.018,7.38922e-06,1.21416e+06,-55636,11163.5,2.52131e+06,420059,973887,1.65881e+06
0.02,8.28877e-06,1.20857e+06,-55766.1,13484.5,2.5383e+06,406514,940011,1.68152e+06
0.022,9.18981e-06,1.20298e+06,-55896.3,15805.4,2.5553e+06,392970,906135,1.70422e+06
0.024,1.01844e-05,1.1794e+06,-54744.3,18210.3,2.54159e+06,376133,851593,1.7195e+06
0.026,1.11978e-05,1.15302e+06,-53391.5,20628.3,2.52308e+06,358781,793812,1.73363e+06
0.028,1.22147e-05,1.12663e+06,-52038.6,23046.3,2.50456e+06,341429,736031,1.74775e+06
0.03,1.32343e-05,1.10024e+06,-50685.7,25464.4,2.48605e+06,324076,678250,1.76187e+06
0.032,1.42559e-05,1.07385e+06,-49332.8,27882.4,2.46753e+06,306724,620469,1.77599e+06
0.034,1.52792e-05,1.04746e+06,-47980,30300.4,2.44901e+06,289371,562688,1.79011e+06
0.036,1.63039e-05,1.02107e+06,-46627.1,32718.4,2.4305e+06,272019,504907,1.80424e+06
0.038,1.73656e-05,994707,-45324.6,35093.8,2.41331e+06,254532,446037,1.82056e+06
0.04,2.00311e-05,969317,-46258.1,35573.9,2.45532e+06,231057,338845,1.93481e+06
0.042,2.2649e-05,941142,-46318.7,35928.8,2.4744e+06,211200,251815,2.01498e+06
0.044,2.50558e-05,902753,-43178.9,35824.8,2.4094e+06,204602,238700,1.97019e+06
0.046,2.74487e-05,866435,-40128.2,36221.6,2.34825e+06,198802,225538,1.92883e+06
0.048,2.96446e-05,851414,-37994.4,41770.1,2.32676e+06,201219,211886,1.92257e+06
0.05,3.18627e-05,836394,-35860.7,47318.7,2.30526e+06,203636,198235,1.91632e+06
0.052,3.40985e-05,821374,-33726.9,52867.2,2.28377e+06,206053,184583,1.91006e+06
0.054,3.63488e-05,806353,-31593.1,58415.8,2.26228e+06,208470,170932,1.9038e+06
0.056,3.86111e-05,791333,-29459.4,63964.3,2.24078e+06,210886,157280,1.89755e+06
0.058,4.08833e-05,776313,-27325.6,69512.9,2.21929e+06,213303,143629,1.89129e+06
0.06,4.3164e-05,761292,-25191.9,75061.4,2.19779e+06,215720,129977,1.88504e+06
0.062,4.54518e-05,746272,-23058.1,80610,2.1763e+06,218137,116326,1.87878e+06
0.064,4.77456e-05,731251,-20924.3,86158.6,2.1548e+06,220554,102674,1.87253e+06
0.066,5.00448e-05,716231,-18790.6,91707.1,2.13331e+06,222971,89022.5,1.86627e+06
0.068,5.23485e-05,701211,-16656.8,97255.7,2.11182e+06,225387,75371,1.86001e+06
0.07,5.46562e-05,686190,-14523,102804,2.09032e+06,227804,61719.4,1.85376e+06
0.072,5.6988e-05,668794,-12058.6,107218,2.05984e+06,230423,50440.1,1.84817e+06
0.074,5.93387e-05,649504,-9330.45,110727,2.02219e+06,233202,41052,1.84312e+06
0.076,6.1727e-05,626330,-7747.56,115986,1.97306e+06,233751,29235.4,1.86992e+06
0.078,6.41555e-05,599270,-7311.14,122998,1.91244e+06,232069,14987.6,1.92861e+06
0.08,6.65424e-05,574477,-7129.23,129109,1.85495e+06,231831,2170.88,1.96547e+06
0.082,6.92107e-05,583743,-8746.6,126226,1.87553e+06,236529,8490.24,1.89641e+06
0.084,7.30859e-05,582107,-7292.02,126018,1.87107e+06,234384,4563.36,1.9026e+06
0.086,7.7034e-05,580227,-5915.66,125553,1.86545e+06,232428,419.239,1.90458e+06
0.088,8.09828e-05,579980,-5672.18,123209,1.86052e+06,232923,-2292.93,1.86969e+06
0.09,8.49388e-05,579734,-5428.7,120865,1.8556e+06,233418,-5005.1,1.83481e+06
0.092,8.89009e-05,579488,-5185.22,118521,1.85067e+06,233912,-7717.27,1.79993e+06
0.094,9.28684e-05,579241,-4941.74,116177,1.84574e+06,234407,-10429.4,1.76504e+06
0.096,9.68406e-05,578995,-4698.26,113833,1.84082e+06,234902,-13141.6,1.73016e+06
0.098,0.000100833,578725,-4572.52,111658,1.83622e+06,235434,-15455.3,1.70264e+06
0.1,0.000104886,578376,-4847.88,110063,1.83276e+06,236097,-16411.7,1.7002e+06
0.102,0.000108942,578026,-5123.24,108468,1.82929e+06,236760,-17368,1.69777e+06
0.104,0.000113001,577677,-5398.6,106872,1.82582e+06,237422,-18324.3,1.69533e+06
0.106,0.000117062,577327,-5673.96,105277,1.82236e+06,238085,-19280.6,1.6929e+06
0.108,0.000121126,576977,-5949.32,103682,1.81889e+06,238747,-20236.9,1.69046e+06
0.11,0.000125192,576628,-6224.68,102086,1.81543e+06,239410,-21193.2,1.68802e+06
0.112,0.00012926,576278,-6500.04,100491,1.81196e+06,240073,-22149.5,1.68559e+06
0.114,0.00013333,575929,-6775.4,98895.5,1.8085e+06,240735,-23105.8,1.68315e+06
0.116,0.000137401,575579,-7050.76,97300.1,1.80503e+06,241398,-24062.1,1.68072e+06
0.118,0.000141474,575230,-7326.12,95704.8,1.80157e+06,242061,-25018.4,1.67828e+06
0.12,0.000145548,574880,-7601.48,94109.4,1.7981e+06,242723,-25974.7,1.67585e+06
0.122,0.000149623,574531,-7876.84,92514.1,1.79463e+06,243386,-26931,1.67341e+06
0.124,0.000153757,574100,-8560.66,91508.2,1.79232e+06,244181,-26505,1.69652e+06
0.126,0.000158186,576030,-9849.89,91113.7,1.80266e+06,247353,-23386.2,1.73558e+06
0.128,0.000163234,574804,-7744.78,87104.1,1.80788e+06,248662,-25855.4,1.7202e+06
0.13,0.000168427,572027,-5309.08,82991.6,1.80999e+06,249047,-28265.9,1.72715e+06
0.132,0.000173623,569249,-2873.37,78879.1,1.8121e+06,249432,-30676.5,1.7341e+06
0.134,0.00017882,566472,-437.651,74766.5,1.81421e+06,249817,-33087.1,1.74105e+06
0.136,0.00018402,563695,1998.06,70654,1.81632e+06,250201,-35497.6,1.748e+06
0.138,0.000189221,560918,4433.76,66541.5,1.81843e+06,250586,-37908.2,1.75495e+06
0.14,0.000194423,558141,6869.48,62429,1.82054e+06,250971,-40318.8,1.7619e+06
0.142,0.000199627,555364,9305.19,58316.5,1.82265e+06,251356,-42729.4,1.76886e+06
0.144,0.000204833,552587,11740.9,54204,1.82476e+06,251740,-45139.9,1.77581e+06
0.146,0.000210039,549810,14176.6,50091.5,1.82687e+06,252125,-47550.5,1.78276e+06
0.148,0.000215247,547033,16612.3,45978.9,1.82898e+06,252510,-49961.1,1.78971e+06
0.15,0.000220456,544256,19048,41866.4,1.83109e+06,252895,-52371.6,1.79666e+06
0.152,0.000225852,540874,20473.7,39189,1.82754e+06,252590,-56028.1,1.793e+06
0.154,0.000231541,536549,20327.5,38745,1.81519e+06,251213,-61623.4,1.77282e+06
0.156,0.000237231,532224,20181.3,38301,1.80284e+06,249836,-67218.7,1.75265e+06
0.158,0.000242923,527899,20035.1,37857,1.79049e+06,248459,-72814,1.73248e+06
