"arc_length","Displacement_Magnitude","Sxx","Sxy","Sxz","Syy","Syz","Szz","Von_Mises_Stress"
0,0,1.1906e+06,-68522.5,-6420.76,2.39634e+06,481445,1.02542e+06,1.54906e+06
0.002,1.82877e-06,1.1312e+06,-62607,-5581.73,2.30816e+06,451542,946080,1.51198e+06
0.004,2.96962e-06,1.09892e+06,-60118.3,-4578.34,2.25276e+06,434303,908017,1.48702e+06
0.006,3.93e-06,1.0755e+06,-58749,-3521.24,2.20807e+06,421200,883437,1.46603e+06
0.008,4.91365e-06,1.05207e+06,-57379.7,-2464.15,2.16339e+06,408097,858856,1.44503e+06
0.01,5.90897e-06,1.02865e+06,-56010.4,-1407.05,2.1187e+06,394995,834276,1.42404e+06
0.012,6.91092e-06,1.00523e+06,-54641.1,-349.958,2.07401e+06,381892,809696,1.40304e+06
0.014,7.91699e-06,981801,-53271.9,707.137,2.02933e+06,368790,785116,1.38205e+06
0.016,8.89198e-06,958366,-51491.6,1908.95,1.98351e+06,356642,761936,1.36126e+06
0.018,9.78321e-06,934904,-48675,3475.61,1.93485e+06,346903,742286,1.341e+06
0.02,1.06753e-05,911441,-45858.5,5042.28,1.88619e+06,337163,722637,1.32075e+06
0.022,1.1568e-05,887979,-43042,6608.94,1.83752e+06,327424,702987,1.30049e+06
0.024,1.24612e-05,864516,-40225.5,8175.61,1.78886e+06,317684,683338,1.28023e+06
0.026,1.33549e-05,841054,-37408.9,9742.27,1.7402e+06,307944,663688,1.25997e+06
0.028,1.42488e-05,817591,-34592.4,11308.9,1.69154e+06,298205,644038,1.23971e+06
0.03,1.51431e-05,794129,-31775.9,12875.6,1.64287e+06,288465,624389,1.21945e+06
0.032,1.60375e-05,770666,-28959.3,14442.3,1.59421e+06,278726,604739,1.19919e+06
0.034,1.69321e-05,747204,-26142.8,16008.9,1.54555e+06,268986,585089,1.17893e+06
0.036,1.78269e-05,723741,-23326.3,17575.6,1.49689e+06,259247,565440,1.15867e+06
0.038,1.87219e-05,700279,-20509.8,19142.3,1.44823e+06,249507,545790,1.13841e+06
0.04,1.96169e-05,676816,-17693.2,20708.9,1.39956e+06,239767,526141,1.11816e+06
0.042,2.05121e-05,653354,-14876.7,22275.6,1.3509e+06,230028,506491,1.0979e+06
0.044,2.14074e-05,629891,-12060.2,23842.2,1.30224e+06,220288,486841,1.07764e+06
0.046,2.23027e-05,606429,-9243.67,25408.9,1.25358e+06,210549,467192,1.05738e+06
0.048,2.31981e-05,582966,-6427.14,26975.6,1.20491e+06,200809,447542,1.03712e+06
0.05,2.51007e-05,555912,-4292.41,29415.1,1.17023e+06,195383,416079,1.03658e+06
0.052,2.7368e-05,527563,-2403.58,32169.3,1.14058e+06,191512,380356,1.04316e+06
0.054,2.96368e-05,499214,-514.75,34923.6,1.11093e+06,187641,344633,1.04974e+06
0.056,3.19068e-05,470864,1374.08,37677.9,1.08129e+06,183770,308910,1.05632e+06
0.058,3.41776e-05,442515,3262.91,40432.2,1.05164e+06,179899,273187,1.0629e+06
0.06,3.64492e-05,414166,5151.74,43186.5,1.02199e+06,176028,237464,1.06948e+06
0.062,3.87213e-05,385817,7040.58,45940.7,992347,172157,201740,1.07606e+06
0.064,4.09157e-05,381843,6428.83,45985.2,986310,175547,199296,1.07805e+06
0.066,4.31367e-05,379643,5635.16,45832.5,981990,179466,199272,1.07971e+06
0.068,4.53864e-05,377443,4841.49,45679.8,977670,183384,199248,1.08137e+06
0.07,4.76607e-05,375243,4047.83,45527.1,973351,187303,199225,1.08303e+06
0.072,4.99513e-05,370340,1514.46,45693.5,965171,186221,188704,1.08285e+06
0.074,5.22521e-05,365001,-1299.58,45911.3,956368,184333,176490,1.08239e+06
0.076,5.45619e-05,359662,-4113.61,46129.2,947565,182444,164276,1.08192e+06
0.078,5.68797e-05,354323,-6927.65,46347,938762,180556,152061,1.08145e+06
0.08,5.92044e-05,348984,-9741.68,46564.9,929960,178667,139847,1.08098e+06
0.082,6.15353e-05,343645,-12555.7,46782.7,921157,176779,127633,1.08051e+06
0.084,6.38718e-05,338306,-15369.8,47000.5,912354,174890,115419,1.08004e+06
0.086,6.62132e-05,332967,-18183.8,47218.4,903551,173002,103204,1.07958e+06
0.088,6.85595e-05,328822,-20690.2,47193.3,896276,171835,92737,1.08048e+06
0.09,7.09148e-05,331118,-21538.2,45859.3,897231,174561,91685.3,1.08879e+06
0.092,7.32778e-05,333414,-22386.3,44525.3,898186,177287,90633.5,1.09709e+06
0.094,7.56478e-05,335710,-23234.4,43191.2,899141,180013,89581.8,1.10539e+06
0.096,7.8024e-05,338006,-24082.4,41857.2,900096,182739,88530,1.1137e+06
0.098,8.04061e-05,340302,-24930.5,40523.2,901051,185465,87478.3,1.122e+06
0.1,8.30623e-05,346754,-26341.5,39708.7,912802,188670,87786.1,1.13788e+06
0.102,8.65881e-05,366604,-29566.6,40568.7,959352,193419,92475.7,1.17816e+06
0.104,9.01155e-05,386454,-32791.8,41428.7,1.0059e+06,198168,97165.4,1.21843e+06
0.106,9.36442e-05,406304,-36017,42288.7,1.05245e+06,202917,101855,1.25871e+06
0.108,9.71742e-05,426154,-39242.1,43148.7,1.099e+06,207665,106545,1.29898e+06
0.11,0.000100705,446004,-42467.3,44008.7,1.14555e+06,212414,111234,1.33926e+06
0.112,0.000104237,465854,-45692.5,44868.7,1.1921e+06,217163,115924,1.37953e+06
0.114,0.00010777,485704,-48917.6,45728.7,1.23865e+06,221912,120614,1.41981e+06
0.116,0.000111457,479434,-49195,44595.1,1.22117e+06,223285,118529,1.40813e+06
0.118,0.000115306,445380,-46336.5,41340.7,1.13558e+06,221066,109239,1.34119e+06
0.12,0.000119155,411325,-43478,38086.2,1.04998e+06,218848,99948.8,1.27425e+06
0.122,0.000123005,377271,-40619.5,34831.8,964388,216630,90658.6,1.20731e+06
0.124,0.000126856,343217,-37761,31577.4,878794,214411,81368.4,1.14037e+06
0.126,0.000130707,309162,-34902.6,28323,793200,212193,72078.2,1.07343e+06
0.128,0.000134558,275108,-32044.1,25068.6,707606,209974,62787.9,1.00648e+06
0.13,0.000138409,241054,-29185.6,21814.2,622013,207756,53497.8,939545
0.132,0.000142527,228069,-28991.6,19588.5,588356,206327,49829.6,915583
0.134,0.000146814,227548,-30373.9,17971.5,585427,205365,49487.5,917049
0.136,0.000151111,227028,-31756.3,16354.5,582497,204403,49145.4,918514
0.138,0.000155418,226508,-33138.7,14737.5,579567,203441,48803.3,919980
0.14,0.000159735,225988,-34521,13120.5,576638,202480,48461.2,921446
0.142,0.000164061,225468,-35903.4,11503.5,573708,201518,48119.1,922911
0.144,0.000168394,224947,-37285.7,9886.53,570779,200556,47777,924377
0.146,0.000172735,224427,-38668.1,8269.53,567849,199594,47434.9,925843
0.148,0.000177082,223907,-40050.4,6652.52,564920,198632,47092.8,927309
0.15,0.000181436,223387,-41432.8,5035.52,561990,197670,46750.7,928774
0.152,0.000185796,222866,-42815.1,3418.53,559061,196708,46408.6,930240
0.154,0.000190161,222346,-44197.5,1801.53,556131,195746,46066.5,931706
0.156,0.000194531,221826,-45579.8,184.529,553202,194784,45724.4,933171
0.158,0.000198906,221306,-46962.2,-1432.47,550272,193822,45382.3,934637
0.16,0.000203285,220786,-48344.5,-3049.46,547342,192860,45040.3,936103
0.162,0.000207669,220265,-49726.9,-4666.46,544413,191898,44698.2,937568
0.164,0.000212056,219745,-51109.2,-6283.47,541483,190936,44356.1,939034
0.166,0.000216448,219225,-52491.6,-7900.46,538554,189974,44014,940500
0.168,0.000220842,218705,-53873.9,-9517.46,535624,189013,43671.9,941966
0.17,0.00022524,218184,-55256.3,-11134.5,532695,188051,43329.8,943431
0.172,0.000229641,217664,-56638.7,-12751.5,529765,187089,42987.7,944897
0.174,0.000233954,219328,-57571.5,-11176,535444,186199,42400.9,943433
0.176,0.00023822,222185,-58258.8,-7856.22,545826,185350,41680.5,940368
0.178,0.000242977,222432,-58161.1,-9255.17,547241,183857,43099,929302
0.18,0.000248202,221260,-57477.9,-14693.4,543332,181757,46987.2,913765
0.182,0.000253719,230571,-58158.1,-17795.3,570379,179358,57018.5,929006
0.184,0.000259237,239882,-58838.2,-20897.3,597426,176959,67049.9,944246
0.186,0.000264756,249193,-59518.4,-23999.2,624474,174560,77081.3,959487
0.188,0.000270275,258505,-60198.6,-27101.1,651521,172161,87112.6,974727
0.19,0.000275795,267816,-60878.7,-30203.1,678569,169762,97144,989968
0.192,0.000281316,277127,-61558.9,-33305,705616,167363,107175,1.00521e+06
0.194,0.000286837,286439,-62239.1,-36406.9,732664,164964,117207,1.02045e+06
0.196,0.000292359,295750,-62919.2,-39508.9,759711,162565,127238,1.03569e+06
0.198,0.000298075,299604,-61847.6,-39818.4,767366,160157,130867,1.03372e+06
0.2,0.000303864,301476,-60139.4,-39113.3,767976,157745,132169,1.0255e+06
0.202,0.000309656,303347,-58431.3,-38408.2,768586,155334,133471,1.01727e+06
0.204,0.000315451,305219,-56723.1,-37703.2,769196,152923,134773,1.00905e+06
0.206,0.000321249,307090,-55015,-36998.1,769805,150511,136075,1.00083e+06
0.208,0.00032705,308962,-53306.9,-36293.1,770415,148100,137378,992603
0.21,0.000332853,310833,-51598.7,-35588,771025,145689,138680,984380
0.212,0.000338659,312705,-49890.6,-34883,771635,143277,139982,976157
0.214,0.000344466,314576,-48182.5,-34177.9,772244,140866,141284,967934
0.216,0.000350276,316448,-46474.3,-33472.9,772854,138455,142586,959711
0.218,0.000356088,318320,-44766.2,-32767.8,773464,136043,143889,951488
0.22,0.000361902,320191,-43058,-32062.8,774074,133632,145191,943265
0.222,0.000367718,322063,-41349.9,-31357.7,774684,131221,146493,935042
0.224,0.000373536,323934,-39641.8,-30652.7,775293,128809,147795,926819
0.226,0.000379763,312981,-37063.2,-24061.3,758080,126368,142476,915926
0.228,0.000386,301726,-34464.2,-17331.6,740448,123926,137002,904970
0.23,0.000392238,290471,-31865.2,-10602,722816,121484,131528,894014
0.232,0.000398476,279216,-29266.2,-3872.39,705184,119042,126053,883059
0.234,0.000404714,267962,-26667.1,2857.25,687552,116600,120579,872103
0.236,0.000410952,256707,-24068.1,9586.88,669920,114158,115105,861147
0.238,0.000417191,245452,-21469.1,16316.5,652289,111716,109630,850192
0.24,0.000423654,243065,-21192.2,20989.5,646702,110898,108932,861682
0.242,0.000430167,242595,-21417.3,25218,643719,110431,109267,878024
0.244,0.000436683,242125,-21642.4,29446.5,640737,109964,109601,894367
0.246,0.0004432,241655,-21867.5,33674.9,637754,109497,109935,910709
0.248,0.000449718,241185,-22092.6,37903.3,634772,109030,110269,927052
0.25,0.000456239,240715,-22317.7,42131.8,631789,108564,110604,943394
0.252,0.00046276,240244,-22542.8,46360.3,628807,108097,110938,959737
0.254,0.000469284,239774,-22767.9,50588.7,625824,107630,111272,976079
0.256,0.000475808,239304,-22993,54817.2,622841,107163,111606,992422
0.258,0.000482334,238834,-23218.1,59045.6,619859,106696,111941,1.00876e+06
0.26,0.000488861,238364,-23443.2,63274,616876,106230,112275,1.02511e+06
0.262,0.000495743,233428,-21655.2,65489.8,612987,109775,112150,1.0328e+06
0.264,0.000502694,227616,-19472.7,67311.3,608921,114107,111934,1.03879e+06
0.266,0.000509646,221805,-17290.3,69132.7,604854,118439,111719,1.04479e+06
0.268,0.000516598,215993,-15107.8,70954.2,600788,122771,111503,1.05078e+06
0.27,0.00052355,210182,-12925.4,72775.6,596721,127103,111288,1.05678e+06
0.272,0.000530502,204370,-10742.9,74597.1,592655,131435,111072,1.06278e+06
0.274,0.000537528,199647,-8386.45,75937.7,588604,135289,110898,1.06706e+06
0.276,0.000544892,199965,-5222.98,75049.7,584624,136933,110912,1.06341e+06
0.278,0.000552257,200283,-2059.5,74161.7,580645,138576,110926,1.05977e+06
0.28,0.000559623,200601,1103.97,73273.7,576666,140219,110940,1.05612e+06
0.282,0.00056728,206563,3786.4,70649.8,584992,137836,109538,1.03958e+06
0.284,0.000575049,214709,6282.75,67354.4,598079,133896,107588,1.01805e+06
0.286,0.000582818,222854,8779.1,64059,611165,129956,105638,996520
0.288,0.000590588,230999,11275.4,60763.7,624251,126016,103688,974990
0.29,0.000598358,239144,13771.8,57468.3,637337,122076,101739,953459
0.292,0.000606128,247289,16268.1,54172.9,650423,118136,99788.9,931929
0.294,0.000613976,251053,16037.3,50606.7,663306,117574,99304,916627
