"arc_length","Displacement_Magnitude","Sxx","Sxy","Sxz","Syy","Syz","Szz","Von_Mises_Stress"
0,0,1.24038e+06,-73270.4,-7621.25,2.485e+06,437788,1.07913e+06,1.54239e+06
0.002,1.85217e-06,1.17973e+06,-67146.2,-6735.18,2.3951e+06,408524,998323,1.50642e+06
0.004,2.98447e-06,1.14643e+06,-64529.1,-5693.93,2.33804e+06,392220,958881,1.48274e+06
0.006,3.9262e-06,1.12206e+06,-63057.6,-4602,2.2917e+06,380151,932953,1.46307e+06
0.008,4.8918e-06,1.09768e+06,-61586.1,-3510.07,2.24536e+06,368082,907025,1.44341e+06
0.01,5.8695e-06,1.07331e+06,-60114.6,-2418.14,2.19902e+06,356013,881097,1.42374e+06
0.012,6.85413e-06,1.04894e+06,-58643.1,-1326.21,2.15268e+06,343944,855168,1.40407e+06
0.014,7.84307e-06,1.02457e+06,-57171.6,-234.283,2.10634e+06,331875,829240,1.3844e+06
0.016,8.79934e-06,1.00018e+06,-55255.6,1063.37,2.05887e+06,320842,804790,1.36492e+06
0.018,9.66744e-06,975772,-52218.7,2879.68,2.00853e+06,312424,784067,1.3459e+06
0.02,1.05363e-05,951362,-49181.8,4695.99,1.9582e+06,304005,763344,1.32689e+06
0.022,1.14059e-05,926952,-46145,6512.3,1.90787e+06,295587,742620,1.30787e+06
0.024,1.22759e-05,902542,-43108.1,8328.61,1.85754e+06,287168,721897,1.28886e+06
0.026,1.31463e-05,878132,-40071.2,10144.9,1.8072e+06,278750,701173,1.26984e+06
0.028,1.4017e-05,853722,-37034.3,11961.2,1.75687e+06,270331,680450,1.25083e+06
0.03,1.4888e-05,829312,-33997.4,13777.5,1.70654e+06,261913,659727,1.23181e+06
0.032,1.57592e-05,804902,-30960.6,15593.8,1.65621e+06,253494,639003,1.21279e+06
0.034,1.66305e-05,780492,-27923.7,17410.2,1.60587e+06,245076,618280,1.19378e+06
0.036,1.75021e-05,756082,-24886.8,19226.5,1.55554e+06,236658,597557,1.17476e+06
0.038,1.83737e-05,731672,-21849.9,21042.8,1.50521e+06,228239,576833,1.15575e+06
0.04,1.92455e-05,707262,-18813.1,22859.1,1.45488e+06,219821,556110,1.13673e+06
0.042,2.01174e-05,682852,-15776.2,24675.4,1.40454e+06,211402,535387,1.11771e+06
0.044,2.09894e-05,658442,-12739.3,26491.7,1.35421e+06,202984,514663,1.0987e+06
0.046,2.18615e-05,634032,-9702.42,28308,1.30388e+06,194565,493940,1.07968e+06
0.048,2.27336e-05,609622,-6665.54,30124.3,1.25355e+06,186147,473216,1.06067e+06
0.05,2.47155e-05,580955,-4326.29,32855.2,1.21807e+06,182621,439397,1.06266e+06
0.052,2.70987e-05,550752,-2238.64,35915.9,1.18795e+06,180859,400854,1.07224e+06
0.054,2.94828e-05,520549,-150.995,38976.6,1.15782e+06,179097,362312,1.08181e+06
0.056,3.18675e-05,490346,1936.65,42037.3,1.1277e+06,177335,323769,1.09139e+06
0.058,3.42527e-05,460143,4024.3,45097.9,1.09758e+06,175574,285226,1.10096e+06
0.06,3.66384e-05,429940,6111.95,48158.6,1.06746e+06,173812,246684,1.11054e+06
0.062,3.90244e-05,399737,8199.6,51219.3,1.03734e+06,172050,208141,1.12011e+06
0.064,4.12948e-05,395449,7559.16,51347.4,1.03099e+06,176083,205426,1.12272e+06
0.066,4.35938e-05,393046,6720.26,51262.1,1.02638e+06,180538,205318,1.12482e+06
0.068,4.59254e-05,390644,5881.34,51176.8,1.02177e+06,184993,205210,1.12693e+06
0.07,4.82849e-05,388241,5042.44,51091.5,1.01716e+06,189448,205102,1.12903e+06
0.072,5.06651e-05,382897,2245.43,51200.5,1.00829e+06,188462,193852,1.12907e+06
0.074,5.30572e-05,377078,-867.482,51340.8,998743,186599,180806,1.12878e+06
0.076,5.54595e-05,371259,-3980.38,51481.1,989193,184736,167759,1.12849e+06
0.078,5.78708e-05,365440,-7093.3,51621.4,979643,182873,154712,1.1282e+06
0.08,6.02899e-05,359621,-10206.2,51761.7,970094,181009,141665,1.1279e+06
0.082,6.27161e-05,353802,-13319.1,51902,960544,179146,128618,1.12761e+06
