"arc_length","Displacement_Magnitude","Von_Mises_Stress"
1.45611,0.0222534,297766
1.45792,0.0222989,279514
1.45973,0.0223444,261263
1.46154,0.02239,243010
1.46335,0.0224356,235774
1.46516,0.0224812,235673
1.46697,0.0225268,238896
1.46878,0.0225724,242119
1.47059,0.022618,245342
1.47241,0.0226636,248565
1.47422,0.0227093,251789
1.47603,0.0227549,255058
1.47784,0.0228005,263820
1.47965,0.0228462,272804
1.48146,0.022892,281848
1.48327,0.0229377,290892
1.48508,0.0229834,299936
1.48689,0.0230292,301702
1.48871,0.0230751,294837
1.49052,0.0231209,287971
1.49233,0.0231667,280739
1.49414,0.0232125,273262
1.49595,0.0232583,265786
1.49776,0.0233041,258309
1.49957,0.02335,254209
1.50138,0.0233959,258585
1.50319,0.0234417,262961
1.50501,0.0234876,265965
1.50682,0.0235335,263210
1.50863,0.0235795,256734
1.51044,0.0236255,250259
1.51225,0.0236715,244619
1.51406,0.0237175,245176
1.51587,0.0237634,245732
1.51768,0.0238094,246288
1.51949,0.0238554,246844
1.5213,0.0239014,247400
1.52312,0.0239473,248073
1.52493,0.0239933,248797
1.52674,0.0240393,249521
1.52855,0.0240854,245083
1.53036,0.0241315,238895
1.53217,0.0241776,232707
1.53398,0.0242237,226519
1.53579,0.0242699,220364
1.5376,0.024316,214374
1.53942,0.0243621,208384
1.54123,0.0244082,202394
1.54304,0.0244543,196891
1.54485,0.0245005,193354
1.54666,0.0245466,188342
1.54847,0.0245929,178655
1.55028,0.0246391,168991
1.55209,0.0246853,168948
1.5539,0.0247316,172016
1.55572,0.0247779,175084
1.55753,0.0248241,178152
1.55934,0.0248704,181221
1.56115,0.0249166,184289
1.56296,0.0249629,187357
1.56477,0.0250091,190425
1.56658,0.0250554,193493
1.56839,0.0251016,191556
1.5702,0.0251478,181428
1.57201,0.0251941,171301
1.57383,0.0252403,161173
1.57564,0.0252866,155739
1.57745,0.025333,157962
1.57926,0.0253793,160186
1.58107,0.0254257,162410
1.58288,0.025472,163451
1.58469,0.0255184,161971
1.5865,0.0255648,160491
1.58831,0.0256112,159011
1.59013,0.0256576,157531
1.59194,0.025704,156050
1.59375,0.0257504,154570
1.59556,0.0257967,153090
1.59737,0.0258431,151610
1.59918,0.0258895,150130
1.60099,0.0259359,150095
1.6028,0.0259823,152772
1.60461,0.0260288,152824
1.60643,0.0260752,149242
1.60824,0.0261216,144643
1.61005,0.0261681,137383
1.61186,0.0262145,130915
1.61367,0.026261,125864
1.61548,0.0263074,120814
1.61729,0.0263539,115764
1.6191,0.0264004,113977
1.62091,0.0264468,112790
1.62273,0.0264933,111602
1.62454,0.0265398,110415
1.62635,0.0265863,109794
1.62816,0.0266328,111293
1.62997,0.0266793,112793
1.63178,0.0267258,114035
1.63359,0.0267723,114911
1.6354,0.0268189,115787
1.63721,0.0268654,116663
1.63902,0.0269119,116943
1.64084,0.0269585,113764
1.64265,0.027005,110585
1.64446,0.0270516,107660
1.64627,0.0270981,105125
1.64808,0.0271447,101374
1.64989,0.0271912,97621.7
1.6517,0.0272378,94318
1.65351,0.0272843,91384.4
1.65532,0.0273309,88450.5
1.65714,0.0273774,85516.9
1.65895,0.027424,82677.1
1.66076,0.0274705,80194.1
1.66257,0.0275171,77710.8
1.66438,0.0275637,75438.2
1.66619,0.0276103,74041.9
1.668,0.0276568,72645.8
1.66981,0.0277034,71249.6
1.67162,0.02775,69927.8
1.67344,0.0277966,68660.8
1.67525,0.0278432,67393.8
1.67706,0.0278898,66126.9
1.67887,0.0279364,65588.8
1.68068,0.027983,65254.7
1.68249,0.0280296,64852.6
1.6843,0.0280762,63053.4
1.68611,0.0281228,61253.2
1.68792,0.0281695,59452.7
1.68973,0.0282161,57970.2
1.69155,0.0282627,57355.5
1.69336,0.0283093,56740.8
1.69517,0.028356,56126.1
1.69698,0.0284026,55511.5
1.69879,0.0284492,54896.8
1.7006,0.0284958,54282.1
1.70241,0.0285425,53667.5
1.70422,0.0285891,53052.8
1.70603,0.0286357,52438.1
1.70785,0.0286823,50873.8
1.70966,0.028729,49223
1.71147,0.0287756,47572.2
1.71328,0.0288222,46656.8
1.71509,0.0288689,45730.7
1.7169,0.0289155,44804.4
1.71871,0.0289621,43878.3
1.72052,0.0290088,43478.7
1.72233,0.0290554,43113.2
1.72415,0.029102,42747.7
1.72596,0.0291487,42382.3
1.72777,0.0291953,42016.8
1.72958,0.029242,41651.3
1.73139,0.0292886,41285.8
1.7332,0.0293353,41034.8
1.73501,0.0293819,39889.8
1.73682,0.0294286,38367.4
1.73863,0.0294752,36844.9
1.74045,0.0295219,35248.1
1.74226,0.0295685,34672.5
1.74407,0.0296152,34187.1
1.74588,0.0296618,33701.7
1.74769,0.0297085,33216.3
1.7495,0.0297551,32730.9
1.75131,0.0298018,32245.5
1.75312,0.0298484,31760.1
1.75493,0.0298951,31683.4
1.75674,0.0299417,31889.4
1.75856,0.0299884,32095.4
1.76037,0.0300351,34894.4
1.76218,0.0300817,38013.1
1.76399,0.0301284,39357.7
1.7658,0.0301751,40059.2
1.76761,0.0302217,40760.8
1.76942,0.0302684,41462.3
1.77123,0.0303151,42163.9
1.77304,0.0303617,42865.4
1.77486,0.0304084,41869.8
1.77667,0.0304551,40938.9
1.77848,0.0305017,40811.6
1.78029,0.0305484,40732.8
1.7821,0.0305951,40714.9
1.78391,0.0306417,40697
1.78572,0.0306884,40679.1
1.78753,0.0307351,40661.3
1.78934,0.0307817,39814
1.79116,0.0308284,37765.4
1.79297,0.0308751,34969.4
1.79478,0.0309217,32173.3
1.79659,0.0309684,29377.3
1.7984,0.0310151,26581.2
1.80021,0.0310617,25727
1.80202,0.0311084,26330.2
1.80383,0.0311551,26933.4
1.80564,0.0312018,27633.8
1.80745,0.0312484,28558.1
1.80927,0.0312951,29532.4
1.81108,0.0313418,30513.8
