"PointID","x","y","z","Displacement_x","Displacement_y","Displacement_z","Sxx","Syy","Sxy","Szz","Sxz","Syz","Von_Mises_Stress"
10, 9.031856293570263e-01, 1.232818014732416e-18, 2.013411102897527e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.716163976127762e-06, -1.247287595566552e-05, 4.314268022782367e-05, -6.716163976127667e-06, 9.273703204536753e-05, 1.370169328927168e-06, 1.772656642845886e-04
11, 8.837507927406829e-01, 1.445830181203289e-18, 2.361297859823123e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.976699819419332e-04, 1.580697164381415e-04, 5.393536324016445e-05, 1.595088944330260e-04, -4.407482609333624e-05, 2.078179841145672e-06, 1.840032427301551e-04
12, 8.642991503480206e-01, 1.653011579524109e-18, 2.699661935224402e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 6.980013275189455e-05, 3.525986087466810e-05, 7.419422984128751e-05, 3.238150488489920e-05, -2.203741304666802e-05, 1.343138791455718e-06, 1.388432228271719e-04
13, 8.448313605107234e-01, 1.854426626577720e-18, 3.028608533329062e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.158766992327080e-05, -4.317533984655870e-06, 1.634878303566305e-04, -1.151342395907818e-05, -1.821459649775656e-04, -6.906475506213759e-07, 4.241974364713948e-04
14, 8.253479940007556e-01, 2.050113502799940e-18, 3.348200009580056e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.362650541602011e-04, -1.355225945182881e-04, 1.166720761319622e-04, -1.398401285029415e-04, -9.066821367772160e-05, -7.224754973290726e-06, 2.745698663288380e-04
15, 8.058496153109587e-01, 2.240111911118109e-18, 3.658501205919801e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.895146399709259e-04, -1.628669764210926e-04, -1.113084451508561e-04, -1.758195783750528e-04, -4.659338758438449e-05, -2.820007981463140e-06, 2.413967322193186e-04
16, 7.863367269535149e-01, 2.424441079164812e-18, 3.959543524492384e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.859166949837159e-04, -1.391205395054997e-04, 8.202300074417082e-05, -1.448772514850376e-04, -4.893205182607152e-05, 5.184783801216770e-06, 2.195089720247609e-04
17, 7.668097795231795e-01, 2.603101218612915e-18, 4.251327310997246e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -4.821246282863012e-05, -1.798972493605619e-05, 5.655043838995086e-06, -3.094232689001636e-05, -9.570533665981665e-05, -4.475846496759196e-06, 1.682982271230943e-04
18, 7.472691915617692e-01, 2.776079595707654e-18, 4.533831768947869e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.679040994031853e-04, 9.306684366919399e-05, 1.547412514673014e-04, 7.579670773058048e-05, -6.890064650509346e-05, 6.670166615422939e-06, 3.056161929159248e-04
19, 7.277153463939030e-01, 2.943346872218490e-18, 4.807008983795304e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.807302103391242e+02, 2.259492812967701e+02, -7.016945698778095e+01, 2.188696768807251e+02, 6.720774725234904e+01, -6.013567417955159e+01, 2.023500727049379e+02
20, 7.081486003051424e-01, 3.104858921919424e-18, 5.070786889563643e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -3.974529895872613e-04, -2.103598502522804e-04, 1.660190536526364e-05, -2.146773842369338e-04, 2.464592316239647e-05, 3.186379433298680e-06, 1.920788804399994e-04
21, 6.885692720386610e-01, 3.260549071948737e-18, 5.325056597610407e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.077670985505613e-05, 3.214164188575068e-05, 1.622018259894088e-04, 1.774986193690609e-05, -1.115362946035443e-05, 6.977158161912528e-06, 2.825836360236542e-04
