"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -1.185149711,       1.168725156,       1.004200678,       1.267185026,       4.300815966,     0.01652830926,      0.0219582623,   -0.006291465258,     0.01551804963,    -0.01475878079,    -0.01123486843,     0.01575190836,   -0.006291465258,      0.0225217156,        1.32852441
          0,           0,           1,      -1.302915175,       1.123578505,      0.9301734178,       1.189106604,       4.183141793,     0.02657326463,     0.03594824656,    -0.01003453795,     0.02535912465,     -0.0242006445,    -0.01809810464,      0.0253025012,    -0.01003453795,     0.03685374143,       1.352797523
          0,           0,           2,      -1.341190073,       1.170367067,      0.8857403798,        1.22076418,       4.146201771,     0.03159023773,      0.0438696719,    -0.01177719167,     0.03091623821,    -0.02949283501,    -0.02146797933,     0.03003996435,    -0.01177719167,     0.04494543107,       1.388709774
          0,           0,           3,      -1.315900995,       1.243442089,       0.883250859,       1.284393486,       4.171229745,     0.03288973833,     0.04787358267,    -0.01197921128,     0.03372211812,    -0.03197156352,    -0.02219943492,     0.03119893885,    -0.01197921128,     0.04899225469,       1.455578095
          0,           0,           4,      -1.275668894,       1.302546542,      0.9198780302,       1.338839211,       4.205808504,     0.03167791526,      0.0497073806,    -0.01108887111,     0.03502528701,    -0.03276931122,    -0.02111290462,     0.02992385536,    -0.01108887111,     0.05078264351,       1.569149365
          0,           0,           5,      -1.242982738,       1.337237688,      0.9768013187,       1.374694488,       4.226377204,     0.02899921201,     0.05057404337,    -0.00952651605,     0.03568677064,    -0.03271095742,    -0.01894352223,     0.02721653782,    -0.00952651605,     0.05155529293,       1.743979917
          0,           0,           6,      -1.219362256,       1.347267643,       1.034827645,       1.390472481,       4.231803266,     0.02568960637,       0.051202674,   -0.007652821507,     0.03622975788,    -0.03234719023,    -0.01629471653,      0.0238870094,   -0.007652821507,     0.05206803704,       1.993128009
          0,           0,           7,      -1.199321399,        1.33606392,        1.08327615,       1.387204125,        4.23096937,     0.02235353924,     0.05200042831,   -0.005741934264,     0.03693645475,    -0.03202389528,    -0.01360977727,     0.02052513329,   -0.005741934264,     0.05274887832,        2.32627271
          0,           0,           8,      -1.178155858,       1.310094434,        1.11772759,       1.368587577,       4.235374026,     0.01937121724,      0.0531596764,    -0.00397469408,      0.0379230137,    -0.03193148522,    -0.01117128442,     0.01750417086,    -0.00397469408,     0.05380333869,       2.744261022
          0,           0,           9,       -1.15509488,       1.280011182,       1.137812339,       1.342346027,       4.251609916,     0.01693531166,     0.05471525845,   -0.002451119481,     0.03918445064,     -0.0321372572,   -0.009122920797,     0.01501546015,   -0.002451119481,     0.05527296125,        3.23083859
          0,           0,          10,      -1.132204565,       1.259711154,       1.146850237,       1.320663767,       4.277610594,     0.01509345767,     0.05660777276,   -0.001205837136,     0.04065158987,    -0.03262336805,   -0.007500946984,     0.01310868037,   -0.001205837136,     0.05710004291,       3.750484083
          0,           0,          11,      -1.111762752,       1.259788953,       1.153420936,       1.315226092,       4.306793964,     0.01379436686,     0.05872909675,  -0.0002268988181,     0.04222704391,    -0.03332011906,   -0.006269563284,     0.01173634779,  -0.0002268988181,     0.05917473703,        4.25746954
          0,           0,          12,      -1.095042487,       1.279684645,       1.169202346,       1.328604842,       4.333381422,     0.01293482417,     0.06096122405,   0.0005237592585,      0.0438182297,     -0.0341383307,   -0.005355832378,     0.01079942859,   0.0005237592585,     0.06137550698,       4.712953438
          0,           0,          13,      -1.081971115,       1.310193714,       1.200619774,       1.353336621,       4.354648744,     0.01239510846,     0.06319285195,     0.00109416805,     0.04534787392,    -0.03498878797,   -0.004675774016,     0.01018215897,     0.00109416805,     0.06358693961,       5.098208873
          0,           0,          14,      -1.071382664,       1.342367724,       1.242265446,       1.380101282,       4.370588588,     0.01206197481,     0.06533426644,    0.001531618193,     0.04676140696,    -0.03579635934,   -0.004151419878,    0.009774493964,    0.001531618193,     0.06571542342,       5.416548076
          0,           0,          15,      -1.061526717,       1.371735552,       1.282405767,        1.40332926,         4.3829704,     0.01184095357,     0.06732451586,    0.001877152308,     0.04802984312,    -0.03650820173,   -0.003718987768,    0.009484148658,    0.001877152308,      0.0676967469,       5.685734302
          0,           0,          16,       -1.05073868,       1.397513886,       1.311853523,       1.421371651,       4.394338441,     0.01166045828,     0.06913101892,     0.00216317845,     0.04914607053,    -0.03709518317,   -0.003331265514,    0.009240717278,     0.00216317845,      0.0694958503,       5.928670834
          0,           0,          17,      -1.038183227,       1.420390329,       1.326863734,       1.434950773,       4.406789003,     0.01147096281,      0.0707462429,    0.002413568418,     0.05011945612,    -0.03754884699,   -0.002956578012,    0.008994966736,    0.002413568418,     0.07110347703,       6.167419779
          0,           0,          18,      -1.024452893,       1.440888843,        1.32849003,       1.445743615,       4.420733362,     0.01124227633,     0.07218020474,    0.002644616619,     0.05096895664,    -0.03787673783,   -0.002576260316,    0.008716375024,    0.002644616619,     0.07252858429,       6.420426131
          0,           0,          19,      -1.011318675,       1.458577356,       1.321868485,       1.455459607,       4.434697957,     0.01095947431,     0.07345455615,    0.002866609316,     0.05171856795,    -0.03809715689,    -0.00218118929,    0.008389271052,    0.002866609316,     0.07379228976,        6.70237952
          0,           0,          20,      -1.000841766,       1.472053584,       1.315134527,       1.465107608,       4.446236342,     0.01061900194,     0.07459724458,    0.003085338731,     0.05239369434,      -0.038234112,   -0.001768855804,    0.008009126836,    0.003085338731,     0.07492239978,       7.024882849
          0,           0,          21,     -0.9944451862,       1.479602201,       1.316112012,       1.474713871,       4.453230947,     0.01022518996,     0.07563783811,    0.003303344189,     0.05301799829,    -0.03831288623,   -0.001340975216,    0.007579238571,    0.003303344189,     0.07594861557,       7.397206154
          0,           0,          22,      -0.992465967,       1.479780689,       1.327311899,       1.483468268,       4.454667007,    0.009787063405,     0.07660276851,     0.00352102618,     0.05361048868,    -0.03835618065,   -0.000901559167,    0.007107703324,     0.00352102618,     0.07689766776,       7.826941069
          0,           0,          23,     -0.9940614582,       1.471846276,       1.344514357,       1.490182803,       4.450925846,     0.00931593425,     0.07751298342,    0.003737419149,     0.05418462953,    -0.03838201491,  -0.0004556562249,    0.006605095125,    0.003737419149,     0.07779088602,       8.320473432
          0,           0,          24,     -0.9975801061,        1.45591043,       1.360804693,       1.493863129,       4.443548019,     0.00882358939,     0.07838366694,     0.00395074764,     0.05474918058,    -0.03840315437,  -8.574751702e-06,    0.006082663772,     0.00395074764,     0.07864385655,       8.883421867
          0,           0,          25,       -1.00118466,       1.432996052,       1.370938734,       1.493999403,       4.434693271,    0.008320995347,     0.07922354639,    0.004158876251,     0.05530798127,    -0.03842694911,   0.0004346715696,    0.005551064526,    0.004158876251,     0.07946568409,       9.520921847
          0,           0,          26,      -1.003498289,       1.405013161,        1.37275412,       1.490677427,       4.426465248,      0.0078175306,     0.08003643962,    0.004359687632,     0.05586150991,    -0.03845643047,   0.0008696587983,    0.005019536911,    0.004359687632,     0.08026051147,       10.23807181
          0,           0,          27,      -1.004016682,       1.374738489,       1.366802981,       1.484530972,       4.420266177,    0.007320750775,     0.08082297061,    0.004551248525,     0.05640835593,    -0.03849168537,    0.001292511272,    0.004495610175,    0.004551248525,     0.08102922596,       11.04025708
          0,           0,          28,      -1.003040217,       1.345496149,       1.355533671,        1.47649698,       4.416529281,    0.006836289974,     0.08158152276,     0.00473192118,     0.05694597322,    -0.03853088011,    0.001699909525,    0.003984971407,     0.00473192118,     0.08177040858,       11.93359601
          0,           0,          29,      -1.001244756,       1.320550771,       1.342376467,       1.467566784,       4.414947605,    0.006368081896,     0.08230918552,    0.004900446696,     0.05747122685,    -0.03857117853,    0.002089067445,    0.003491653484,    0.004900446696,     0.08248128784,        12.9252712
          0,           0,          30,     -0.9992420675,       1.302224492,       1.330565283,        1.45852123,       4.414936083,    0.005918605168,     0.08300268704,    0.005055978049,     0.05798085818,    -0.03860942682,     0.00245773495,    0.003018247711,    0.005055978049,     0.08315868038,       14.02402841
          0,           0,          31,     -0.9973914231,       1.291158846,       1.321915331,       1.449773035,       4.415938457,    0.005489201166,     0.08365885269,     0.00519805441,     0.05847144361,    -0.03864252462,    0.002804190995,    0.002566205439,     0.00519805441,     0.08379946033,        15.2406243
          0,           0,          32,      -0.995845388,       1.286179049,       1.316261364,       1.441332324,       4.417483329,    0.005080439101,     0.08427514012,    0.005326534727,      0.0589397311,    -0.03866784432,    0.003127154444,     0.00213618426,    0.005326534727,     0.08440110675,       16.58816068
          0,           0,          33,     -0.9946945488,       1.284870828,       1.311932379,        1.43291289,       4.419099215,    0.004692375787,     0.08484992128,    0.005441557219,     0.05938306871,    -0.03868349611,    0.003425754912,     0.00172829777,    0.005441557219,     0.08496199456,        18.0825077
          0,           0,          34,     -0.9940965767,       1.284494745,       1.306871662,       1.424116415,       4.420233975,    0.004324707859,     0.08538248355,    0.005543470491,     0.05979931885,    -0.03868824113,    0.003699570405,    0.001342267661,    0.005543470491,     0.08548140098,       19.74294827
          0,           0,          35,      -0.994284103,       1.282668883,       1.299502123,        1.41456311,       4.420309076,     0.00397695939,     0.08587314847,     0.00563276256,      0.0601869196,    -0.03868160421,    0.003948533079,    0.000977607072,     0.00563276256,     0.08595963075,       21.59266416
          0,           0,          36,     -0.9954849114,       1.277704087,       1.289069674,       1.403967383,       4.418851091,    0.003648419293,     0.08632289576,    0.005710017997,      0.0605446758,    -0.03866341718,    0.004173041886,   0.0006335711584,    0.005710017997,     0.08639763818,       23.66035503
          0,           0,          37,     -0.9978214909,       1.268717305,       1.275607006,       1.392184522,       4.415631543,    0.003338259172,      0.0867330508,    0.005775881082,     0.06087171375,    -0.03863380665,    0.004373813541,   0.0003092857745,    0.005775881082,     0.08679671893,         25.981521
          0,           0,          38,      -1.001248714,       1.255642725,       1.259728045,       1.379169448,       4.410736224,    0.003045519436,     0.08710537837,    0.005831044705,      0.0611676397,    -0.03859307105,    0.004551899526,   3.730322802e-06,    0.005831044705,     0.08715860322,       28.60115662
          0,           0,          39,       -1.00555826,       1.239078351,        1.24239012,       1.365008078,       4.404541326,    0.002769165878,     0.08744190793,    0.005876209228,     0.06143242807,    -0.03854161929,    0.004708617638,  -0.0002841996009,    0.005876209228,     0.08748528318,       31.57698448
          0,           0,          40,      -1.010444424,       1.220302326,       1.224681968,       1.349912754,       4.397610678,    0.002508194947,     0.08774490971,    0.005912055824,     0.06166640871,    -0.03848006941,     0.00484542088,  -0.0005555861646,    0.005912055824,     0.08777899263,        34.9832894
          0,           0,          41,      -1.015603949,       1.201031657,       1.207628405,       1.334177576,       4.390527859,    0.002261653076,     0.08801691907,    0.005939248174,     0.06187046392,    -0.03840923935,     0.00496384392,  -0.0008114708387,    0.005939248174,     0.08804223209,       38.91707353
          0,           0,          42,       -1.02079571,       1.183147188,       1.192033749,       1.318161114,       4.383772601,     0.00202862785,     0.08826046787,    0.005958422759,     0.06204577048,    -0.03832995636,    0.005065465951,   -0.001052853843,    0.005958422759,     0.08827750007,       43.50747126
          0,           0,          43,      -1.025893929,       1.168241647,       1.178379545,       1.302229077,       4.377609518,    0.001808326246,     0.08847804198,    0.005970179893,     0.06219372924,    -0.03824310922,    0.005151814074,   -0.001280614472,    0.005970179893,     0.08848725323,       48.92814125
          0,           0,          44,      -1.030887792,       1.157244373,       1.166777058,       1.286664649,       4.372067034,     0.00160011825,     0.08867196946,    0.005975062033,     0.06231589216,    -0.03814960576,    0.005224281261,   -0.001495463605,    0.005975062033,     0.08867379621,       55.41588534
          0,           0,          45,      -1.035835544,       1.150214735,       1.157017861,       1.271616023,       4.367000387,    0.001403479721,     0.08884449593,    0.005973576308,     0.06241409627,     -0.0380503908,    0.005284190505,   -0.001698003433,    0.005973576308,       0.088839355,       63.30301363
          0,           0,          46,      -1.040825785,       1.146486694,       1.148663191,       1.257058644,       4.362171299,    0.001218009203,     0.08899775507,    0.005966187213,     0.06249029334,    -0.03794644444,    0.005332771575,   -0.001888709635,    0.005966187213,     0.08898604795,       73.06821233
          0,           0,          47,      -1.045943916,       1.144985326,       1.141172863,       1.242800193,       4.357325221,    0.001043423436,     0.08913374968,    0.005953322191,     0.06254660838,    -0.03783878157,    0.005371121375,   -0.002067935192,    0.005953322191,     0.08911586676,       85.42433165
          0,           0,          48,      -1.051254077,       1.144579337,       1.134029438,       1.228533675,       4.352246755,   0.0008795614376,     0.08925439127,    0.005935370696,     0.06258512699,     -0.0377284447,    0.005400215177,   -0.002235907701,    0.005935370696,     0.08923071616,       101.4760169
          0,           0,          49,      -1.056814013,       1.144310431,       1.126815084,       1.213929907,       4.346762474,    0.000726334737,     0.08936135673,    0.005912686806,     0.06260785685,    -0.03761637058,    0.005420903323,   -0.002392774101,    0.005912686806,     0.08933226892,       123.0305425
          0,           0,          50,       -1.06267019,       1.143479195,       1.119288861,       1.198713068,        4.34075461,   0.0005837328759,     0.08945618108,    0.005885589997,     0.06261670835,     -0.0375034639,    0.005433919306,   -0.002538598415,    0.005885589997,     0.08942205877,       153.2484888
          0,           0,          51,      -1.068867092,       1.141667473,       1.111348741,       1.182703636,       4.334151653,   0.0004517958902,      0.0895403122,    0.005854379245,     0.06261352878,    -0.03739058456,    0.005439895468,   -0.002673391162,    0.005854379245,     0.08950153411,       198.1875315
          0,           0,          52,      -1.075446828,       1.138695643,       1.103013736,        1.16586064,       4.326921921,   0.0003305624357,     0.08961492105,    0.005819340136,     0.06259985247,    -0.03727842075,    0.005439423801,   -0.002797154576,    0.005819340136,     0.08957186652,       271.0983202
          0,           0,          53,      -1.082439832,        1.13457018,       1.094351026,       1.148273159,       4.319076727,   0.0002200901713,      0.0896812143,    0.005780747229,     0.06257735013,    -0.03716768972,    0.005433036416,   -0.002909873144,    0.005780747229,     0.08963426396,       407.4748716
          0,           0,          54,      -1.089850053,       1.129456086,       1.085443753,       1.130150947,       4.310677342,   0.0001204958484,     0.08974051735,    0.005738859946,     0.06254778074,    -0.03705919202,    0.005421164425,   -0.003011476444,    0.005738859946,      0.0896900551,       744.7602429
          0,           0,          55,      -1.097647621,        1.12361995,       1.076346501,       1.111782707,       4.301834991,   3.185940486e-05,     0.08979408539,    0.005693944642,     0.06251286987,    -0.03695360636,     0.00540423999,    -0.00310192839,    0.005693944642,     0.08974049713,       2818.448297
          0,           0,          56,      -1.105765192,       1.117382964,       1.067074399,       1.093493034,       4.292705066,  -4.573673835e-05,      0.0898429996,    0.005646258671,     0.06247409232,    -0.03685148918,    0.005382652495,   -0.003181184345,    0.005646258671,     0.08978667348,      -1964.350823
          0,           0,          57,      -1.114104711,       1.111063024,       1.057621803,       1.075611613,       4.283469741,  -0.0001122248838,     0.08988818684,    0.005596060447,     0.06243286705,    -0.03675326845,    0.005356738673,      -0.003249209,    0.005596060447,     0.08982951279,      -800.9648465
          0,           0,          58,      -1.122543112,       1.104921398,       1.047987211,       1.058430403,       4.274324101,  -0.0001675600788,     0.08993042537,    0.005543607218,     0.06239047835,    -0.03665927406,    0.005326802323,    -0.00330598459,    0.005543607218,     0.08986979443,      -536.7055566
          0,           0,          59,      -1.130948861,        1.09911575,       1.038198627,       1.042203327,       4.265449067,  -0.0002116959184,     0.08997023358,    0.005489137739,     0.06234786316,     -0.0365696993,    0.005293079988,   -0.003351482829,    0.005489137739,     0.08990803807,      -424.9974882
          0,           0,          60,      -1.139194294,       1.093678268,       1.028338943,       1.027131922,       4.256994687,  -0.0002445780927,     0.09000826399,    0.005432894404,      0.0623061461,    -0.03648481873,    0.005255758739,   -0.003385672215,    0.005432894404,     0.08994489774,      -368.0144162
          0,           0,          61,      -1.147162095,       1.088509166,       1.018567583,       1.013380429,        4.24907105,  -0.0002661963547,      0.0900449724,    0.005375125941,     0.06226630858,    -0.03640477626,    0.005215004092,   -0.003408558413,    0.005375125941,     0.08998082932,      -338.2652347
