JST,LAX-FRIEDRICH
-1.258902649,-3.737658023
-1.283675043,-3.811737476
-1.31006893,-3.88448917
-1.336984413,-3.958013012
-1.362972163,-4.031730424
-1.386609966,-4.106180944
-1.406845624,-4.18157846
-1.423283751,-4.257895695
-1.436326266,-4.334898096
-1.446931154,-4.412240095
-1.456247577,-4.489567342
-1.465317213,-4.566588891
-1.47499094,-4.643109247
-1.486084027,-4.718947333
-1.499261339,-4.794080826
-1.515026995,-4.869422177
-1.533997641,-4.945054684
-1.556537201,-5.020944993
-1.582663853,-5.097340481
-1.612068151,-5.174524411
-1.644597025,-5.252673613
-1.680082096,-5.331834109
-1.718275178,-5.412393075
-1.758923756,-5.49343071
-1.801839405,-5.574803046
-1.845599931,-5.656258996
-1.890700561,-5.737516492
-1.936855687,-5.818321172
-1.983313908,-5.89808998
-2.031133718,-5.977439374
-2.079590585,-6.056347033
-2.127782313,-6.134969276
-2.174696452,-6.212403658
-2.219380512,-6.290057889
-2.261212857,-6.368456649
-2.299928003,-6.446640435
-2.335404547,-6.524615429
-2.367660185,-6.602382893
-2.398187558,-6.679876722
-2.425054606,-6.757047125
-2.449697586,-6.833859912
-2.472876646,-6.91029579
-2.494954828,-6.986368553
-2.51591673,-7.062102339
-2.535682598,-7.137575006
-2.554381998,-7.212855312
-2.572459345,-7.288071212
-2.590581786,-7.363132749
-2.60944829,-7.438370133
-2.629630555,-7.513990215
-2.651506491,-7.589915983
-2.675272711,-7.666131038
-2.700996863,-7.74250817
-2.728681642,-7.819328672
-2.758326892,-7.896779499
-2.789980087,-7.974587229
-2.823766943,-8.052403659
-2.859897464,-8.130157518
-2.899692489,-8.207926874
-2.941928596,-8.285704068
-2.985897566,-8.363654749
-3.032782944,-8.441880433
-3.083397085,-8.519917487
-3.136877119,-8.598323881
-3.19326948,-8.676577246
-3.251038479,-8.754930087
-3.308331866,-8.833073401
-3.363496717,-8.910871876
-3.415074441,-8.988517489
-3.461545482,-9.066446033
-3.501325689,-9.143867461
-3.535440578,-9.221467221
-3.563857798,-9.298659355
-3.587533121,-9.376453868
-3.608470685,-9.453594626
-3.628752747,-9.529685942
-3.649816407,-9.607586863
