JST,LAX-FRIEDRICH
-7.914063916,-2.859987651
-7.93419228,-2.930326131
-7.955951547,-2.997085503
-7.979804628,-3.071334743
-8.00607444,-3.161777413
-8.034861945,-3.267288755
-8.066140463,-3.38167412
-8.099846703,-3.496418252
-8.135923002,-3.60422399
-8.174324425,-3.702678607
-8.215003739,-3.794727034
-8.257883938,-3.885533522
-8.302825024,-3.978719652
-8.349575966,-4.077699799
-8.397632668,-4.180570326
-8.447062837,-4.285685157
-8.496600739,-4.390439051
-8.545355114,-4.490467425
-8.592645165,-4.582752084
-8.637655742,-4.666942017
-8.679643155,-4.743135204
-8.718140021,-4.81645548
-8.753102626,-4.889162422
-8.784933379,-4.962975891
-8.814325172,-5.037679885
-8.842025651,-5.11438198
-8.868728871,-5.192808492
-8.895018342,-5.27249085
-8.921216247,-5.352734212
-8.947331052,-5.432804685
-8.973118901,-5.512056162
-8.998174594,-5.589919642
-9.021974197,-5.665948706
-9.043920908,-5.740134346
-9.063394962,-5.812969551
-9.079846949,-5.885567238
-9.092902317,-5.957449174
-9.102452325,-6.030700565
-9.108695211,-6.104718774
-9.1120893,-6.180206832
-9.113268335,-6.257335163
-9.112947092,-6.336049672
-9.111819083,-6.416214275
-9.110508712,-6.497640572
-9.109529235,-6.580075871
-9.109283869,-6.663201103
-9.110073261,-6.746617491
-9.112104497,-6.829442039
-9.11551844,-6.91229319
-9.120403617,-6.995348509
-9.126810117,-7.07801054
-9.134762265,-7.160136763
-9.144268862,-7.241949574
-9.155328451,-7.323460352
-9.16793431,-7.404606139
-9.182077176,-7.485429298
-9.197747646,-7.566842011
-9.214664915,-7.648009426
-9.233515018,-7.72917578
-9.254178404,-7.810307633
-9.27634611,-7.891258645
-9.299902122,-7.971864562
-9.324860852,-8.051335457
-9.3512828,-8.130500023
-9.379260891,-8.209213157
-9.408439871,-8.287697823
-9.438931743,-8.364045754
-9.470941249,-8.439894862
-9.504437781,-8.516518474
-9.539766578,-8.592539019
-9.576721943,-8.668218768
-9.615274172,-8.743807939
-9.655453562,-8.819329616
-9.697272996,-8.894752759
-9.74074397,-8.970110814
-9.785889433,-9.045526782
-9.83275102,-9.121167964
-9.881374388,-9.197144691
-9.931797061,-9.27347597
-9.984050212,-9.350079614
-10.03814451,-9.426859707
-10.09407452,-9.503900208
-10.15182031,-9.581332877
-10.21133628,-9.658788265
-10.27253864,-9.736559406
-10.33527987,-9.814737142
-10.39934921,-9.892479769
-10.46442765,-9.970969187
-10.53007746,-10.04794343
-10.59568731,-10.12800461
-10.66055315,-10.2049965
-10.72375066,-10.28392842
-10.78398202,-10.36279553
-10.84022863,-10.44102776
-10.89186301,-10.52022064
-10.93841236,-10.59922793
-10.979799,-10.67798254
-11.01604971,-10.75647233
-11.04776573,-10.83464955
-11.07584342,-10.91252834
-11.10067115,-10.98973914
-11.12204138,-11.06649916
-11.13978499,-11.14319485
-11.15382016,-11.22022381
-11.16436832,-11.29709805
-11.17214272,-11.37388733
-11.17737934,-11.4511165
-11.18054161,-11.52710278
-11.18225631,-11.60434023
-11.18289286,-11.6814751
-11.18330206,-11.75707136
-11.18382982,-11.83419519
-11.18491707,-11.90937886
-11.18716224,-11.98525961
-11.19070825,-12.06408072
-11.19581072,-12.14044948
-11.20229779,-12.218104
-11.2110126,-12.29461479
-11.22194517,-12.37280487
-11.23482908,-12.44893709
-11.24953247,-12.52437641
-11.26609132,-12.60023361
-11.28450411,-12.67912593
-11.30511779,-12.75107609
-11.32773271,-12.82212896
-11.3523435,-12.90578738
-11.37907207,-12.96910006
-11.40757164,-13.03490695
-11.4385539,-13.10786018
-11.47134049,-13.15942915
-11.50620405,-13.21464113
-11.54323981,-13.28789533
-11.58246169,-13.33803467
-11.62396096,-13.36369663
-11.66771853,-13.36880169
-1.578059806,-13.41100207
-1.87043844,-13.4393302
-1.786884752,-13.46020799
-1.76325599,-13.44932614
-1.760231917,-13.46567491
-1.778043002,-13.51869761
-1.81408084,-13.50067874
-1.849439749,-13.46414363
-1.869828438,-13.52414899
-1.879832032,-13.51545844
-1.888488778,-13.46944399
-1.896469698,-13.55709576
-1.902296133,-13.51286208
-1.907413016,-13.56121302
-1.912255956,-13.57376447
-1.916659287,-13.555001
-1.920762975,-13.60956947
-1.92516909,-13.56393012
-1.931762014,-13.50997353
-1.942002121,-13.6127124
-1.958661973,-2.482077628
-1.984462849,-2.876364072
-2.016009692,-2.925902959
-2.053001415,-3.026649819
-2.094050522,-3.101428693
-2.14016449,-3.148728393
-2.192330414,-3.211298829
-2.24816284,-3.286958508
-2.308347975,-3.35746324
-2.370350708,-3.424363179
-2.430652228,-3.498720754
-2.486774682,-3.589252617
-2.536261516,-3.694841856
-2.57878388,-3.809269345
-2.615285831,-3.923974645
-2.647914267,-4.031636909
-2.678827758,-4.129880948
-2.709525649,-4.221724211
-2.741121595,-4.312377677
-2.774422374,-4.405380673
-2.810090011,-4.504418101
-2.847634924,-4.607176134
-2.887099728,-4.712122763
-2.928213457,-4.816686156
-2.970376861,-4.916424863
-3.013640064,-5.008349791
-3.056133731,-5.092237129
-3.098448738,-5.168289309
-3.141394314,-5.241685237
-3.183504541,-5.314602123
-3.223467631,-5.388645866
-3.260521699,-5.463554401
-3.29469571,-5.540410967
-3.326519937,-5.618887749
-3.356712166,-5.698517155
-3.386135667,-5.778644572
-3.415470455,-5.858590608
-3.445039286,-5.937758514
-3.474800181,-6.015607436
-3.504565564,-6.091711136
-3.534430038,-6.166059467
-3.564036111,-6.239090403
-3.592900798,-6.311956742
-3.620327269,-6.384159998
-3.645274576,-6.457496317
-3.666351794,-6.531531944
-3.682264704,-6.606981449
-3.692248617,-6.683989152
-3.696414698,-6.762503792
-3.695822422,-6.842411689
-3.692178078,-6.923547137
-3.687299214,-7.005673268
-3.682728462,-7.088486915
-3.679815549,-7.171628449
-3.679560407,-7.254523626
-3.682573788,-7.337155464
-3.689167621,-7.419668064
-3.69895287,-7.502033272
-3.712874247,-7.583970258
-3.731030074,-7.665565171
-3.752876535,-7.746883206
-3.778160832,-7.827904221
-3.806877842,-7.908647874
-3.839101791,-7.98997457
-3.874914047,-8.071007798
-3.914364185,-8.152012325
-3.957596753,-8.233018139
-4.003868846,-8.313928202
-4.052803223,-8.394598323
-4.104307604,-8.474301499
-4.157969673,-8.553750203
-4.213294734,-8.632793725
-4.26962427,-8.711670442
-4.326180109,-8.788304631
-4.38216089,-8.864441945
-4.436832244,-8.941193182
-4.489461614,-9.017299993
-4.539091336,-9.093037719
-4.584130806,-9.168675805
-4.624907692,-9.244248974
-4.658454774,-9.319724329
-4.685273748,-9.395121466
-4.70585633,-9.470551985
-4.7211607,-9.546169476
-4.732564884,-9.62208479
-4.741554326,-9.698315309
-4.749491399,-9.774790895
-4.757475861,-9.851411017
-4.766285395,-9.92831873
-4.776407712,-10.00553407
-4.788132575,-10.08196838
-4.801651949,-10.15875508
-4.817134169,-10.2361099
-4.834762488,-10.31345397
-4.85474341,-10.39117849
-4.877296453,-10.46984094
-4.902637331,-10.548744
-4.930963386,-10.6276449
-4.962445267,-10.70667687
-4.997668114,-10.78581833
-5.03581292,-10.86493275
-5.077449917,-10.94391469
-5.122731573,-11.02258957
-5.171185074,-11.10113995
-5.222789685,-11.17988145
-5.278048399,-11.25797263
-5.336908678,-11.33614861
-5.399283881,-11.41374018
-5.464855748,-11.49167977
-5.532723044,-11.56922155
-5.601170246,-11.64603642
-5.667453189,-11.72346775
-5.728766179,-11.80005636
-5.780939402,-11.87743445
-5.821176995,-11.9547656
-5.849760983,-12.03185438
-5.869295707,-12.10723289
-5.883364413,-12.18310167
-5.895329195,-12.2595464
-5.907770625,-12.33747585
-5.922434446,-12.41256754
-5.939579538,-12.49171614
-5.961149569,-12.56775678
-5.987720984,-12.64082715
-6.01737931,-12.71245331
-6.04979369,-12.78857602
-6.084985273,-12.86594217
-6.122739986,-12.92580188
-6.162791069,-13.00998071
-6.20493269,-13.06549398
-6.248393051,-13.11809542
-6.292580138,-13.18274321
-6.336737707,-13.24500807
-6.379803517,-13.28419266
-6.420239114,-13.3566081
-6.457226058,-13.35359348
-6.489244264,-13.40273313
-6.515423795,-13.4046226
-6.535698345,-13.43920095
-6.550568701,-13.41033183
-6.560818192,-13.45769191
-6.567353535,-13.45348493
-6.571106677,-13.50028518
-6.572965683,-13.52325658
-6.573749381,-13.54503445
-6.574190987,-13.54260683
-6.574921807,-13.5041251
-6.576466264,-13.48283901
-6.57924889,-13.54843832
-6.583606375,-13.5334973
-6.589799644,-13.55692557
-6.598024504,-13.54773602
-6.608421512,-13.58242283
-6.621085947,-13.54400632
-6.636078166,-13.54966688
-6.653433855,-13.5593954
-6.67317333,-13.55303948
-6.69530906,-13.55519005
-6.719850877,-13.54756853
-6.74680868,-2.908741803
-6.776192751,-3.302985312
-6.808190839,-3.352528311
-6.842698377,-3.453261119
-6.879724004,-3.528051006
-6.918915952,-3.575366983
-6.960326431,-3.637939798
-7.004041665,-3.713558845
-7.050047832,-3.784004427
-7.09810931,-3.850855354
-7.148503422,-3.925175307
-7.200933695,-4.015676341
-7.255180364,-4.121238496
-7.311051123,-4.235651565
-7.368307747,-4.350371788
-7.426679874,-4.458087292
-7.48585948,-4.556409467
-7.545458366,-4.648329423
-7.604976681,-4.739041183
-7.663804388,-4.832120402
-7.721247337,-4.931134617
-7.776571023,-5.03394271
-7.829064846,-5.138960993
-7.878122214,-5.243600368
-7.923310713,-5.343450039
-7.964343832,-5.43551039
-8.002502798,-5.519508742
-8.037236963,-5.595608635
-8.069314012,-5.668968677
-8.099800168,-5.741799123
-8.129566632,-5.815750219
-8.159345881,-5.89057801
-8.189806849,-5.967374749
-8.221581614,-6.045832679
-8.255289506,-6.125483824
-8.291540343,-6.205657643
-8.330897624,-6.285653278
-8.373571676,-6.364854744
-8.420420424,-6.442710088
-8.471055462,-6.518784896
-8.52502379,-6.593069729
-8.580869811,-6.666022349
-8.637336168,-6.738788186
-8.69029027,-6.810873443
-8.734035575,-6.884165579
-8.763393441,-6.958193495
-8.776112302,-7.03365737
-8.773982951,-7.110709639
-8.761623817,-7.189298948
-8.744148409,-7.269303905
-8.725605971,-7.350549656
-8.708618855,-7.432792236
-8.694651897,-7.515722053
-8.684405343,-7.598966621
-8.678129292,-7.681870471
-8.675827674,-7.764609455
-8.677377147,-7.847281983
-8.682597207,-7.929751013
-8.691282915,-8.011751253
-8.703223556,-8.093412009
-8.718209982,-8.174789076
-8.736037875,-8.255852697
-8.756507226,-8.336628894
-8.779423039,-8.417996523
-8.804591445,-8.499083448
-8.831818857,-8.580143445
-8.860907967,-8.661184862
-8.891654989,-8.742099552
-8.923846506,-8.822738133
-8.957256327,-8.902349743
-8.991644711,-8.981691586
-9.026756868,-9.060611277
-9.062325098,-9.139340103
-9.098070172,-9.215867829
-9.133709664,-9.291895265
-9.168964603,-9.368594981
-9.203569133,-9.444661566
-9.237286337,-9.520373362
-9.269916779,-9.595984623
-9.301309592,-9.671536073
-9.331374832,-9.746996493
-9.360088251,-9.82237231
-9.387489583,-9.897799581
-9.413685823,-9.973421878
-9.4388366,-10.04936076
-9.463147467,-10.12561578
-9.486858925,-10.20216158
-9.510227525,-10.2788612
-9.533521642,-10.35577937
-9.557003977,-10.43307571
-9.580927755,-10.5104721
-9.605529663,-10.58811582
-9.631029601,-10.66636709
-9.657626664,-10.74395764
-9.68549952,-10.82222108
-9.714813451,-10.89911862
-9.745717481,-10.97886872
-9.77834379,-11.05582691
-9.812821058,-11.13366369
-9.849265746,-11.21300371
-9.887787236,-11.29177848
-9.928489764,-11.37089186
-9.971479488,-11.45074619
-10.01685593,-11.52972961
-10.06454016,-11.60802065
-10.11507794,-11.68542026
-10.16832633,-11.76319827
-10.22436316,-11.84031141
-10.2833634,-11.91647537
-10.34541208,-11.99395699
-10.4105743,-12.07164904
-10.47887233,-12.14714673
-10.55035935,-12.2250651
-10.62490352,-12.30048136
-10.70228631,-12.37638419
-10.78195037,-12.45455096
-10.86284841,-12.52777141
-10.94325417,-12.60353622
-11.02038288,-12.67575428
-11.09051865,-12.76030571
-11.1499178,-12.82394149
-11.19532302,-12.91218491
-11.22676282,-12.96686336
-11.24648293,-13.0336252
-11.25849267,-13.09750243
-11.26586402,-13.16745048
-11.27140936,-13.23204743
-11.27647988,-13.2850041
-11.28146659,-13.31537417
-11.28707828,-13.3616745
-11.29321994,-13.36380404
-11.29959613,-13.41065515
-11.30601854,-13.43804244
-11.31256509,-13.46653752
-11.31869879,-13.47747849
-11.32449019,-13.49474843
-11.32979297,-13.53671166
-11.33485038,-13.58082804
-11.33932404,-13.52564998
-11.34367029,-13.50134664
-11.34790617,-13.48198074
-11.35213254,-13.478847
-11.35676513,-13.52949922
