"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
258, -2.420255243394411e+00, -2.354223312403164e-01, 1.293683636527133e+00, 3.197699818623104e+02, 1.166641798489302e+01, 2.942846052098880e+05, 1.018847871716303e+05, 2.735803179125721e+02, 7.448928504333169e-01, 1.403090753247270e-02
259, -3.035682652341577e+00, -5.039327601806253e-01, 1.292678165797708e+00, 3.199846853811615e+02, 1.140771482518261e+01, 2.940890888255868e+05, 1.017739404001481e+05, 2.734952376231367e+02, 7.460664124607191e-01, 1.125256447682507e-02
260, -2.934910013778274e+00, 1.843720711218411e-01, 1.292415307583475e+00, 3.200130655616431e+02, 1.162590463611687e+01, 2.940336991926428e+05, 1.017449700444218e+05, 2.734729951834167e+02, 7.463328886715324e-01, 1.052643068352016e-02
261, 7.432372154634086e-01, 2.682113443315624e+00, 1.272116229396899e+00, 3.237581917888435e+02, 8.539290234882847e+00, 2.900152547076794e+05, 9.951511091791037e+04, 2.717476707701609e+02, 7.693072858338762e-01, -4.536435924544882e-02
262, 2.674267738441761e-01, 2.967366573525979e+00, 1.274343966467474e+00, 3.233548177813747e+02, 1.018179096049626e+01, 2.904627091804342e+05, 9.975906215779147e+04, 2.719376140551353e+02, 7.668510192722694e-01, -3.924979024016927e-02
263, 2.420055972563886e-01, -3.379612796398231e+00, 1.293255445428476e+00, 3.198028486057643e+02, 9.650321477540128e+00, 2.941711914312236e+05, 1.018375761818763e+05, 2.735440865405812e+02, 7.451089248514982e-01, 1.284757739322319e-02
264, -2.698973837774578e+00, -1.566770396999998e+00, 1.293289619136241e+00, 3.198702710125164e+02, 1.107396628117030e+01, 2.942076468013189e+05, 1.018413444608501e+05, 2.735469800881970e+02, 7.453495783109155e-01, 1.294202824261261e-02
265, 7.637605374797267e-01, -3.029377629502262e+00, 1.293019816439116e+00, 3.198554264853344e+02, 9.696457898856034e+00, 2.941268245091310e+05, 1.018116043941276e+05, 2.735241598340157e+02, 7.453975181203051e-01, 1.219660186033647e-02
266, -1.293238117391491e+00, -2.752051700927045e+00, 1.294366912684620e+00, 3.196181595541057e+02, 1.011596907735976e+01, 2.944015434815429e+05, 1.019601361310811e+05, 2.736381188125791e+02, 7.439451873065352e-01, 1.591950794402443e-02
267, -1.898382105614318e+00, -2.997225664375479e+00, 1.293525213646683e+00, 3.197602642888460e+02, 1.038804923385407e+01, 2.942324860043222e+05, 1.018673209467211e+05, 2.735669183903540e+02, 7.448771331970435e-01, 1.359312153261006e-02
268, -1.623159419675780e+00, 1.294884015872851e-01, 1.296099585964289e+00, 3.192541786618085e+02, 1.245914493591175e+01, 2.947571701453530e+05, 1.021512295280487e+05, 2.737844755624772e+02, 7.420993542453236e-01, 2.070921002867366e-02
269, -1.185652573759733e+00, -4.534142475812935e-02, 1.300234825341946e+00, 3.183677540639371e+02, 1.273965295666709e+01, 2.955586672339163e+05, 1.026077760035039e+05, 2.741334758684898e+02, 7.372443431212524e-01, 3.215241863728229e-02
270, -3.559679418824850e+00, -4.656954395458163e-02, 1.291935483299934e+00, 3.201218903202023e+02, 1.140793750543023e+01, 2.939412470089588e+05, 1.016920886257285e+05, 2.734323739809697e+02, 7.469008389872593e-01, 9.200972842622236e-03
271, -5.013321087154199e-01, -3.520774283695538e+00, 1.293586645815371e+00, 3.197364558081835e+02, 9.763900000061140e+00, 2.942367973559100e+05, 1.018740956780458e+05, 2.735721195777527e+02, 7.447335094257196e-01, 1.376292826200956e-02
272, 7.250018675082262e-03, -1.019758806952343e+00, 1.290257381251033e+00, 3.208593644082804e+02, 6.251696139803206e+00, 2.936809910102721e+05, 1.015081683470290e+05, 2.732928258202736e+02, 7.494530827375847e-01, 4.591062943717143e-03
273, 8.031825990193019e-02, -7.862152583321124e-01, 1.282978218048018e+00, 3.223264761808464e+02, 4.711063692497212e+00, 2.922704282711126e+05, 1.007089015302909e+05, 2.726792984939826e+02, 7.579399066062033e-01, -1.544233433254829e-02
274, 3.092247413812558e-01, 1.084228587176686e+00, 1.225640310449266e+00, 3.309239217934287e+02, 1.345057399834293e+01, 2.809212696366768e+05, 9.446903783547392e+04, 2.677503505737672e+02, 8.226144317659260e-01, -1.718427574830594e-01
275, 2.682465416579060e-01, 8.342948505673774e-01, 1.204194161521602e+00, 3.335621289566437e+02, 1.732853903892224e+01, 2.767390419021801e+05, 9.216638356838729e+04, 2.658762972638799e+02, 8.473511717551856e-01, -2.295581370739344e-01
276, 9.588936270558152e-02, 7.347024107533028e-01, 1.227721916134898e+00, 3.301216816884635e+02, 2.698804226118254e+01, 2.814101737046296e+05, 9.469215928718909e+04, 2.679276924206105e+02, 8.210119172224569e-01, -1.662502812417603e-01
277, 6.287289061002031e-02, 6.739946058403283e-02, 1.149186221535430e+00, 3.006394349148318e+02, 9.553512772311313e+01, 2.648281895090914e+05, 8.861275447259862e+04, 2.678609584500195e+02, 8.354650186716274e-01, -3.186288478272759e-01
278, 1.039884430085120e-01, 7.643547046719001e-02, 1.075715319423469e+00, 3.092055763251582e+02, 7.498176285073251e+01, 2.498904475738777e+05, 8.113514871364347e+04, 2.620084362945237e+02, 9.102027916615789e-01, -5.060529266296248e-01
279, 2.568685653817445e-01, 6.353851808880955e-01, 1.175911585056036e+00, 3.359469099823222e+02, 2.196513821510304e+01, 2.710722827845948e+05, 8.915147847268198e+04, 2.633646448032741e+02, 8.787823568525943e-01, -3.051258827473881e-01
280, 1.274148871100310e-01, 5.465328779310751e-01, 1.204819542029866e+00, 3.320624874910597e+02, 3.349812476841217e+01, 2.768004916651382e+05, 9.222985581814937e+04, 2.659212960597337e+02, 8.461701054029941e-01, -2.279672230401310e-01
281, 2.613677229676072e-01, 4.879117645574531e-01, 1.140213647174522e+00, 3.382094778882606e+02, 2.574392024516866e+01, 2.639381334904063e+05, 8.539510546544228e+04, 2.601658783123323e+02, 9.186850889681153e-01, -3.992783124441210e-01
282, 3.839491788383955e-01, 5.477887929304283e-01, 1.128928180236355e+00, 3.393354318769348e+02, 1.062701347745675e+01, 2.615925256650758e+05, 8.421738202742532e+04, 2.591427213026439e+02, 9.305592519908038e-01, -4.287976181643929e-01
283, 3.726961189445246e-01, 4.164567112720907e-01, 1.077652545103605e+00, 3.409606914984298e+02, 1.181001422603326e+01, 2.512717720820043e+05, 7.890737357647072e+04, 2.543562546474410e+02, 9.887864102136692e-01, -5.618914819537452e-01
284, 4.863068727307417e-01, 4.731051651759751e-01, 1.117033311037374e+00, 3.386790533187917e+02, -3.116381733450572e+00, 2.588365943464215e+05, 8.299573135886733e+04, 2.581031019831361e+02, 9.401166921812877e-01, -4.594179475256388e-01
285, 7.260426880514597e-01, 8.260577647236110e-02, 1.177140868429207e+00, 3.078347343997675e+02, -2.691790193861421e+01, 2.699409155916951e+05, 9.175285387571968e+04, 2.707663780817819e+02, 7.946641768565318e-01, -2.399231421576572e-01
286, 6.649820868975201e-01, 8.678365997050337e-02, 1.151319299525141e+00, 3.106628039047663e+02, -2.306032006156288e+01, 2.648117135041772e+05, 8.906695425248604e+04, 2.687351090472720e+02, 8.221711727179107e-01, -3.072444584810362e-01
287, 7.678005120866074e-01, 7.559889302606730e-02, 1.193984959327728e+00, 3.038437211378491e+02, -2.942873336250346e+01, 2.732812689647463e+05, 9.370308864067408e+04, 2.726205832078211e+02, 7.713249853993543e-01, -1.910410579648464e-01
288, 1.555034428549188e-01, 4.023019379297273e-01, 1.173561790587718e+00, 3.346418094445830e+02, 3.986458610154992e+01, 2.706588524340130e+05, 8.890804955180036e+04, 2.631714140515103e+02, 8.817643658555673e-01, -3.112273599742996e-01
289, 4.875049916637092e-01, 3.511713161924410e-01, 1.070585724929406e+00, 3.392079080484607e+02, -8.993797863791690e+00, 2.493252419033961e+05, 7.821983549008651e+04, 2.538043388342564e+02, 9.910267517470480e-01, -5.791244301240559e-01
