DV,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197
FD,-0.00427739999999538,-0.0008208999999897992,0.002571800000010505,0.0028311999999974797,0.002273099999998418,0.003610999999986708,0.007237600000015164,0.0016905999999927699,-0.034865299999992105,-0.0052425999999897175,-0.0010342999999871094,0.0032307999999967034,0.003566800000007197,0.0028923999999957983,0.004582800000006716,0.009126500000004867,0.0021832000000193696,-0.04380019999999929,-0.0053024999999845565,-0.0010245000000089208,0.0032663999999932303,0.003622500000001472,0.0030040000000008953,0.0047590999999874714,0.009369700000004533,0.0023105000000051,-0.044399500000007204,-0.005159800000008319,-0.0009660999999994146,0.003190700000009483,0.003562099999999957,0.00305120000002046,0.004841699999987015,0.009386399999998518,0.0023998000000038933,-0.043725799999984334,-0.004975899999988543,-0.0008803000000126571,0.0030943000000130394,0.0034720000000043605,0.0030872999999889683,0.0049104000000160805,0.009358699999996443,0.0025064000000116216,-0.0427065999999976,-0.004784000000000733,-0.000759599999983207,0.002977099999995625,0.0033472999999908937,0.0030981999999887817,0.004949499999989948,0.009286400000016461,0.0026390000000195424,-0.04136190000000178,-0.0045574999999950525,-0.0006072000000023614,0.0028205000000142144,0.0031686999999933074,0.003058799999990092,0.00492729999999192,0.009140599999991896,0.0027991000000129884,-0.03960120000000289,-0.0042692000000107986,-0.0004481999999958464,0.00259690000000562,0.0029108999999999385,0.0029354999999883775,0.004792299999993588,0.008852599999997768,0.0029720999999982567,-0.037206399999996365,-0.0038893999999845,-0.0003280999999813461,0.00227589999998723,0.002550000000010877,0.0026859999999878648,0.004462800000000489,0.008273399999987607,0.00310209999999922,-0.03362199999999011,-0.0033408000000081928,-0.00026309999998086475,0.0018507000000209104,0.002081899999999137,0.002267999999992776,0.0037991000000070496,0.0070531000000151325,0.0030095000000049388,-0.027298199999983844,-0.002163700000001878,-3.45000000095963e-05,0.0013500000000180037,0.0014754999999935792,0.001544000000006096,0.0024112000000103832,0.004320300000006107,0.0021065999999958507,-0.015267900000011382,-0.0012640999999882774,0.009754099999995105,0.018144999999990256,0.013155199999996535,0.003504499999987254,0.0006585000000142172,0.005535500000007632,0.0025878000000159607,-0.03310400000001296,-0.0014124000000115269,0.011921999999997544,0.022246299999986726,0.016069399999991962,0.004285600000014656,0.000969399999994902,0.007114800000020129,0.0033921999999936277,-0.0415205000000099,-0.0011826999999839385,0.011869400000016905,0.021872200000015718,0.015736200000004977,0.004312599999993505,0.0013148000000198778,0.00755580000001005,0.003652900000018777,-0.042039100000002,-0.0008241000000117071,0.011379100000007136,0.02053670000001784,0.014722800000012415,0.004260300000002991,0.0017986000000122515,0.007917600000004188,0.0038521999999943657,-0.0413760999999971,-0.0004718999999792084,0.010689900000020179,0.018818799999986698,0.013462400000018027,0.004219200000002421,0.0023816999999981547,0.008304200000003314,0.004069900000000515,-0.040391399999985256,-0.00012309999998516566,0.00985790000001402,0.016809899999990777,0.012021299999991074,0.004170300000015671,0.003000199999998732,0.008682299999993037,0.004317199999992472,-0.039092600000005535,0.0002975000000168815,0.008922599999995617,0.01452740000001257,0.010402799999996437,0.004077699999986696,0.0035887000000150997,0.008996100000005502,0.004592600000019598,-0.03738220000000514,0.000807899999989703,0.007885199999994874,0.012012099999993146,0.0086365999999935,0.003909199999992119,0.004061499999999385,0.009142500000010323,0.004863700000003191,-0.03504620000000652,0.0013379999999965642,0.006683700000016668,0.009363199999987137,0.006812900000020827,0.0036323999999879337,0.004289499999990397,0.00892360000000897,0.005028399999995604,-0.031562599999979124,0.001738100000002463,0.00521770000001115,0.006684900000011872,0.005001599999998606,0.0031602999999921777,0.004047900000019034,0.00791199999999187,0.0048086999999974464,-0.02548259999998748,0.0015856999999869226,0.003268400000019933,0.0038314000000080894,0.0029647000000104784,0.002111599999993219,0.00272780000001166,0.00501400000001845,0.003330499999988634,-0.01410779999998918
Adjoint,-0.00424647,-0.000805571,0.00257486,0.00283129,0.00227311,0.00361093,0.00723718,0.00169048,-0.0348708,-0.0052009,-0.00101349,0.00323529,0.0035671,0.00289237,0.00458274,0.00912626,0.00218315,-0.0438069,-0.00525784,-0.00100279,0.00327107,0.00362303,0.00300401,0.00475909,0.0093695,0.00231041,-0.044405400000000005,-0.00511394,-0.000944295,0.00319529,0.00356268,0.00305123,0.00484165,0.00938623,0.00239962,-0.043731099999999995,-0.00492924,-0.0008584739999999999,0.00309861,0.00347249,0.00308736,0.00491036,0.00935847,0.00250619,-0.042711599999999995,-0.00473713,-0.000737967,0.00298122,0.00334774,0.00309818,0.00494953,0.00928619,0.00263888,-0.0413668,-0.00451126,-0.000586093,0.0028244,0.00316907,0.00305882,0.0049273,0.00914042,0.00279893,-0.039606,-0.00422458,-0.00042804800000000005,0.0026005,0.00291116,0.00293542,0.00479225,0.00885242,0.00297195,-0.0372112,-0.00384683,-0.000309299,0.00227907,0.00255008,0.00268578,0.004462600000000001,0.00827293,0.00310171,-0.033627199999999996,-0.00330305,-0.00024754700000000003,0.0018526,0.00208111,0.00226699,0.00379809,0.00705183,0.00300839,-0.027304200000000004,-0.00214181,-2.78982e-05,0.00134868,0.00147292,0.00154139,0.00240872,0.00431799,0.0021046999999999997,-0.0152725,-0.00130014,0.00973562,0.0181395,0.013151699999999999,0.00350192,0.0006576660000000001,0.00553478,0.0025878,-0.0331082,-0.00146196,0.0118976,0.0222392,0.0160648,0.00428236,0.000968381,0.00711412,0.00339219,-0.041525900000000004,-0.00123406,0.0118446,0.0218656,0.0157325,0.00431001,0.00131391,0.00755531,0.00365299,-0.0420439,-0.000875037,0.0113545,0.020530200000000002,0.0147197,0.00425818,0.00179786,0.00791724,0.00385227,-0.0413802,-0.000521903,0.0106651,0.018812,0.0134595,0.00421746,0.00238108,0.00830393,0.00407016,-0.040395099999999996,-0.000172151,0.00983313,0.0168028,0.0120185,0.0041689,0.00299977,0.00868214,0.00431754,-0.0390962,0.00024953700000000003,0.00889819,0.0145202,0.010400200000000002,0.00407661,0.00358841,0.00899608,0.00459302,-0.037385699999999994,0.000761286,0.00786178,0.0120053,0.00863442,0.00390837,0.00406135,0.00914254,0.00486411,-0.035049699999999996,0.00129311,0.00666174,0.00935744,0.00681141,0.00363196,0.00428959,0.00892368,0.00502885,-0.0315662,0.00169864,0.00519943,0.00668117,0.0050014,0.0031607,0.00404866,0.00791265,0.00480967,-0.025486099999999998,0.00156326,0.00325952,0.00383139,0.00296656,0.00211379,0.00273025,0.00501645,0.00333275,-0.014109299999999998
