"arc_length","Displacement_Magnitude","Sxx","Sxy","Sxz","Syy","Syz","Szz","Von_Mises_Stress"
0,0,1.1981e+06,-69146.5,-6341.77,2.41118e+06,481679,1.03159e+06,1.55619e+06
0.002,1.83909e-06,1.13834e+06,-63186,-5483.56,2.32245e+06,451574,951729,1.51895e+06
0.004,2.98491e-06,1.10587e+06,-60675.6,-4461.46,2.26671e+06,434216,913431,1.49387e+06
0.006,3.9487e-06,1.08232e+06,-59292.2,-3385.82,2.22174e+06,421022,888708,1.47277e+06
0.008,4.93592e-06,1.05876e+06,-57908.8,-2310.18,2.17678e+06,407828,863985,1.45167e+06
0.01,5.93487e-06,1.03521e+06,-56525.4,-1234.54,2.13181e+06,394634,839262,1.43057e+06
0.012,6.94051e-06,1.01165e+06,-55142,-158.899,2.08685e+06,381440,814539,1.40947e+06
0.014,7.95028e-06,988098,-53758.6,916.741,2.04189e+06,368246,789816,1.38836e+06
0.016,8.92877e-06,964534,-51961.3,2137.45,1.99579e+06,356016,766508,1.36748e+06
0.018,9.82292e-06,940948,-49120.5,3723.89,1.94683e+06,346214,746767,1.34714e+06
0.02,1.07179e-05,917361,-46279.7,5310.33,1.89788e+06,336412,727025,1.32679e+06
0.022,1.16135e-05,893774,-43438.9,6896.78,1.84893e+06,326610,707284,1.30645e+06
0.024,1.25097e-05,870187,-40598.1,8483.22,1.79997e+06,316808,687543,1.2861e+06
0.026,1.34062e-05,846600,-37757.4,10069.7,1.75102e+06,307006,667802,1.26576e+06
0.028,1.43031e-05,823013,-34916.6,11656.1,1.70206e+06,297205,648060,1.24542e+06
0.03,1.52003e-05,799426,-32075.8,13242.5,1.65311e+06,287403,628319,1.22507e+06
0.032,1.60976e-05,775839,-29235,14829,1.60415e+06,277601,608578,1.20473e+06
0.034,1.69952e-05,752252,-26394.2,16415.4,1.5552e+06,267799,588837,1.18438e+06
0.036,1.78929e-05,728665,-23553.4,18001.9,1.50625e+06,257997,569096,1.16404e+06
0.038,1.87908e-05,705078,-20712.7,19588.3,1.45729e+06,248196,549354,1.1437e+06
0.04,1.96888e-05,681491,-17871.9,21174.8,1.40834e+06,238394,529613,1.12335e+06
0.042,2.05869e-05,657904,-15031.1,22761.2,1.35938e+06,228592,509872,1.10301e+06
0.044,2.14851e-05,634317,-12190.3,24347.6,1.31043e+06,218790,490131,1.08266e+06
0.046,2.23833e-05,610730,-9349.52,25934.1,1.26148e+06,208988,470390,1.06232e+06
0.048,2.32816e-05,587143,-6508.74,27520.5,1.21252e+06,199187,450648,1.04198e+06
0.05,2.51953e-05,559998,-4374.39,29986.1,1.17777e+06,193736,419022,1.0416e+06
0.052,2.74766e-05,531570,-2494.82,32768.9,1.14815e+06,189854,383109,1.04843e+06
0.054,2.97595e-05,503142,-615.257,35551.6,1.11853e+06,185972,347195,1.05525e+06
0.056,3.20434e-05,474713,1264.31,38334.3,1.08891e+06,182090,311282,1.06208e+06
0.058,3.43282e-05,446285,3143.87,41117,1.05928e+06,178208,275369,1.06891e+06
0.06,3.66138e-05,417857,5023.44,43899.7,1.02966e+06,174326,239456,1.07573e+06
0.062,3.89e-05,389428,6903.01,46682.4,1.00004e+06,170445,203543,1.08256e+06
0.064,4.11058e-05,385434,6282.8,46729.2,993957,173876,201064,1.08456e+06
0.066,4.33386e-05,383218,5480.72,46577,989591,177840,201019,1.0862e+06
0.068,4.56003e-05,381001,4678.64,46424.7,985226,181803,200973,1.08784e+06
0.07,4.78869e-05,378784,3876.57,46272.5,980860,185767,200927,1.08948e+06
0.072,5.01897e-05,373821,1330.77,46446.3,972549,184685,190282,1.08924e+06
0.074,5.25026e-05,368414,-1496.35,46672.7,963602,182790,177927,1.08869e+06
0.076,5.48247e-05,363008,-4323.46,46899,954654,180894,165573,1.08814e+06
0.078,5.71549e-05,357602,-7150.57,47125.4,945706,178999,153218,1.08758e+06
0.08,5.94921e-05,352195,-9977.68,47351.8,936759,177103,140863,1.08703e+06
0.082,6.18356e-05,346789,-12804.8,47578.2,927811,175208,128508,1.08648e+06
0.084,6.41847e-05,341382,-15631.9,47804.6,918863,173313,116153,1.08593e+06
0.086,6.65388e-05,335976,-18459,48031,909916,171417,103799,1.08538e+06
0.088,6.88978e-05,331777,-20977.7,48012.7,902517,170250,93208.7,1.08622e+06
0.09,7.1266e-05,334090,-21834,46675.3,903465,173004,92130.9,1.09458e+06
0.092,7.36419e-05,336403,-22690.4,45337.9,904414,175758,91053.1,1.10294e+06
0.094,7.60248e-05,338715,-23546.7,44000.5,905363,178513,89975.3,1.1113e+06
0.096,7.84142e-05,341028,-24403,42663.1,906311,181267,88897.5,1.11966e+06
0.098,8.08093e-05,343340,-25259.3,41325.8,907260,184022,87819.8,1.12801e+06
0.1,8.34813e-05,349870,-26694.2,40512.1,919149,187263,88120.9,1.14405e+06
0.102,8.70313e-05,369989,-29993.4,41386.1,966300,192073,92866.3,1.18485e+06
0.104,9.05829e-05,390107,-33292.6,42260.2,1.01345e+06,196883,97611.7,1.22564e+06
0.106,9.41359e-05,410226,-36591.9,43134.3,1.0606e+06,201693,102357,1.26644e+06
0.108,9.76901e-05,430345,-39891.1,44008.4,1.10775e+06,206503,107102,1.30723e+06
0.11,0.000101245,450464,-43190.4,44882.5,1.1549e+06,211312,111848,1.34803e+06
0.112,0.000104802,470583,-46489.6,45756.6,1.20206e+06,216122,116593,1.38882e+06
0.114,0.000108359,490702,-49788.9,46630.7,1.24921e+06,220932,121339,1.42962e+06
0.116,0.000112071,484446,-50086.4,45486.3,1.23172e+06,222326,119252,1.41796e+06
0.118,0.000115948,450133,-47190.9,42194.7,1.14548e+06,220085,109898,1.35049e+06
0.12,0.000119825,415820,-44295.4,38903.1,1.05924e+06,217845,100544,1.28302e+06
0.122,0.000123703,381507,-41399.8,35611.5,972993,215605,91189.8,1.21555e+06
0.124,0.000127581,347194,-38504.3,32319.9,886750,213364,81835.7,1.14808e+06
0.126,0.000131459,312881,-35608.7,29028.3,800507,211124,72481.6,1.08062e+06
0.128,0.000135338,278568,-32713.2,25736.7,714264,208883,63127.5,1.01315e+06
0.13,0.000139216,244256,-29817.7,22445.1,628022,206643,53773.5,945679
0.132,0.000143365,231170,-29617.4,20194.8,594103,205207,50082.1,921559
0.134,0.000147682,230644,-31011.8,18560.5,591140,204247,49740.9,923083
0.136,0.00015201,230117,-32406.1,16926.3,588176,203286,49399.7,924608
0.138,0.000156349,229591,-33800.4,15292,585213,202326,49058.5,926132
0.14,0.000160697,229064,-35194.7,13657.8,582249,201366,48717.3,927656
0.142,0.000165054,228538,-36589.1,12023.5,579286,200406,48376.1,929181
0.144,0.000169419,228012,-37983.4,10389.2,576322,199446,48034.9,930705
0.146,0.000173791,227485,-39377.7,8754.96,573359,198485,47693.7,932230
0.148,0.00017817,226959,-40772,7120.69,570395,197525,47352.5,933754
0.15,0.000182556,226432,-42166.4,5486.42,567432,196565,47011.3,935279
0.152,0.000186948,225906,-43560.7,3852.16,564469,195605,46670.1,936803
0.154,0.000191345,225379,-44955,2217.89,561505,194645,46328.9,938328
0.156,0.000195747,224853,-46349.3,583.618,558542,193684,45987.7,939852
0.158,0.000200154,224326,-47743.7,-1050.65,555578,192724,45646.5,941376
0.16,0.000204565,223800,-49138,-2684.91,552615,191764,45305.3,942901
0.162,0.000208981,223273,-50532.3,-4319.18,549651,190804,44964.1,944425
0.164,0.000213401,222747,-51926.6,-5953.45,546688,189844,44622.9,945950
0.166,0.000217824,222220,-53321,-7587.71,543725,188884,44281.6,947474
0.168,0.000222251,221694,-54715.3,-9221.98,540761,187923,43940.4,948999
0.17,0.000226681,221167,-56109.6,-10856.2,537798,186963,43599.2,950523
0.172,0.000231115,220641,-57503.9,-12490.5,534834,186003,43258,952048
0.174,0.000235459,222321,-58446,-10903.9,540562,185115,42665.5,950596
0.176,0.000239755,225206,-59140.8,-7557.2,551038,184266,41935.7,947518
0.178,0.000244548,225452,-59039.2,-8976.47,552465,182769,43365.3,936309
0.18,0.000249812,224268,-58346.1,-14475.2,548533,180663,47290.5,920556
0.182,0.000255374,233733,-59065.9,-17611.9,575990,178258,57440.9,936067
0.184,0.000260937,243198,-59785.8,-20748.8,603447,175853,67591.3,951578
0.186,0.0002665,252664,-60505.6,-23885.6,630905,173449,77741.8,967089
0.188,0.000272064,262129,-61225.5,-27022.3,658362,171044,87892.1,982600
0.19,0.000277629,271594,-61945.3,-30159.1,685819,168640,98042.5,998112
0.192,0.000283194,281059,-62665.2,-33295.9,713277,166235,108193,1.01362e+06
0.194,0.00028876,290524,-63385,-36432.7,740734,163830,118343,1.02913e+06
0.196,0.000294327,299989,-64104.9,-39569.5,768191,161426,128494,1.04465e+06
0.198,0.00030009,303895,-63032.4,-39889.5,775957,159003,132169,1.0427e+06
0.2,0.000305927,305780,-61308.8,-39186,776568,156574,133490,1.0344e+06
