"arc_length","Displacement_Magnitude","Sxx","Sxy","Sxz","Syy","Syz","Szz","Von_Mises_Stress"
0,0,1.34887e+06,-84280.8,-9327.02,2.68431e+06,373939,1.18993e+06,1.57472e+06
0.002,1.93397e-06,1.28479e+06,-77652,-8288.45,2.58954e+06,345046,1.10489e+06,1.53952e+06
0.004,3.07859e-06,1.24905e+06,-74735.2,-7127.46,2.52843e+06,329893,1.0623e+06,1.51716e+06
0.006,4.01084e-06,1.22257e+06,-73031.1,-5926.46,2.47832e+06,319230,1.03357e+06,1.49899e+06
0.008,4.96811e-06,1.19608e+06,-71327,-4725.47,2.42821e+06,308566,1.00485e+06,1.48083e+06
0.01,5.93833e-06,1.1696e+06,-69622.9,-3524.48,2.3781e+06,297902,976127,1.46267e+06
0.012,6.91605e-06,1.14311e+06,-67918.7,-2323.49,2.32799e+06,287238,947404,1.4445e+06
0.014,7.89848e-06,1.11663e+06,-66214.6,-1122.49,2.27788e+06,276574,918681,1.42634e+06
0.016,8.8448e-06,1.09014e+06,-64002.2,388.404,2.22663e+06,267106,891606,1.40829e+06
0.018,9.69358e-06,1.06365e+06,-60508.4,2680.59,2.17247e+06,260654,868685,1.39056e+06
0.02,1.05431e-05,1.03717e+06,-57014.6,4972.79,2.11832e+06,254201,845763,1.37282e+06
0.022,1.13932e-05,1.01068e+06,-53520.8,7264.98,2.06416e+06,247749,822842,1.35509e+06
0.024,1.22437e-05,984186,-50026.9,9557.17,2.01001e+06,241296,799920,1.33735e+06
0.026,1.30946e-05,957697,-46533.1,11849.4,1.95586e+06,234844,776999,1.31961e+06
0.028,1.39457e-05,931207,-43039.3,14141.6,1.9017e+06,228392,754077,1.30188e+06
0.03,1.47972e-05,904718,-39545.5,16433.7,1.84755e+06,221939,731156,1.28414e+06
0.032,1.56488e-05,878228,-36051.7,18725.9,1.79339e+06,215487,708234,1.2664e+06
0.034,1.65006e-05,851739,-32557.9,21018.1,1.73924e+06,209034,685313,1.24867e+06
0.036,1.73525e-05,825249,-29064.1,23310.3,1.68509e+06,202582,662391,1.23093e+06
0.038,1.82045e-05,798760,-25570.3,25602.5,1.63093e+06,196129,639470,1.2132e+06
0.04,1.90567e-05,772271,-22076.5,27894.7,1.57678e+06,189677,616548,1.19546e+06
0.042,1.9909e-05,745781,-18582.6,30186.9,1.52262e+06,183225,593627,1.17772e+06
0.044,2.07613e-05,719292,-15088.8,32479.1,1.46847e+06,176772,570705,1.15999e+06
0.046,2.16137e-05,692802,-11595,34771.3,1.41432e+06,170320,547784,1.14225e+06
0.048,2.24662e-05,666313,-8101.21,37063.5,1.36016e+06,163867,524862,1.12452e+06
0.05,2.46174e-05,634446,-5407.36,40365.7,1.32272e+06,163365,486506,1.13052e+06
0.052,2.72372e-05,600641,-3002.02,44032.2,1.29131e+06,165008,442584,1.14509e+06
0.054,2.98574e-05,566835,-596.675,47698.7,1.2599e+06,166652,398661,1.15966e+06
0.056,3.24778e-05,533029,1808.67,51365.2,1.22849e+06,168295,354738,1.17423e+06
0.058,3.50983e-05,499224,4214,55031.7,1.19708e+06,169939,310816,1.1888e+06
0.06,3.77191e-05,465418,6619.34,58698.2,1.16567e+06,171582,266893,1.20337e+06
0.062,4.03399e-05,431612,9024.68,62364.7,1.13426e+06,173225,222971,1.21795e+06
0.064,4.27771e-05,426727,8314.72,62644.4,1.12729e+06,178409,219756,1.22147e+06
0.066,4.52472e-05,423945,7378.11,62677.7,1.1221e+06,183849,219504,1.2242e+06
0.068,4.7758e-05,421163,6441.49,62711.1,1.11691e+06,189290,219251,1.22692e+06
0.07,5.03034e-05,418381,5504.88,62744.4,1.11172e+06,194731,218999,1.22965e+06
0.072,5.28759e-05,412162,2235.7,62775.7,1.10144e+06,193896,206296,1.22987e+06
0.074,5.54634e-05,405388,-1409.8,62806.8,1.09034e+06,192049,191584,1.22968e+06
0.076,5.80637e-05,398614,-5055.28,62837.8,1.07925e+06,190202,176873,1.22949e+06
0.078,6.0675e-05,391840,-8700.78,62868.9,1.06815e+06,188354,162162,1.2293e+06
0.08,6.32961e-05,385066,-12346.3,62899.9,1.05705e+06,186507,147451,1.22911e+06
0.082,6.59257e-05,378292,-15991.8,62931,1.04595e+06,184660,132739,1.22892e+06
0.084,6.85629e-05,371517,-19637.3,62962.1,1.03485e+06,182812,118028,1.22873e+06
0.086,7.12069e-05,364743,-23282.8,62993.1,1.02375e+06,180965,103317,1.22854e+06
0.088,7.38547e-05,359442,-26514.6,62752,1.0145e+06,179983,90748.8,1.22997e+06
0.09,7.64999e-05,362082,-27516.9,61044.3,1.01519e+06,183665,89734.7,1.24017e+06
0.092,7.91549e-05,364721,-28519.2,59336.6,1.01589e+06,187346,88720.7,1.25037e+06
0.094,8.18188e-05,367360,-29521.5,57628.9,1.01658e+06,191027,87706.6,1.26057e+06
0.096,8.44909e-05,369999,-30523.9,55921.1,1.01728e+06,194709,86692.5,1.27077e+06
0.098,8.71702e-05,372638,-31526.2,54213.4,1.01797e+06,198390,85678.4,1.28097e+06
0.1,9.01662e-05,380295,-33219.4,53085.8,1.03177e+06,202246,86566.7,1.29995e+06
0.102,9.41648e-05,404123,-37139.5,53828.2,1.08781e+06,206660,93586.3,1.34725e+06
0.104,9.81652e-05,427952,-41059.5,54570.5,1.14384e+06,211075,100606,1.39456e+06
0.106,0.000102167,451780,-44979.6,55312.9,1.19988e+06,215490,107626,1.44186e+06
0.108,0.000106171,475609,-48899.6,56055.2,1.25592e+06,219905,114645,1.48916e+06
0.11,0.000110175,499438,-52819.7,56797.6,1.31195e+06,224320,121665,1.53646e+06
0.112,0.000114181,523266,-56739.7,57539.9,1.36799e+06,228735,128685,1.58377e+06
0.114,0.000118188,547095,-60659.8,58282.3,1.42402e+06,233150,135704,1.63107e+06
