"arc_length","Displacement_Magnitude","Sxx","Sxy","Sxz","Syy","Syz","Szz","Von_Mises_Stress"
0,0,1.18229e+06,-68386.1,-6359.62,2.3796e+06,478005,1.01822e+06,1.53823e+06
0.002,1.81607e-06,1.1233e+06,-62510,-5523.09,2.29203e+06,448309,939422,1.50141e+06
0.004,2.94897e-06,1.09124e+06,-60035.6,-4524.9,2.23702e+06,431188,901618,1.47663e+06
0.006,3.90264e-06,1.06798e+06,-58672.4,-3473.92,2.19265e+06,418176,877206,1.45578e+06
0.008,4.87943e-06,1.04472e+06,-57309.3,-2422.93,2.14827e+06,405163,852793,1.43493e+06
0.01,5.8678e-06,1.02146e+06,-55946.1,-1371.94,2.1039e+06,392150,828380,1.41408e+06
0.012,6.86276e-06,998197,-54582.9,-320.953,2.05953e+06,379138,803967,1.39322e+06
0.014,7.8618e-06,974937,-53219.8,730.034,2.01515e+06,366125,779555,1.37237e+06
0.016,8.82997e-06,951666,-51448.8,1924.43,1.96966e+06,354061,756534,1.35173e+06
0.018,9.71492e-06,928370,-48649.5,3480.35,1.92135e+06,344390,737024,1.33161e+06
0.02,1.06007e-05,905075,-45850.3,5036.28,1.87304e+06,334719,717514,1.31149e+06
0.022,1.14871e-05,881779,-43051,6592.21,1.82472e+06,325048,698004,1.29137e+06
0.024,1.23741e-05,858483,-40251.8,8148.13,1.77641e+06,315377,678494,1.27125e+06
0.026,1.32614e-05,835187,-37452.6,9704.06,1.7281e+06,305706,658984,1.25113e+06
0.028,1.4149e-05,811891,-34653.3,11260,1.67979e+06,296035,639474,1.23101e+06
0.03,1.5037e-05,788595,-31854.1,12815.9,1.63147e+06,286364,619964,1.21089e+06
0.032,1.59251e-05,765300,-29054.8,14371.8,1.58316e+06,276693,600454,1.19077e+06
0.034,1.68134e-05,742004,-26255.6,15927.8,1.53485e+06,267022,580944,1.17064e+06
0.036,1.77019e-05,718708,-23456.4,17483.7,1.48653e+06,257351,561434,1.15052e+06
0.038,1.85905e-05,695412,-20657.1,19039.6,1.43822e+06,247680,541924,1.1304e+06
0.04,1.94793e-05,672116,-17857.9,20595.5,1.38991e+06,238009,522414,1.11028e+06
0.042,2.03681e-05,648820,-15058.6,22151.5,1.34159e+06,228338,502904,1.09016e+06
0.044,2.12571e-05,625525,-12259.4,23707.4,1.29328e+06,218667,483394,1.07004e+06
0.046,2.21461e-05,602229,-9460.15,25263.3,1.24497e+06,208995,463884,1.04992e+06
0.048,2.30352e-05,578933,-6660.91,26819.3,1.19666e+06,199324,444374,1.0298e+06
0.05,2.49246e-05,552074,-4541.42,29241.6,1.16222e+06,193941,413136,1.02927e+06
0.052,2.71763e-05,523929,-2667.08,31976.4,1.1328e+06,190103,377668,1.03581e+06
0.054,2.94294e-05,495785,-792.738,34711.2,1.10337e+06,186266,342200,1.04235e+06
0.056,3.16837e-05,467641,1081.6,37446,1.07394e+06,182429,306732,1.04889e+06
