"arc_length","Displacement_Magnitude","Sxx","Sxy","Sxz","Syy","Syz","Szz","Von_Mises_Stress"
0,0,1.19798e+06,-69048.5,-6467.04,2.41121e+06,484110,1.03174e+06,1.55841e+06
0.002,1.84002e-06,1.13821e+06,-63095.4,-5622.79,2.32249e+06,454020,951906,1.52112e+06
0.004,2.98773e-06,1.10573e+06,-60590.7,-4613.12,2.26675e+06,436674,913606,1.49601e+06
0.006,3.95381e-06,1.08217e+06,-59212.4,-3549.39,2.22178e+06,423490,888874,1.47489e+06
0.008,4.9433e-06,1.0586e+06,-57834.1,-2485.67,2.17682e+06,410306,864141,1.45377e+06
0.01,5.94454e-06,1.03503e+06,-56455.9,-1421.95,2.13185e+06,397122,839408,1.43264e+06
0.012,6.95245e-06,1.01146e+06,-55077.6,-358.232,2.08689e+06,383938,814676,1.41152e+06
0.014,7.96449e-06,987893,-53699.3,705.489,2.04193e+06,370754,789943,1.3904e+06
0.016,8.94526e-06,964314,-51907.3,1914.8,1.99583e+06,358531,766620,1.36949e+06
0.018,9.84172e-06,940707,-49072.2,3491.17,1.94686e+06,348732,746850,1.34911e+06
0.02,1.0739e-05,917101,-46237.1,5067.54,1.8979e+06,338932,727080,1.32872e+06
0.022,1.1637e-05,893494,-43401.9,6643.91,1.84894e+06,329133,707310,1.30834e+06
0.024,1.25354e-05,869888,-40566.8,8220.28,1.79997e+06,319334,687540,1.28796e+06
0.026,1.34343e-05,846282,-37731.7,9796.65,1.75101e+06,309534,667770,1.26758e+06
0.028,1.43335e-05,822675,-34896.6,11373,1.70204e+06,299735,648000,1.24719e+06
0.03,1.5233e-05,799069,-32061.5,12949.4,1.65308e+06,289936,628230,1.22681e+06
0.032,1.61327e-05,775462,-29226.4,14525.8,1.60412e+06,280137,608460,1.20643e+06
0.034,1.70325e-05,751856,-26391.2,16102.1,1.55515e+06,270337,588690,1.18605e+06
0.036,1.79326e-05,728250,-23556.1,17678.5,1.50619e+06,260538,568920,1.16566e+06
0.038,1.88328e-05,704643,-20721,19254.9,1.45723e+06,250739,549149,1.14528e+06
0.04,1.97331e-05,681037,-17885.9,20831.2,1.40826e+06,240939,529379,1.1249e+06
0.042,2.06335e-05,657430,-15050.8,22407.6,1.3593e+06,231140,509609,1.10452e+06
0.044,2.1534e-05,633824,-12215.6,23984,1.31034e+06,221341,489839,1.08413e+06
0.046,2.24346e-05,610217,-9380.53,25560.3,1.26137e+06,211542,470069,1.06375e+06
0.048,2.33352e-05,586611,-6545.41,27136.7,1.21241e+06,201742,450299,1.04337e+06
0.05,2.52495e-05,559394,-4397.46,29591.5,1.17752e+06,196284,418645,1.04285e+06
0.052,2.75309e-05,530875,-2497.32,32363.1,1.14772e+06,192391,382704,1.04948e+06
0.054,2.98138e-05,502357,-597.195,35134.7,1.11791e+06,188497,346764,1.05612e+06
0.056,3.20978e-05,473838,1302.94,37906.2,1.0881e+06,184604,310824,1.06276e+06
0.058,3.43827e-05,445319,3203.06,40677.8,1.05829e+06,180711,274883,1.0694e+06
0.06,3.66684e-05,416800,5103.19,43449.4,1.02848e+06,176818,238943,1.07604e+06
0.062,3.89546e-05,388281,7003.32,46221,998676,172925,203002,1.08268e+06
0.064,4.11624e-05,384283,6386.85,46264.7,992601,176338,200544,1.08468e+06
0.066,4.3397e-05,382069,5587.3,46110,988253,180282,200521,1.08635e+06
0.068,4.56605e-05,379855,4787.74,45955.3,983904,184227,200499,1.08802e+06
0.07,4.79488e-05,377641,3988.18,45800.6,979555,188171,200476,1.08968e+06
0.072,5.02535e-05,372708,1437.28,45966.7,971319,187083,189888,1.08951e+06
0.074,5.25684e-05,367335,-1396.18,46184.7,962455,185183,177596,1.08903e+06
0.076,5.48924e-05,361963,-4229.63,46402.6,953591,183282,165303,1.08856e+06
0.078,5.72244e-05,356591,-7063.08,46620.5,944728,181382,153010,1.08809e+06
0.08,5.95634e-05,351219,-9896.53,46838.4,935864,179482,140718,1.08761e+06
0.082,6.19087e-05,345846,-12730,47056.4,927000,177582,128425,1.08714e+06
0.084,6.42595e-05,340474,-15563.4,47274.3,918136,175682,116133,1.08667e+06
0.086,6.66154e-05,335102,-18396.9,47492.2,909273,173782,103840,1.08619e+06
0.088,6.89761e-05,330932,-20920.6,47465.7,901946,172609,93305.7,1.0871e+06
0.09,7.13459e-05,333243,-21774.9,46121.5,902905,175353,92247.8,1.09546e+06
0.092,7.37233e-05,335555,-22629.1,44777.3,903864,178097,91189.8,1.10383e+06
0.094,7.61078e-05,337866,-23483.4,43433.2,904823,180841,90131.9,1.11219e+06
0.096,7.84987e-05,340177,-24337.6,42089,905782,183585,89073.9,1.12055e+06
0.098,8.08953e-05,342489,-25191.9,40744.8,906741,186329,88016,1.12891e+06
0.1,8.3568e-05,348986,-26613.1,39923.6,918573,189556,88326.8,1.14489e+06
0.102,8.7116e-05,368973,-29861.7,40787.8,965446,194338,93049.4,1.18545e+06
0.104,9.06656e-05,388960,-33110.3,41652.1,1.01232e+06,199120,97772.1,1.226e+06
0.106,9.42166e-05,408947,-36358.8,42516.4,1.05919e+06,203902,102495,1.26656e+06
0.108,9.77689e-05,428934,-39607.4,43380.6,1.10607e+06,208684,107217,1.30711e+06
0.11,0.000101322,448921,-42856,44244.9,1.15294e+06,213466,111940,1.34767e+06
0.112,0.000104877,468908,-46104.6,45109.1,1.19982e+06,218248,116663,1.38822e+06
0.114,0.000108432,488896,-49353.2,45973.4,1.24669e+06,223030,121385,1.42878e+06
0.116,0.000112141,482591,-49632.7,44830.8,1.22911e+06,224413,119290,1.41704e+06
0.118,0.000116015,448319,-46753.9,41553.3,1.14297e+06,222180,109941,1.34967e+06
0.12,0.000119889,414046,-43875.1,38275.9,1.05683e+06,219946,100592,1.2823e+06
0.122,0.000123763,379774,-40996.3,34998.4,970695,217713,91243.6,1.21493e+06
0.124,0.000127638,345502,-38117.4,31721,884557,215480,81895,1.14756e+06
0.126,0.000131513,311229,-35238.6,28443.5,798418,213246,72546.3,1.08019e+06
0.128,0.000135388,276957,-32359.8,25166.1,712279,211013,63197.7,1.01282e+06
0.13,0.000139264,242684,-29481,21888.7,626141,208780,53849.1,945457
0.132,0.000143409,229615,-29285.8,19647.3,592269,207342,50157.4,921347
0.134,0.000147722,229090,-30678.3,18018.9,589319,206375,49812.4,922830
0.136,0.000152047,228565,-32070.8,16390.5,586368,205408,49467.4,924312
0.138,0.000156381,228041,-33463.3,14762.1,583418,204441,49122.4,925795
0.14,0.000160726,227516,-34855.8,13133.7,580468,203474,48777.4,927278
0.142,0.000165078,226991,-36248.3,11505.3,577518,202507,48432.4,928761
0.144,0.000169439,226466,-37640.8,9876.9,574567,201540,48087.4,930244
0.146,0.000173807,225941,-39033.3,8248.5,571617,200572,47742.4,931726
0.148,0.000178182,225416,-40425.8,6620.1,568667,199605,47397.5,933209
0.15,0.000182564,224891,-41818.3,4991.69,565716,198638,47052.5,934692
0.152,0.000186951,224366,-43210.8,3363.3,562766,197671,46707.5,936175
0.154,0.000191344,223841,-44603.4,1734.9,559816,196704,46362.5,937657
0.156,0.000195742,223316,-45995.9,106.502,556866,195737,46017.5,939140
0.158,0.000200145,222791,-47388.4,-1521.9,553915,194770,45672.5,940623
0.16,0.000204552,222266,-48780.9,-3150.29,550965,193803,45327.5,942106
0.162,0.000208963,221741,-50173.4,-4778.69,548015,192836,44982.6,943589
0.164,0.000213379,221217,-51565.9,-6407.09,545065,191869,44637.6,945071
0.166,0.000217798,220692,-52958.4,-8035.48,542114,190902,44292.6,946554
0.168,0.00022222,220167,-54350.9,-9663.88,539164,189934,43947.6,948037
0.17,0.000226646,219642,-55743.4,-11292.3,536214,188967,43602.6,949520
0.172,0.000231075,219117,-57135.9,-12920.7,533264,188000,43257.6,951003
0.174,0.000235415,220790,-58076,-11335.3,538979,187107,42666.7,949531
0.176,0.000239708,223664,-58768.8,-7993.95,549431,186253,41941.3,946446
0.178,0.000244496,223910,-58670.5,-9402.91,550855,184752,43369.7,935306
0.18,0.000249754,222729,-57982.1,-14878.2,546922,182641,47285,919666
0.182,0.000255307,232108,-58666.4,-18001.1,574168,180229,57386.8,935025
0.184,0.00026086,241487,-59350.7,-21124.1,601416,177818,67488.7,950384
0.186,0.000266415,250866,-60034.9,-24247.1,628663,175406,77590.6,965743
0.188,0.00027197,260245,-60719.2,-27370.1,655909,172994,87692.4,981102
0.19,0.000277525,269624,-61403.5,-30493,683157,170582,97794.2,996461
0.192,0.000283082,279003,-62087.7,-33616,710404,168170,107896,1.01182e+06
0.194,0.000288639,288383,-62772,-36739,737651,165759,117998,1.02718e+06
0.196,0.000294196,297762,-63456.2,-39862,764898,163347,128100,1.04254e+06
0.198,0.000299949,301642,-62377.4,-40173.9,772609,160925,131753,1.04056e+06
0.2,0.000305775,303525,-60658,-39464.5,773223,158500,133064,1.03228e+06
0.202,0.000311605,305408,-58938.6,-38755.1,773837,156075,134375,1.02401e+06
0.204,0.000317438,307291,-57219.2,-38045.7,774451,153650,135685,1.01573e+06
0.206,0.000323273,309174,-55499.8,-37336.3,775064,151226,136996,1.00745e+06
0.208,0.000329111,311057,-53780.4,-36626.9,775678,148801,138307,999175
0.21,0.000334952,312940,-52061.1,-35917.5,776292,146376,139617,990899
0.212,0.000340795,314822,-50341.7,-35208.1,776906,143951,140928,982622
0.214,0.00034664,316705,-48622.3,-34498.7,777520,141526,142238,974345
0.216,0.000352488,318588,-46902.9,-33789.3,778134,139101,143549,966068
0.218,0.000358338,320471,-45183.5,-33079.9,778747,136676,144860,957791
0.22,0.000364189,322354,-43464.1,-32370.5,779361,134251,146170,949514
0.222,0.000370043,324237,-41744.7,-31661.1,779975,131826,147481,941237
0.224,0.000375898,326120,-40025.3,-30951.8,780589,129401,148792,932960
0.226,0.000382166,315096,-37427.5,-24314.8,763275,126946,143438,922006
0.228,0.000388444,303770,-34809,-17538.7,745540,124490,137927,910990
0.23,0.000394722,292443,-32190.5,-10762.6,727804,122034,132417,899973
0.232,0.000401001,281117,-29572.1,-3986.54,710069,119578,126906,888956
0.234,0.000407279,269790,-26953.6,2789.56,692334,117122,121395,877940
0.236,0.000413558,258464,-24335.1,9565.67,674599,114666,115885,866923
0.238,0.000419838,247137,-21716.7,16341.8,656864,112210,110374,855906
0.24,0.000426343,244733,-21437.5,21047.8,651242,111390,109671,867488
0.242,0.000432899,244259,-21664.1,25306.3,648238,110924,110008,883954
0.244,0.000439457,243784,-21890.7,29564.9,645235,110457,110345,900421
0.246,0.000446017,243309,-22117.2,33823.4,642231,109991,110681,916888
0.248,0.000452578,242834,-22343.8,38081.9,639228,109524,111018,933354
0.25,0.000459141,242359,-22570.4,42340.4,636224,109058,111354,949821
0.252,0.000465705,241884,-22797,46599,633220,108592,111691,966288
0.254,0.000472271,241409,-23023.5,50857.5,630217,108125,112027,982755
0.256,0.000478838,240934,-23250.1,55116,627213,107659,112364,999221
0.258,0.000485407,240459,-23476.7,59374.5,624210,107192,112700,1.01569e+06
0.26,0.000491977,239984,-23703.2,63633,621206,106726,113037,1.03215e+06
0.262,0.000498904,235011,-21902.2,65864.9,617291,110300,112910,1.0399e+06
0.264,0.000505901,229157,-19703.8,67699.7,613197,114665,112693,1.04595e+06
0.266,0.000512898,223302,-17505.4,69534.5,609103,119030,112476,1.05199e+06
0.268,0.000519896,217448,-15307,71369.3,605008,123395,112259,1.05803e+06
0.27,0.000526893,211593,-13108.6,73204.1,600914,127760,112041,1.06407e+06
0.272,0.000533891,205739,-10910.3,75038.9,596820,132125,111824,1.07012e+06
0.274,0.000540963,200981,-8536.29,76389.6,592744,136010,111648,1.07444e+06
