"arc_length","Displacement_Magnitude","Sxx","Sxy","Sxz","Syy","Syz","Szz","Von_Mises_Stress"
0,0,1.19799e+06,-69046.3,-6466.84,2.41123e+06,484131,1.03175e+06,1.55844e+06
0.002,1.84003e-06,1.13822e+06,-63093.3,-5622.66,2.3225e+06,454041,951915,1.52114e+06
0.004,2.98777e-06,1.10574e+06,-60588.6,-4613.02,2.26676e+06,436694,913615,1.49604e+06
0.006,3.95386e-06,1.08217e+06,-59210.4,-3549.32,2.2218e+06,423510,888883,1.47491e+06
0.008,4.94338e-06,1.0586e+06,-57832.1,-2485.63,2.17684e+06,410325,864150,1.45379e+06
0.01,5.94464e-06,1.03504e+06,-56453.9,-1421.94,2.13187e+06,397141,839418,1.43267e+06
0.012,6.95257e-06,1.01147e+06,-55075.7,-358.249,2.08691e+06,383957,814685,1.41155e+06
0.014,7.96464e-06,987900,-53697.5,705.444,2.04194e+06,370772,789953,1.39042e+06
0.016,8.94543e-06,964321,-51905.5,1914.69,1.99584e+06,358549,766630,1.36951e+06
0.018,9.84191e-06,940714,-49070.5,3490.87,1.94688e+06,348750,746860,1.34913e+06
0.02,1.07392e-05,917107,-46235.4,5067.05,1.89791e+06,338950,727089,1.32874e+06
0.022,1.16372e-05,893501,-43400.4,6643.23,1.84895e+06,329150,707319,1.30836e+06
0.024,1.25357e-05,869894,-40565.3,8219.41,1.79999e+06,319351,687549,1.28798e+06
0.026,1.34346e-05,846287,-37730.3,9795.59,1.75102e+06,309551,667778,1.26759e+06
0.028,1.43338e-05,822681,-34895.2,11371.8,1.70206e+06,299751,648008,1.24721e+06
0.03,1.52333e-05,799074,-32060.2,12948,1.65309e+06,289952,628238,1.22683e+06
0.032,1.6133e-05,775468,-29225.1,14524.1,1.60413e+06,280152,608468,1.20645e+06
0.034,1.70329e-05,751861,-26390.1,16100.3,1.55516e+06,270353,588697,1.18606e+06
0.036,1.7933e-05,728254,-23555,17676.5,1.5062e+06,260553,568927,1.16568e+06
0.038,1.88332e-05,704648,-20720,19252.7,1.45724e+06,250753,549157,1.1453e+06
0.04,1.97335e-05,681041,-17884.9,20828.9,1.40827e+06,240954,529387,1.12491e+06
0.042,2.06339e-05,657434,-15049.9,22405,1.35931e+06,231154,509616,1.10453e+06
0.044,2.15345e-05,633828,-12214.8,23981.2,1.31034e+06,221354,489846,1.08415e+06
0.046,2.24351e-05,610221,-9379.79,25557.4,1.26138e+06,211555,470076,1.06377e+06
0.048,2.33357e-05,586614,-6544.74,27133.6,1.21242e+06,201755,450305,1.04338e+06
0.05,2.525e-05,559397,-4396.78,29588.3,1.17753e+06,196296,418651,1.04286e+06
0.052,2.75315e-05,530878,-2496.61,32359.8,1.14772e+06,192403,382710,1.0495e+06
0.054,2.98144e-05,502359,-596.446,35131.2,1.11791e+06,188509,346769,1.05613e+06
0.056,3.20984e-05,473840,1303.72,37902.7,1.0881e+06,184616,310828,1.06277e+06
0.058,3.43833e-05,445320,3203.88,40674.2,1.05829e+06,180723,274888,1.06941e+06
0.06,3.6669e-05,416801,5104.04,43445.7,1.02849e+06,176829,238947,1.07605e+06
0.062,3.89553e-05,388282,7004.21,46217.2,998677,172936,203006,1.08269e+06
0.064,4.11631e-05,384284,6387.76,46260.9,992602,176348,200547,1.08469e+06
0.066,4.33977e-05,382070,5588.23,46106.2,988253,180293,200525,1.08636e+06
0.068,4.56612e-05,379855,4788.69,45951.5,983905,184237,200502,1.08802e+06
0.07,4.79496e-05,377641,3989.16,45796.8,979556,188181,200480,1.08969e+06
0.072,5.02543e-05,372708,1438.29,45963,971320,187093,189892,1.08951e+06
0.074,5.25692e-05,367336,-1395.12,46181,962457,185193,177600,1.08904e+06
0.076,5.48932e-05,361964,-4228.53,46399,953593,183293,165308,1.08857e+06
0.078,5.72252e-05,356592,-7061.94,46617,944730,181393,153015,1.08809e+06
0.08,5.95643e-05,351220,-9895.35,46835,935866,179493,140723,1.08762e+06
0.082,6.19096e-05,345848,-12728.8,47053,927003,177593,128431,1.08715e+06
0.084,6.42604e-05,340475,-15562.2,47271,918139,175693,116138,1.08668e+06
0.086,6.66163e-05,335103,-18395.6,47489,909276,173793,103846,1.0862e+06
0.088,6.8977e-05,330934,-20919.3,47462.6,901950,172620,93311.9,1.08711e+06
0.09,7.13468e-05,333245,-21773.5,46118.4,902909,175364,92253.9,1.09547e+06
0.092,7.37243e-05,335556,-22627.7,44774.3,903868,178108,91196,1.10383e+06
0.094,7.61088e-05,337868,-23482,43430.1,904827,180852,90138,1.11219e+06
0.096,7.84997e-05,340179,-24336.2,42086,905786,183596,89080.1,1.12055e+06
0.098,8.08964e-05,342490,-25190.4,40741.8,906745,186340,88022.1,1.12891e+06
0.1,8.35691e-05,348987,-26611.6,39920.7,918577,189567,88333,1.1449e+06
0.102,8.71171e-05,368974,-29860,40785,965450,194348,93055.5,1.18545e+06
0.104,9.06668e-05,388961,-33108.4,41649.3,1.01232e+06,199130,97778,1.22601e+06
0.106,9.42178e-05,408947,-36356.8,42513.6,1.0592e+06,203912,102501,1.26656e+06
0.108,9.777e-05,428934,-39605.2,43377.9,1.10607e+06,208694,107223,1.30711e+06
0.11,0.000101323,448921,-42853.5,44242.2,1.15294e+06,213476,111946,1.34767e+06
0.112,0.000104878,468908,-46101.9,45106.5,1.19981e+06,218257,116668,1.38822e+06
0.114,0.000108433,488894,-49350.3,45970.8,1.24669e+06,223039,121391,1.42878e+06
0.116,0.000112143,482590,-49629.8,44828.2,1.22911e+06,224422,119295,1.41704e+06
0.118,0.000116016,448317,-46751,41550.6,1.14297e+06,222189,109946,1.34967e+06
0.12,0.00011989,414045,-43872.3,38273,1.05683e+06,219956,100597,1.2823e+06
0.122,0.000123764,379772,-40993.5,34995.5,970693,217722,91248.5,1.21493e+06
0.124,0.000127639,345500,-38114.8,31717.9,884555,215489,81899.7,1.14756e+06
0.126,0.000131514,311227,-35236,28440.3,798416,213256,72550.9,1.0802e+06
0.128,0.00013539,276955,-32357.2,25162.7,712277,211023,63202.1,1.01283e+06
0.13,0.000139265,242682,-29478.5,21885.2,626139,208790,53853.4,945460
0.132,0.00014341,229613,-29283.3,19643.8,592266,207352,50161.5,921350
0.134,0.000147723,229088,-30675.8,18015.4,589316,206385,49816.4,922832
0.136,0.000152048,228563,-32068.3,16387.1,586366,205418,49471.2,924315
0.138,0.000156383,228038,-33460.8,14758.8,583416,204451,49126.1,925798
0.14,0.000160727,227513,-34853.3,13130.4,580466,203484,48780.9,927280
0.142,0.00016508,226988,-36245.8,11502,577515,202517,48435.8,928763
0.144,0.000169441,226463,-37638.3,9873.71,574565,201550,48090.7,930245
0.146,0.000173809,225938,-39030.7,8245.35,571615,200582,47745.5,931728
